variant,step,original_row_id,loss_total,loss_classifier,loss_box_reg,loss_centerness,learning_rate,global_gradient_norm,reliability_scorer_gradient_norm,active_gradient_parameter_count,rgb_weight,ir_weight,event_weight,weight_sum_error,fusion_entropy,dominance_fraction,ir_theta_max_abs_deviation,ir_determinant_mean,ir_grid_oob_fraction,event_theta_max_abs_deviation,event_determinant_mean,event_grid_oob_fraction,finite,cuda_allocated_bytes,cuda_reserved_bytes,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,step_time_sec
alignment_on_equal_superset,1,train:00006249,2.820970296859741,1.154724359512329,1.0,0.6662459969520569,0.0001,21.106833426786203,0.0,6643922,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0,1.0986123085021973,0.3333333432674408,0.0,1.0,0.0,0.0,1.0,0.0,True,130759680,329252864,0.04753499999999988,0.7852876999999996,0.41599019999999953,0.4749933000000013,1.7254743000000001
alignment_on_equal_superset,2,train:00020601,2.9856491088867188,1.1531858444213867,1.1393556594848633,0.693107545375824,0.0001,114.44765074577222,0.0,6643922,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0,1.0986123085021973,0.3333333432674408,0.0012703414540737867,1.0025405883789062,0.0,0.0012905597686767578,0.9974222183227539,0.0,True,130579456,394264576,0.08331439999999901,0.11106340000000081,0.1687152999999988,0.292007400000001,0.6328110000000002
alignment_on_equal_superset,3,train:00026508,0.029299184679985046,0.029299184679985046,0.0,0.0,0.0001,1.4630583521633107,0.0,6643922,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0,1.0986123085021973,0.3333333432674408,0.0025980472564697266,1.004930853843689,0.0,0.0025832578539848328,0.997668445110321,0.0,True,130579456,396361728,0.03849819999999937,0.07828560000000095,0.1040650000000003,0.2805268999999999,0.5028985000000006
alignment_on_equal_superset,4,train:00028488,2.8406882286071777,1.0499268770217896,1.0981420278549194,0.6926194429397583,0.0001,24.26936569977348,0.0,6643922,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0,1.0986123085021973,0.3333333432674408,0.003554821014404297,1.0066518783569336,0.0,0.00350551656447351,0.9979226589202881,0.0,True,130579456,396361728,0.04269919999999949,0.07886979999999966,0.10891030000000157,0.2841352999999991,0.5163454000000005
alignment_on_equal_superset,5,train:00011701,0.03836852312088013,0.03836852312088013,0.0,0.0,0.0001,2.221265899698605,0.0,6643922,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0,1.0986123085021973,0.3333333432674408,0.004479169845581055,1.008144497871399,0.0,0.004270401317626238,0.9981215000152588,0.0,True,130579456,396361728,0.04433530000000019,0.10131859999999904,0.15104330000000132,0.3477094999999988,0.646435499999999
alignment_on_equal_superset,6,train:00005808,2.71793270111084,1.0447551012039185,1.0,0.6731775999069214,0.0001,12.171082863397121,0.0,6643922,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0,1.0986123085021973,0.3333333432674408,0.005355119705200195,1.0095869302749634,0.0,0.004834495019167662,0.9983072876930237,0.0,True,130579456,396361728,0.04958919999999978,0.1078998999999996,0.13234420000000036,0.26913309999999946,0.5607799999999994
alignment_on_equal_superset,7,train:00017015,2.626115322113037,0.9383800029754639,1.0,0.6877351999282837,0.0001,36.73836619221588,0.0,6643922,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0,1.0986123085021973,0.3333333432674408,0.006380677223205566,1.011224389076233,0.0009374999790452421,0.005515866447240114,0.998334527015686,0.0,True,130579456,396361728,0.041683100000000195,0.09533019999999937,0.1179389000000004,0.2779662999999992,0.5350023999999998
alignment_on_equal_superset,8,train:00005711,2.668945550918579,0.9349460005760193,1.0,0.733999490737915,0.0001,12.957302402750816,0.0,6643922,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0,1.0986123085021973,0.3333333432674408,0.0071184635162353516,1.0124709606170654,0.0006249999860301614,0.005801532417535782,0.9982642531394958,0.0,True,130579456,396361728,0.049262999999999835,0.08495379999999919,0.11852440000000009,0.27378380000000035,0.5282005000000005
alignment_on_equal_superset,9,train:00006561,2.641143321990967,0.9718009233474731,1.0,0.6693423986434937,0.0001,11.817788564356984,0.0,6643922,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0,1.0986123085021973,0.3333333432674408,0.00793147087097168,1.013755202293396,0.0006249999860301614,0.006223700474947691,0.9980785250663757,0.0,True,130579456,396361728,0.04251990000000028,0.09336349999999882,0.11795389999999983,0.2865637999999997,0.5421123999999988
alignment_on_equal_superset,10,train:00010359,2.498385429382324,0.8238107562065125,1.0,0.6745745539665222,0.0001,15.984961219418523,0.0,6643922,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0,1.0986123085021973,0.3333333432674408,0.00874173641204834,1.0148886442184448,0.00046874998952262104,0.006490548141300678,0.9980208277702332,0.0,True,130579456,396361728,0.05208030000000008,0.09905669999999844,0.10579800000000006,0.27568139999999985,0.5351883999999991
