Mode,Precision,Recall,AP50,AP75,GT boxes,Predictions,Mean Confidence
full,0.028860819828408008,0.9968719130721106,0.9787793159484863,0.9474520087242126,6074,209800,0.14984638420039267
no_rgb,0.02873212583412774,0.9924267369114258,0.9440188407897949,0.8226745128631592,6074,209800,0.17885937168707697
no_thermal,0.027683508102955195,0.9562067830095489,0.8466570377349854,0.5840315818786621,6074,209800,0.2031376197635133
no_event,0.02886558627264061,0.9970365492262101,0.9785309433937073,0.9476761817932129,6074,209800,0.15002898766979703
rgb_only,0.027259294566253575,0.9415541652946987,0.8142255544662476,0.5553961992263794,6074,209800,0.1967591212832993
thermal_only,0.028069590085795997,0.9695423114916035,0.8517902493476868,0.6368963122367859,6074,209800,0.17958719027252626
event_only,0.01738322211630124,0.6004280540006586,0.3445116877555847,0.19956254959106445,6074,209800,0.26069758899225803
