variant,step,original_row_id,loss_total,loss_classifier,loss_box_reg,loss_centerness,learning_rate,global_gradient_norm,ir_alignment_gradient_norm,event_alignment_gradient_norm,ir_theta_max_abs_deviation,ir_determinant_mean,ir_grid_oob_fraction,event_theta_max_abs_deviation,event_determinant_mean,event_grid_oob_fraction,finite,cuda_allocated_bytes,cuda_reserved_bytes,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,step_time_sec
alignment_on_equal,1,train:00006249,2.7680788040161133,1.096762776374817,1.0,0.6713161468505859,0.0001,25.3880581835714,21.116538074145023,1.7441769219153356,0.0,1.0,0.0,0.0,1.0,0.0,True,130344448,329252864,0.018127399999684712,0.09752800000023853,0.11734720000004017,0.2746163999995588,0.5098642999996628
alignment_on_equal,2,train:00020601,2.9520363807678223,1.0468884706497192,1.2073549032211304,0.6977930068969727,0.0001,93.93098761917797,57.30200425523224,17.040566446230294,0.0012661406071856618,0.9974677562713623,0.0,0.0013300180435180664,1.0026636123657227,0.0,True,130590208,394264576,0.038434200000210694,0.10245089999989432,0.10345480000023599,0.3021339000001717,0.5306013000003986
alignment_on_equal,3,train:00026508,0.03139446675777435,0.03139446675777435,0.0,0.0,0.0001,1.5877678577253378,0.036968380236121326,0.015679094267572594,0.0024962876923382282,0.9966861009597778,0.0,0.0024536848068237305,1.002865195274353,0.0,True,130508288,394264576,0.014129099999991013,0.08632770000031087,0.11185029999978724,0.27880770000001576,0.49389659999997093
alignment_on_equal,4,train:00028488,2.6573219299316406,1.0102403163909912,0.9947420358657837,0.6523393392562866,0.0001,21.10379420602155,13.810811197277625,3.067097634851159,0.0034107619430869818,0.9961709380149841,0.0,0.0032644271850585938,1.0029712915420532,0.0,True,130115072,394264576,0.01611510000020644,0.07522519999974975,0.0999775000000227,0.27511809999987236,0.46837589999995544
alignment_on_equal,5,train:00011701,0.041795726865530014,0.041795726865530014,0.0,0.0,0.0001,2.432112903090291,0.17224652462960638,0.028580952982537104,0.0039607686921954155,0.9960931539535522,0.0,0.004279017448425293,1.003456711769104,0.0,True,130508288,394264576,0.014152800000374555,0.0778387999998813,0.09827530000029583,0.2766452999999274,0.46805429999994885
alignment_on_equal,6,train:00005808,2.598884105682373,0.9562203288078308,1.0,0.6426635980606079,0.0001,12.792531086394883,4.010173734643958,1.4328728567606484,0.0046744211576879025,0.9960244297981262,0.0,0.005099058151245117,1.0038362741470337,0.0,True,130115072,394264576,0.016890699999748904,0.08769269999993412,0.1043694999998479,0.31201540000029127,0.5230639999999767
alignment_on_equal,7,train:00017015,2.638002634048462,0.948801577091217,0.9909017086029053,0.6982994675636292,0.0001,42.546591307670305,20.536939627778054,2.1380467122469025,0.005116561893373728,0.9957416653633118,0.0,0.006057024002075195,1.0043644905090332,0.0,True,130508288,394264576,0.015863999999965017,0.08911120000038864,0.1167048999996041,0.28603030000022045,0.5095863999999892
alignment_on_equal,8,train:00005711,2.673247814178467,0.9185745120048523,0.9978711605072021,0.7568020820617676,0.0001,18.035538688882298,8.726202273091262,1.4469083510523693,0.00593130849301815,0.9956281781196594,0.0,0.0070770978927612305,1.0049159526824951,0.0,True,130115072,394264576,0.013728400000218244,0.07489589999977397,0.10341820000030566,0.2690357999999833,0.4629300999999941
alignment_on_equal,9,train:00006561,2.6110310554504395,0.9393948912620544,0.9998000264167786,0.6718361973762512,0.0001,10.862279300643474,7.225280109724585,0.7679542437434297,0.006652795244008303,0.9953151941299438,0.0,0.007758975028991699,1.00516676902771,0.0,True,130508288,394264576,0.01708969999981491,0.07408359999999448,0.10968169999978272,0.2702428000002328,0.4733531000001676
alignment_on_equal,10,train:00010359,2.8293631076812744,0.8265973925590515,1.31770658493042,0.6850590705871582,0.0001,54.52217376006696,36.49801648268448,1.4821105567755606,0.0074102990329265594,0.9951931238174438,0.0,0.008295178413391113,1.0053105354309082,0.0,True,130115072,394264576,0.01660879999963072,0.09139319999985673,0.10975779999989754,0.26907729999993535,0.48898389999976644
alignment_on_equal,11,train:00020938,2.7403910160064697,0.894751250743866,1.1595925092697144,0.686047375202179,0.0001,118.96141127068637,93.66529106654977,4.9250148174615145,0.007543983869254589,0.9947400093078613,0.0003124999930150807,0.008700132369995117,1.0054339170455933,0.0,True,130508288,394264576,0.029690300000311254,0.07379369999989649,0.0986601999998129,0.2724785000000338,0.4625391999998101
alignment_on_equal,12,train:00017395,0.2172337770462036,0.2172337770462036,0.0,0.0,0.0001,16.2622080497357,1.1170371634033365,0.30994638783295914,0.008048364892601967,0.9945242404937744,0.00015624999650754035,0.008854866027832031,1.0052670240402222,0.0,True,130115072,394264576,0.014075200000206678,0.073159300000043,0.09428040000011606,0.2600382000000536,0.44340520000014294
alignment_on_equal,13,train:00016029,0.24185602366924286,0.24185602366924286,0.0,0.0,0.0001,19.885801476877855,2.002686431361981,0.8901227494718545,0.00862300768494606,0.9941978454589844,0.0003124999930150807,0.009202241897583008,1.0052566528320312,0.0,True,130508288,394264576,0.01590959999975894,0.06988570000021355,0.0931153000001359,0.24921899999981179,0.4302332000002025
alignment_on_equal,14,train:00019870,2.5813491344451904,0.8438593149185181,1.0554428100585938,0.6820470094680786,0.0001,20.33609038010617,3.271579020132068,2.108707729881058,0.008847019635140896,0.9942225813865662,0.00015624999650754035,0.009378314018249512,1.0052096843719482,0.0006249999860301614,True,130115072,394264576,0.01796310000008816,0.08079580000003261,0.09754279999970095,0.2473055000000386,0.4452934999999343
alignment_on_equal,15,train:00024793,2.6337151527404785,0.9757841229438782,0.9558404684066772,0.7020905017852783,0.0001,30.25789107662025,17.060610711603964,2.3383869591671083,0.009120859205722809,0.9940850138664246,0.00015624999650754035,0.009933233261108398,1.0054439306259155,0.004999999888241291,True,130508288,394264576,0.013457000000016706,0.07362510000029943,0.09881719999975758,0.27035320000004504,0.4586531999998442
alignment_on_equal,16,train:00024693,2.6667673587799072,0.962317943572998,0.9848113059997559,0.7196381688117981,0.0001,16.89989954891856,8.591717025800921,3.507572045476896,0.009622778743505478,0.9939061403274536,0.00046874998952262104,0.009931564331054688,1.0052763223648071,0.0045312498696148396,True,130115072,394264576,0.013276199999836535,0.07700539999996181,0.10191549999990457,0.26186710000001767,0.45583410000017466
alignment_on_equal,17,train:00034122,2.6650190353393555,0.7922039031982422,1.1467514038085938,0.7260637283325195,0.0001,61.24502225822571,31.09980495638462,4.344926872288806,0.010203790850937366,0.9939149618148804,0.0006249999860301614,0.009323358535766602,1.0047094821929932,0.0,True,130508288,394264576,0.014099299999998038,0.07535819999975502,0.12051569999994172,0.2668039000000135,0.47863250000000335
alignment_on_equal,18,train:00012078,2.618783712387085,0.9534119963645935,0.9625789523124695,0.702792763710022,0.0001,14.752022707681299,5.4495754417821,3.590422020205033,0.010729964822530746,0.9933543801307678,0.0006249999860301614,0.008715271949768066,1.0040559768676758,0.0,True,130115072,394264576,0.015425000000050204,0.0746635000000424,0.12046469999995679,0.2682432000001427,0.48077680000005785
alignment_on_equal,19,train:00030696,2.5625863075256348,0.8625168800354004,0.9885514974594116,0.7115179300308228,0.0001,50.40906144618934,13.842609786077766,3.016586670498048,0.011533429846167564,0.9927053451538086,0.0009374999790452421,0.008610180579125881,1.0031654834747314,0.0,True,130508288,394264576,0.019368799999938346,0.07461650000004738,0.09751430000005712,0.2686668000001191,0.4621044000000438
alignment_on_equal,20,train:00013586,0.0716678649187088,0.0716678649187088,0.0,0.0,0.0001,5.05655096051955,0.43580858923631355,0.07007581143487816,0.011888189241290092,0.991968035697937,0.0009374999790452421,0.008695267140865326,1.0025737285614014,0.0,True,130115072,394264576,0.015232799999921554,0.0710837999999967,0.11358800000016345,0.2639444999999796,0.4658372999997482
alignment_on_equal,21,train:00034932,2.57588529586792,0.9019363522529602,1.0019276142120361,0.6720213890075684,0.0001,30.00236052062729,19.945845190132957,4.270346978290129,0.01255845557898283,0.9911565184593201,0.0010937500046566129,0.008665282279253006,1.0020173788070679,0.0,True,130508288,394264576,0.017336299999897165,0.07412560000011581,0.09425919999966936,0.25871200000028693,0.4463940000000548
alignment_on_equal,22,train:00006464,2.532200574874878,0.8603234887123108,0.9889183044433594,0.6829589009284973,0.0001,10.979776992990965,2.655055350390431,1.611778503209485,0.012623267248272896,0.9907054305076599,0.0007812499534338713,0.008832995779812336,1.0018680095672607,0.0,True,130115072,394264576,0.013887499999782449,0.0837879000000612,0.09350369999992836,0.2783024000000296,0.47152169999981197
alignment_on_equal,23,train:00009701,2.858311176300049,1.0475473403930664,1.1278870105743408,0.6828767657279968,0.0001,38.29287818628581,14.894047636330516,4.693285883843485,0.012894272804260254,0.9902607798576355,0.0006249999860301614,0.008661200292408466,1.0018045902252197,0.0,True,130508288,394264576,0.014967600000090897,0.07541459999993094,0.09992819999979474,0.2663647000003948,0.45861070000000836
alignment_on_equal,24,train:00011236,2.567664384841919,0.8844590783119202,1.0218018293380737,0.6614034175872803,0.0001,27.3580230800332,15.608940847821763,3.54562501256645,0.012858489528298378,0.9899089336395264,0.0003124999930150807,0.008677979931235313,1.0017913579940796,0.0,True,130115072,394264576,0.014341699999931734,0.07635380000010628,0.09887410000010277,0.29881259999956455,0.490255199999865
alignment_on_equal,25,train:00003532,0.08160997182130814,0.08160997182130814,0.0,0.0,0.0001,6.486613732563742,0.5677773915127717,0.8382290228560076,0.01277259923517704,0.9901167154312134,0.00015624999650754035,0.008672854863107204,1.0019456148147583,0.0,True,130508288,394264576,0.016307400000187044,0.07142239999984668,0.09010050000006231,0.2528482000002441,0.4323361000001569
alignment_on_equal,26,train:00015144,2.611886978149414,0.7149812579154968,1.1828385591506958,0.714067280292511,0.0001,40.30815836876079,19.672710993804838,4.7204376645959645,0.013602710328996181,0.9892997741699219,0.00046874998952262104,0.008710958994925022,1.002092719078064,0.0,True,130115072,394264576,0.012467199999719014,0.07433129999981247,0.10983470000019224,0.2543752999999924,0.4530420999999478
alignment_on_equal,27,train:00033916,2.7462267875671387,0.9708214402198792,1.0985370874404907,0.6768681406974792,0.0001,56.876607449831646,35.557373989068154,4.703365330122919,0.013569178991019726,0.9896367788314819,0.0003124999930150807,0.008613724261522293,1.0023483037948608,0.0,True,130508288,394264576,0.017992399999911868,0.1038379999999961,0.09697679999999309,0.25346540000009554,0.4738876999999775
alignment_on_equal,28,train:00024238,2.523163318634033,0.8821426630020142,0.9126278162002563,0.7283929586410522,0.0001,31.902768064228756,14.179554825206022,8.284885402261118,0.013775919564068317,0.9893738627433777,0.0003124999930150807,0.008778170682489872,1.002519130706787,0.0,True,130115072,394264576,0.01380539999991015,0.0897554999996828,0.10257140000021536,0.2711848999997528,0.4789407999996911
alignment_on_equal,29,train:00012123,0.09446749091148376,0.09446749091148376,0.0,0.0,0.0001,8.486164414669888,1.7241544552474195,0.5655232503574602,0.013304523192346096,0.9900096654891968,0.0,0.008858863264322281,1.0021648406982422,0.0,True,130508288,394264576,0.01455759999998918,0.0733869999999115,0.09512469999981477,0.27335060000041267,0.4588238999999703
alignment_on_equal,30,train:00021003,0.10992592573165894,0.10992592573165894,0.0,0.0,0.0001,11.762306950102095,2.2850386824788513,1.1789902188040067,0.01370077021420002,0.9897276759147644,0.0,0.008927210234105587,1.001829981803894,0.0,True,130115072,394264576,0.013218899999628775,0.07273820000000342,0.09532730000000811,0.3131847999998172,0.4964666999999281
alignment_on_equal,31,train:00033033,2.493785858154297,0.8858279585838318,0.9171581268310547,0.6907997131347656,0.0001,24.04123170981847,8.092145342074486,2.399854277553835,0.013681254349648952,0.9896413087844849,0.0,0.009255482815206051,1.0015785694122314,0.0,True,130508288,394264576,0.014307600000392995,0.07167089999984455,0.11321369999996023,0.2759375999999065,0.477030300000024
alignment_on_equal,32,train:00034896,2.5113296508789062,0.9100885987281799,0.9050511121749878,0.6961899995803833,0.0001,23.251070920123848,13.34116930886773,4.924282240209538,0.013327882625162601,0.9899765253067017,0.00015624999650754035,0.009319406002759933,1.0012692213058472,0.0,True,130115072,394264576,0.013662000000294938,0.06937620000007882,0.10212649999994028,0.29852609999989,0.48563849999982267
alignment_on_equal,33,train:00021613,2.793347120285034,1.1406248807907104,0.940349280834198,0.7123729586601257,0.0001,87.58500355933145,6.984245391119897,6.948195956459299,0.012080926448106766,0.9907926917076111,0.0,0.009352178312838078,1.0010697841644287,0.0,True,130508288,394264576,0.015484200000173587,0.07270199999993565,0.10922159999972791,0.2631513999999697,0.4623498999999356
