Using device: cuda
requested_seed: 0
deterministic_algorithms: warn_only
cudnn_deterministic: True
cudnn_benchmark: False
train samples: 7439
val samples: 2213
params: 6593242
gflops: skipped (no project-compatible detector GFLOPs helper wired yet)
total train iterations per epoch: 1860
epoch 1/50 iter 1/1860 loss=2.8128 mean_loss=2.8128 classification=1.0973, bbox_regression=0.9985, bbox_ctrness=0.7170
epoch 2/50 iter 260/1860 loss=0.9624 mean_loss=0.9908 classification=0.1568, bbox_regression=0.1982, bbox_ctrness=0.6074
epoch 2/50 iter 280/1860 loss=0.9037 mean_loss=0.9917 classification=0.1301, bbox_regression=0.1514, bbox_ctrness=0.6222
epoch 2/50 iter 300/1860 loss=1.1699 mean_loss=0.9888 classification=0.3480, bbox_regression=0.2008, bbox_ctrness=0.6212
epoch 2/50 iter 320/1860 loss=1.0211 mean_loss=0.9871 classification=0.2152, bbox_regression=0.1806, bbox_ctrness=0.6253
epoch 2/50 iter 340/1860 loss=0.9551 mean_loss=0.9882 classification=0.1919, bbox_regression=0.1664, bbox_ctrness=0.5968
epoch 2/50 iter 360/1860 loss=1.0908 mean_loss=0.9875 classification=0.2177, bbox_regression=0.2469, bbox_ctrness=0.6263
epoch 2/50 iter 380/1860 loss=0.9203 mean_loss=0.9856 classification=0.1392, bbox_regression=0.1706, bbox_ctrness=0.6105
epoch 2/50 iter 400/1860 loss=0.8897 mean_loss=0.9871 classification=0.1391, bbox_regression=0.1349, bbox_ctrness=0.6157
epoch 2/50 iter 420/1860 loss=0.9304 mean_loss=0.9856 classification=0.1603, bbox_regression=0.1450, bbox_ctrness=0.6251
epoch 2/50 iter 440/1860 loss=0.9462 mean_loss=0.9858 classification=0.1720, bbox_regression=0.1667, bbox_ctrness=0.6075
epoch 2/50 iter 460/1860 loss=0.8983 mean_loss=0.9836 classification=0.1345, bbox_regression=0.1462, bbox_ctrness=0.6176
epoch 2/50 iter 480/1860 loss=0.9651 mean_loss=0.9821 classification=0.1563, bbox_regression=0.1988, bbox_ctrness=0.6099
epoch 2/50 iter 500/1860 loss=1.0215 mean_loss=0.9826 classification=0.1791, bbox_regression=0.2187, bbox_ctrness=0.6237
epoch 2/50 iter 520/1860 loss=1.0475 mean_loss=0.9822 classification=0.2211, bbox_regression=0.2100, bbox_ctrness=0.6164
epoch 2/50 iter 540/1860 loss=0.8654 mean_loss=0.9806 classification=0.1569, bbox_regression=0.1141, bbox_ctrness=0.5943
epoch 2/50 iter 560/1860 loss=0.8824 mean_loss=0.9794 classification=0.1236, bbox_regression=0.1408, bbox_ctrness=0.6179
epoch 2/50 iter 580/1860 loss=0.9167 mean_loss=0.9779 classification=0.1106, bbox_regression=0.1753, bbox_ctrness=0.6308
epoch 2/50 iter 600/1860 loss=0.8781 mean_loss=0.9775 classification=0.1292, bbox_regression=0.1372, bbox_ctrness=0.6116
epoch 2/50 iter 620/1860 loss=0.9494 mean_loss=0.9777 classification=0.1732, bbox_regression=0.1791, bbox_ctrness=0.5971
epoch 2/50 iter 640/1860 loss=1.1903 mean_loss=0.9769 classification=0.3378, bbox_regression=0.2345, bbox_ctrness=0.6180
epoch 2/50 iter 660/1860 loss=0.8633 mean_loss=0.9756 classification=0.1122, bbox_regression=0.1417, bbox_ctrness=0.6094
epoch 2/50 iter 680/1860 loss=0.8752 mean_loss=0.9762 classification=0.1678, bbox_regression=0.1246, bbox_ctrness=0.5828
epoch 2/50 iter 700/1860 loss=0.9908 mean_loss=0.9758 classification=0.1867, bbox_regression=0.2020, bbox_ctrness=0.6021
epoch 2/50 iter 720/1860 loss=0.8994 mean_loss=0.9754 classification=0.1301, bbox_regression=0.1710, bbox_ctrness=0.5983
epoch 2/50 iter 740/1860 loss=0.9585 mean_loss=0.9745 classification=0.1759, bbox_regression=0.1750, bbox_ctrness=0.6076
epoch 2/50 iter 760/1860 loss=0.9306 mean_loss=0.9740 classification=0.1875, bbox_regression=0.1326, bbox_ctrness=0.6106
epoch 2/50 iter 780/1860 loss=0.9188 mean_loss=0.9730 classification=0.1298, bbox_regression=0.1621, bbox_ctrness=0.6269
epoch 2/50 iter 800/1860 loss=0.8794 mean_loss=0.9722 classification=0.1116, bbox_regression=0.1472, bbox_ctrness=0.6206
epoch 2/50 iter 820/1860 loss=0.8787 mean_loss=0.9706 classification=0.1401, bbox_regression=0.1355, bbox_ctrness=0.6032
epoch 2/50 iter 840/1860 loss=0.9469 mean_loss=0.9696 classification=0.1585, bbox_regression=0.1739, bbox_ctrness=0.6145
epoch 2/50 iter 860/1860 loss=1.0104 mean_loss=0.9691 classification=0.2040, bbox_regression=0.1815, bbox_ctrness=0.6249
epoch 2/50 iter 880/1860 loss=1.0464 mean_loss=0.9690 classification=0.2532, bbox_regression=0.1950, bbox_ctrness=0.5982
epoch 2/50 iter 900/1860 loss=0.9463 mean_loss=0.9687 classification=0.1771, bbox_regression=0.1620, bbox_ctrness=0.6073
epoch 2/50 iter 920/1860 loss=0.9333 mean_loss=0.9676 classification=0.1540, bbox_regression=0.1743, bbox_ctrness=0.6049
epoch 2/50 iter 940/1860 loss=1.1564 mean_loss=0.9675 classification=0.3080, bbox_regression=0.2410, bbox_ctrness=0.6074
epoch 2/50 iter 960/1860 loss=0.8967 mean_loss=0.9666 classification=0.1316, bbox_regression=0.1511, bbox_ctrness=0.6140
epoch 2/50 iter 980/1860 loss=0.8878 mean_loss=0.9662 classification=0.1115, bbox_regression=0.1613, bbox_ctrness=0.6150
epoch 2/50 iter 1000/1860 loss=0.9108 mean_loss=0.9654 classification=0.1338, bbox_regression=0.1627, bbox_ctrness=0.6143
epoch 2/50 iter 1020/1860 loss=0.9561 mean_loss=0.9642 classification=0.1914, bbox_regression=0.1430, bbox_ctrness=0.6217
epoch 2/50 iter 1040/1860 loss=0.9769 mean_loss=0.9645 classification=0.2174, bbox_regression=0.1402, bbox_ctrness=0.6194
epoch 2/50 iter 1060/1860 loss=0.8678 mean_loss=0.9645 classification=0.1166, bbox_regression=0.1435, bbox_ctrness=0.6078
epoch 2/50 iter 1080/1860 loss=0.9128 mean_loss=0.9643 classification=0.1634, bbox_regression=0.1498, bbox_ctrness=0.5996
epoch 2/50 iter 1100/1860 loss=0.9068 mean_loss=0.9634 classification=0.1076, bbox_regression=0.1868, bbox_ctrness=0.6124
epoch 2/50 iter 1120/1860 loss=0.9643 mean_loss=0.9631 classification=0.1754, bbox_regression=0.1819, bbox_ctrness=0.6070
epoch 2/50 iter 1140/1860 loss=0.9759 mean_loss=0.9626 classification=0.1698, bbox_regression=0.1862, bbox_ctrness=0.6199
epoch 2/50 iter 1160/1860 loss=0.9951 mean_loss=0.9626 classification=0.2161, bbox_regression=0.1554, bbox_ctrness=0.6235
epoch 2/50 iter 1180/1860 loss=0.9449 mean_loss=0.9618 classification=0.1574, bbox_regression=0.1730, bbox_ctrness=0.6145
epoch 2/50 iter 1200/1860 loss=0.9203 mean_loss=0.9609 classification=0.1691, bbox_regression=0.1398, bbox_ctrness=0.6114
epoch 2/50 iter 1220/1860 loss=0.8112 mean_loss=0.9603 classification=0.0887, bbox_regression=0.1190, bbox_ctrness=0.6035
epoch 2/50 iter 1240/1860 loss=1.0066 mean_loss=0.9603 classification=0.1827, bbox_regression=0.2163, bbox_ctrness=0.6076
epoch 2/50 iter 1260/1860 loss=0.9674 mean_loss=0.9611 classification=0.1687, bbox_regression=0.1824, bbox_ctrness=0.6163
epoch 2/50 iter 1280/1860 loss=0.8307 mean_loss=0.9608 classification=0.1222, bbox_regression=0.1164, bbox_ctrness=0.5921
epoch 2/50 iter 1300/1860 loss=0.9448 mean_loss=0.9600 classification=0.1530, bbox_regression=0.1763, bbox_ctrness=0.6154
epoch 2/50 iter 1320/1860 loss=0.9552 mean_loss=0.9593 classification=0.1745, bbox_regression=0.1775, bbox_ctrness=0.6033
epoch 2/50 iter 1340/1860 loss=0.8605 mean_loss=0.9587 classification=0.1023, bbox_regression=0.1477, bbox_ctrness=0.6104
epoch 2/50 iter 1360/1860 loss=0.8365 mean_loss=0.9583 classification=0.0955, bbox_regression=0.1247, bbox_ctrness=0.6164
epoch 2/50 iter 1380/1860 loss=1.0614 mean_loss=0.9576 classification=0.2525, bbox_regression=0.1965, bbox_ctrness=0.6124
epoch 2/50 iter 1400/1860 loss=0.9145 mean_loss=0.9579 classification=0.1657, bbox_regression=0.1477, bbox_ctrness=0.6011
epoch 2/50 iter 1420/1860 loss=0.9014 mean_loss=0.9572 classification=0.1605, bbox_regression=0.1276, bbox_ctrness=0.6133
epoch 2/50 iter 1440/1860 loss=0.9031 mean_loss=0.9565 classification=0.1552, bbox_regression=0.1457, bbox_ctrness=0.6022
epoch 2/50 iter 1460/1860 loss=0.8792 mean_loss=0.9556 classification=0.1315, bbox_regression=0.1416, bbox_ctrness=0.6060
epoch 2/50 iter 1480/1860 loss=0.8961 mean_loss=0.9548 classification=0.1301, bbox_regression=0.1587, bbox_ctrness=0.6073
epoch 2/50 iter 1500/1860 loss=0.9484 mean_loss=0.9546 classification=0.1652, bbox_regression=0.1744, bbox_ctrness=0.6088
epoch 2/50 iter 1520/1860 loss=0.9376 mean_loss=0.9545 classification=0.1354, bbox_regression=0.1839, bbox_ctrness=0.6183
epoch 2/50 iter 1540/1860 loss=0.8769 mean_loss=0.9542 classification=0.1347, bbox_regression=0.1332, bbox_ctrness=0.6090
epoch 2/50 iter 1560/1860 loss=0.8219 mean_loss=0.9538 classification=0.1030, bbox_regression=0.1169, bbox_ctrness=0.6021
epoch 2/50 iter 1580/1860 loss=0.8432 mean_loss=0.9535 classification=0.1037, bbox_regression=0.1293, bbox_ctrness=0.6101
epoch 2/50 iter 1600/1860 loss=0.9383 mean_loss=0.9530 classification=0.1593, bbox_regression=0.1632, bbox_ctrness=0.6158
epoch 2/50 iter 1620/1860 loss=1.0766 mean_loss=0.9525 classification=0.2453, bbox_regression=0.2352, bbox_ctrness=0.5961
epoch 2/50 iter 1640/1860 loss=0.9157 mean_loss=0.9521 classification=0.1617, bbox_regression=0.1509, bbox_ctrness=0.6031
epoch 2/50 iter 1660/1860 loss=0.9672 mean_loss=0.9516 classification=0.1574, bbox_regression=0.1878, bbox_ctrness=0.6219
epoch 2/50 iter 1680/1860 loss=0.8428 mean_loss=0.9513 classification=0.1097, bbox_regression=0.1161, bbox_ctrness=0.6171
epoch 2/50 iter 1700/1860 loss=0.8699 mean_loss=0.9509 classification=0.1292, bbox_regression=0.1361, bbox_ctrness=0.6046
epoch 2/50 iter 1720/1860 loss=0.7918 mean_loss=0.9498 classification=0.0775, bbox_regression=0.1096, bbox_ctrness=0.6046
epoch 2/50 iter 1740/1860 loss=0.8723 mean_loss=0.9495 classification=0.1307, bbox_regression=0.1377, bbox_ctrness=0.6038
epoch 2/50 iter 1760/1860 loss=0.8687 mean_loss=0.9490 classification=0.1177, bbox_regression=0.1315, bbox_ctrness=0.6195
epoch 2/50 iter 1780/1860 loss=0.8663 mean_loss=0.9484 classification=0.1041, bbox_regression=0.1298, bbox_ctrness=0.6324
epoch 2/50 iter 1800/1860 loss=0.9406 mean_loss=0.9478 classification=0.1800, bbox_regression=0.1573, bbox_ctrness=0.6033
epoch 2/50 iter 1820/1860 loss=0.8702 mean_loss=0.9468 classification=0.1290, bbox_regression=0.1340, bbox_ctrness=0.6072
epoch 2/50 iter 1840/1860 loss=0.8789 mean_loss=0.9465 classification=0.1066, bbox_regression=0.1538, bbox_ctrness=0.6184
epoch 2/50 iter 1860/1860 loss=0.9096 mean_loss=0.9463 classification=0.1326, bbox_regression=0.1582, bbox_ctrness=0.6188
epoch 2 validation Precision=0.1120 Recall=0.9881 AP50=0.9226 AP75=0.7414 eval_fps=15.21 epoch_time_sec=891.3
saved checkpoint: E:\RepViT-main\runs\v48_complete_ablation\training\ra_stems_project_seed0\weights\last.pt
new best AP50=0.9226; saved checkpoint: E:\RepViT-main\runs\v48_complete_ablation\training\ra_stems_project_seed0\weights\best.pt
epoch 3/50 iter 1/1860 loss=0.9357 mean_loss=0.9357 classification=0.1673, bbox_regression=0.1563, bbox_ctrness=0.6121
epoch 3/50 iter 20/1860 loss=0.8698 mean_loss=0.9162 classification=0.1467, bbox_regression=0.1178, bbox_ctrness=0.6053
epoch 3/50 iter 40/1860 loss=0.7804 mean_loss=0.8835 classification=0.0994, bbox_regression=0.0913, bbox_ctrness=0.5897
