Using device: cuda
requested_seed: 0
deterministic_algorithms: warn_only
cudnn_deterministic: True
cudnn_benchmark: False
train samples: 7439
val samples: 2213
params: 6593242
gflops: skipped (no project-compatible detector GFLOPs helper wired yet)
total train iterations per epoch: 1860
epoch 1/50 iter 1/1860 loss=2.8128 mean_loss=2.8128 classification=1.0973, bbox_regression=0.9985, bbox_ctrness=0.7170
epoch 1/50 iter 20/1860 loss=2.1081 mean_loss=2.5338 classification=0.7694, bbox_regression=0.6952, bbox_ctrness=0.6435
epoch 1/50 iter 40/1860 loss=1.9925 mean_loss=2.3289 classification=0.8005, bbox_regression=0.5063, bbox_ctrness=0.6857
epoch 1/50 iter 60/1860 loss=1.9671 mean_loss=2.2027 classification=0.6862, bbox_regression=0.6387, bbox_ctrness=0.6422
epoch 1/50 iter 80/1860 loss=1.6766 mean_loss=2.1149 classification=0.5646, bbox_regression=0.4536, bbox_ctrness=0.6585
epoch 1/50 iter 100/1860 loss=1.6533 mean_loss=2.0256 classification=0.4795, bbox_regression=0.5001, bbox_ctrness=0.6737
epoch 1/50 iter 120/1860 loss=1.7032 mean_loss=1.9503 classification=0.5503, bbox_regression=0.5004, bbox_ctrness=0.6525
epoch 1/50 iter 140/1860 loss=1.6236 mean_loss=1.8897 classification=0.5514, bbox_regression=0.4343, bbox_ctrness=0.6379
epoch 1/50 iter 160/1860 loss=1.5553 mean_loss=1.8428 classification=0.5262, bbox_regression=0.3852, bbox_ctrness=0.6440
epoch 1/50 iter 180/1860 loss=1.3990 mean_loss=1.8024 classification=0.3811, bbox_regression=0.3502, bbox_ctrness=0.6677
epoch 1/50 iter 200/1860 loss=1.3949 mean_loss=1.7646 classification=0.3169, bbox_regression=0.4073, bbox_ctrness=0.6708
epoch 1/50 iter 220/1860 loss=1.5435 mean_loss=1.7316 classification=0.4567, bbox_regression=0.4337, bbox_ctrness=0.6531
epoch 1/50 iter 240/1860 loss=1.3579 mean_loss=1.7083 classification=0.3723, bbox_regression=0.3610, bbox_ctrness=0.6246
epoch 1/50 iter 260/1860 loss=1.2962 mean_loss=1.6833 classification=0.2965, bbox_regression=0.3758, bbox_ctrness=0.6239
epoch 1/50 iter 280/1860 loss=1.3045 mean_loss=1.6618 classification=0.3374, bbox_regression=0.3547, bbox_ctrness=0.6124
epoch 1/50 iter 300/1860 loss=1.3851 mean_loss=1.6372 classification=0.3784, bbox_regression=0.3755, bbox_ctrness=0.6311
epoch 1/50 iter 320/1860 loss=1.4336 mean_loss=1.6178 classification=0.3623, bbox_regression=0.4161, bbox_ctrness=0.6552
epoch 1/50 iter 340/1860 loss=1.4103 mean_loss=1.6007 classification=0.3439, bbox_regression=0.4140, bbox_ctrness=0.6524
epoch 1/50 iter 360/1860 loss=1.2802 mean_loss=1.5839 classification=0.3115, bbox_regression=0.3379, bbox_ctrness=0.6308
epoch 1/50 iter 380/1860 loss=1.2702 mean_loss=1.5687 classification=0.3504, bbox_regression=0.2839, bbox_ctrness=0.6359
epoch 1/50 iter 400/1860 loss=1.2403 mean_loss=1.5545 classification=0.3313, bbox_regression=0.2778, bbox_ctrness=0.6312
epoch 1/50 iter 420/1860 loss=1.2554 mean_loss=1.5419 classification=0.2892, bbox_regression=0.3343, bbox_ctrness=0.6320
epoch 1/50 iter 440/1860 loss=1.2826 mean_loss=1.5293 classification=0.3470, bbox_regression=0.2971, bbox_ctrness=0.6385
epoch 1/50 iter 460/1860 loss=1.1345 mean_loss=1.5180 classification=0.2281, bbox_regression=0.2769, bbox_ctrness=0.6295
epoch 1/50 iter 480/1860 loss=1.3449 mean_loss=1.5073 classification=0.3292, bbox_regression=0.3875, bbox_ctrness=0.6283
epoch 1/50 iter 500/1860 loss=1.1834 mean_loss=1.4967 classification=0.3027, bbox_regression=0.2497, bbox_ctrness=0.6310
epoch 1/50 iter 520/1860 loss=1.2505 mean_loss=1.4855 classification=0.2769, bbox_regression=0.3291, bbox_ctrness=0.6445
epoch 1/50 iter 540/1860 loss=1.2432 mean_loss=1.4762 classification=0.3078, bbox_regression=0.3008, bbox_ctrness=0.6347
epoch 1/50 iter 560/1860 loss=1.2766 mean_loss=1.4677 classification=0.3612, bbox_regression=0.2961, bbox_ctrness=0.6193
epoch 1/50 iter 580/1860 loss=1.2475 mean_loss=1.4586 classification=0.3304, bbox_regression=0.2981, bbox_ctrness=0.6191
epoch 1/50 iter 600/1860 loss=1.2287 mean_loss=1.4505 classification=0.3153, bbox_regression=0.2715, bbox_ctrness=0.6419
epoch 1/50 iter 620/1860 loss=1.1741 mean_loss=1.4425 classification=0.2762, bbox_regression=0.2765, bbox_ctrness=0.6214
epoch 1/50 iter 640/1860 loss=1.1814 mean_loss=1.4361 classification=0.2793, bbox_regression=0.2748, bbox_ctrness=0.6272
epoch 1/50 iter 660/1860 loss=1.2028 mean_loss=1.4286 classification=0.2982, bbox_regression=0.2794, bbox_ctrness=0.6252
epoch 1/50 iter 680/1860 loss=1.2382 mean_loss=1.4229 classification=0.3246, bbox_regression=0.2724, bbox_ctrness=0.6411
epoch 1/50 iter 700/1860 loss=1.1569 mean_loss=1.4164 classification=0.2751, bbox_regression=0.2584, bbox_ctrness=0.6233
epoch 1/50 iter 720/1860 loss=1.1845 mean_loss=1.4091 classification=0.3024, bbox_regression=0.2538, bbox_ctrness=0.6283
epoch 1/50 iter 740/1860 loss=1.1449 mean_loss=1.4027 classification=0.2433, bbox_regression=0.2919, bbox_ctrness=0.6097
epoch 1/50 iter 760/1860 loss=1.1519 mean_loss=1.3983 classification=0.2194, bbox_regression=0.2885, bbox_ctrness=0.6440
epoch 1/50 iter 780/1860 loss=1.2363 mean_loss=1.3914 classification=0.3068, bbox_regression=0.2991, bbox_ctrness=0.6303
epoch 1/50 iter 800/1860 loss=1.2457 mean_loss=1.3856 classification=0.2983, bbox_regression=0.3137, bbox_ctrness=0.6337
epoch 1/50 iter 820/1860 loss=1.3189 mean_loss=1.3802 classification=0.3611, bbox_regression=0.3137, bbox_ctrness=0.6440
epoch 1/50 iter 840/1860 loss=1.0430 mean_loss=1.3746 classification=0.2160, bbox_regression=0.2076, bbox_ctrness=0.6194
epoch 1/50 iter 860/1860 loss=1.0872 mean_loss=1.3694 classification=0.2441, bbox_regression=0.2325, bbox_ctrness=0.6106
epoch 1/50 iter 880/1860 loss=1.0916 mean_loss=1.3648 classification=0.2500, bbox_regression=0.2101, bbox_ctrness=0.6315
epoch 1/50 iter 900/1860 loss=1.0578 mean_loss=1.3600 classification=0.2299, bbox_regression=0.2297, bbox_ctrness=0.5983
epoch 1/50 iter 920/1860 loss=1.0792 mean_loss=1.3546 classification=0.2417, bbox_regression=0.2194, bbox_ctrness=0.6181
epoch 1/50 iter 940/1860 loss=1.1046 mean_loss=1.3499 classification=0.2487, bbox_regression=0.2417, bbox_ctrness=0.6142
epoch 1/50 iter 960/1860 loss=1.2071 mean_loss=1.3453 classification=0.2840, bbox_regression=0.2879, bbox_ctrness=0.6351
epoch 1/50 iter 980/1860 loss=1.1842 mean_loss=1.3408 classification=0.2859, bbox_regression=0.2716, bbox_ctrness=0.6268
epoch 1/50 iter 1000/1860 loss=1.2009 mean_loss=1.3364 classification=0.2697, bbox_regression=0.2999, bbox_ctrness=0.6312
epoch 1/50 iter 1020/1860 loss=1.1353 mean_loss=1.3327 classification=0.2795, bbox_regression=0.2497, bbox_ctrness=0.6061
epoch 1/50 iter 1040/1860 loss=1.1184 mean_loss=1.3287 classification=0.2442, bbox_regression=0.2416, bbox_ctrness=0.6326
epoch 1/50 iter 1060/1860 loss=1.0181 mean_loss=1.3245 classification=0.2181, bbox_regression=0.1829, bbox_ctrness=0.6170
epoch 1/50 iter 1080/1860 loss=1.1231 mean_loss=1.3202 classification=0.2508, bbox_regression=0.2344, bbox_ctrness=0.6378
epoch 1/50 iter 1100/1860 loss=1.0099 mean_loss=1.3164 classification=0.1752, bbox_regression=0.2042, bbox_ctrness=0.6305
epoch 1/50 iter 1120/1860 loss=1.2178 mean_loss=1.3131 classification=0.3261, bbox_regression=0.2716, bbox_ctrness=0.6201
epoch 1/50 iter 1140/1860 loss=1.2450 mean_loss=1.3095 classification=0.3275, bbox_regression=0.2915, bbox_ctrness=0.6261
epoch 1/50 iter 1160/1860 loss=1.1379 mean_loss=1.3057 classification=0.2829, bbox_regression=0.2300, bbox_ctrness=0.6250
epoch 1/50 iter 1180/1860 loss=1.0043 mean_loss=1.3016 classification=0.1866, bbox_regression=0.2041, bbox_ctrness=0.6135
epoch 1/50 iter 1200/1860 loss=0.9992 mean_loss=1.2982 classification=0.1731, bbox_regression=0.2021, bbox_ctrness=0.6239
epoch 1/50 iter 1220/1860 loss=1.1552 mean_loss=1.2944 classification=0.2628, bbox_regression=0.2620, bbox_ctrness=0.6304
epoch 1/50 iter 1240/1860 loss=1.0977 mean_loss=1.2914 classification=0.2239, bbox_regression=0.2456, bbox_ctrness=0.6282
epoch 1/50 iter 1260/1860 loss=1.0465 mean_loss=1.2879 classification=0.2208, bbox_regression=0.2294, bbox_ctrness=0.5962
epoch 1/50 iter 1280/1860 loss=1.0023 mean_loss=1.2849 classification=0.1963, bbox_regression=0.1886, bbox_ctrness=0.6175
epoch 1/50 iter 1300/1860 loss=1.1526 mean_loss=1.2813 classification=0.2661, bbox_regression=0.2784, bbox_ctrness=0.6081
epoch 1/50 iter 1320/1860 loss=0.9953 mean_loss=1.2777 classification=0.1497, bbox_regression=0.2310, bbox_ctrness=0.6146
epoch 1/50 iter 1340/1860 loss=1.0949 mean_loss=1.2747 classification=0.2656, bbox_regression=0.2191, bbox_ctrness=0.6103
epoch 1/50 iter 1360/1860 loss=1.0085 mean_loss=1.2723 classification=0.1975, bbox_regression=0.1838, bbox_ctrness=0.6272
epoch 1/50 iter 1380/1860 loss=1.1133 mean_loss=1.2690 classification=0.3027, bbox_regression=0.2064, bbox_ctrness=0.6042
epoch 1/50 iter 1400/1860 loss=1.0053 mean_loss=1.2660 classification=0.1981, bbox_regression=0.1752, bbox_ctrness=0.6321
epoch 1/50 iter 1420/1860 loss=1.0669 mean_loss=1.2633 classification=0.2392, bbox_regression=0.1964, bbox_ctrness=0.6314
epoch 1/50 iter 1440/1860 loss=0.9874 mean_loss=1.2602 classification=0.1547, bbox_regression=0.2077, bbox_ctrness=0.6249
epoch 1/50 iter 1460/1860 loss=0.9676 mean_loss=1.2571 classification=0.1566, bbox_regression=0.2079, bbox_ctrness=0.6030
epoch 1/50 iter 1480/1860 loss=1.0632 mean_loss=1.2545 classification=0.2352, bbox_regression=0.2112, bbox_ctrness=0.6168
epoch 1/50 iter 1500/1860 loss=1.1012 mean_loss=1.2516 classification=0.2571, bbox_regression=0.2302, bbox_ctrness=0.6138
epoch 1/50 iter 1520/1860 loss=1.1588 mean_loss=1.2490 classification=0.2955, bbox_regression=0.2312, bbox_ctrness=0.6321
epoch 1/50 iter 1540/1860 loss=1.0837 mean_loss=1.2468 classification=0.2579, bbox_regression=0.2185, bbox_ctrness=0.6073
epoch 1/50 iter 1560/1860 loss=1.0280 mean_loss=1.2439 classification=0.1983, bbox_regression=0.2167, bbox_ctrness=0.6129
epoch 1/50 iter 1580/1860 loss=0.9147 mean_loss=1.2415 classification=0.1462, bbox_regression=0.1537, bbox_ctrness=0.6148
epoch 1/50 iter 1600/1860 loss=1.0427 mean_loss=1.2395 classification=0.2090, bbox_regression=0.2265, bbox_ctrness=0.6073
epoch 1/50 iter 1620/1860 loss=0.9863 mean_loss=1.2378 classification=0.1917, bbox_regression=0.1704, bbox_ctrness=0.6242
epoch 1/50 iter 1640/1860 loss=1.0603 mean_loss=1.2355 classification=0.2425, bbox_regression=0.2141, bbox_ctrness=0.6037
epoch 1/50 iter 1660/1860 loss=0.9850 mean_loss=1.2327 classification=0.1654, bbox_regression=0.1943, bbox_ctrness=0.6253
epoch 1/50 iter 1680/1860 loss=1.1148 mean_loss=1.2307 classification=0.2442, bbox_regression=0.2445, bbox_ctrness=0.6262
epoch 1/50 iter 1700/1860 loss=0.9919 mean_loss=1.2284 classification=0.1703, bbox_regression=0.2200, bbox_ctrness=0.6016
epoch 1/50 iter 1720/1860 loss=0.9509 mean_loss=1.2266 classification=0.1650, bbox_regression=0.1834, bbox_ctrness=0.6026
epoch 1/50 iter 1740/1860 loss=1.1755 mean_loss=1.2247 classification=0.3378, bbox_regression=0.2130, bbox_ctrness=0.6246
epoch 1/50 iter 1760/1860 loss=1.0832 mean_loss=1.2224 classification=0.2430, bbox_regression=0.2162, bbox_ctrness=0.6240
epoch 1/50 iter 1780/1860 loss=1.1136 mean_loss=1.2203 classification=0.2881, bbox_regression=0.2035, bbox_ctrness=0.6220
epoch 1/50 iter 1800/1860 loss=0.9759 mean_loss=1.2180 classification=0.1573, bbox_regression=0.2030, bbox_ctrness=0.6157
epoch 1/50 iter 1820/1860 loss=0.9979 mean_loss=1.2160 classification=0.1947, bbox_regression=0.1962, bbox_ctrness=0.6070
epoch 1/50 iter 1840/1860 loss=1.0686 mean_loss=1.2142 classification=0.2022, bbox_regression=0.2357, bbox_ctrness=0.6307
epoch 1/50 iter 1860/1860 loss=1.0722 mean_loss=1.2120 classification=0.2455, bbox_regression=0.2035, bbox_ctrness=0.6232
epoch 1 validation Precision=0.0780 Recall=0.9831 AP50=0.8826 AP75=0.5925 eval_fps=19.71 epoch_time_sec=901.9
saved checkpoint: E:\RepViT-main\runs\v48_complete_ablation\training\ra_stems_project_seed0\weights\last.pt
new best AP50=0.8826; saved checkpoint: E:\RepViT-main\runs\v48_complete_ablation\training\ra_stems_project_seed0\weights\best.pt
epoch 2/50 iter 1/1860 loss=1.0358 mean_loss=1.0358 classification=0.1513, bbox_regression=0.2530, bbox_ctrness=0.6314
epoch 2/50 iter 20/1860 loss=1.1852 mean_loss=0.9594 classification=0.2944, bbox_regression=0.2606, bbox_ctrness=0.6302
epoch 2/50 iter 40/1860 loss=0.9187 mean_loss=0.9826 classification=0.1237, bbox_regression=0.1776, bbox_ctrness=0.6174
epoch 2/50 iter 60/1860 loss=1.0268 mean_loss=0.9889 classification=0.1968, bbox_regression=0.1943, bbox_ctrness=0.6356
epoch 2/50 iter 80/1860 loss=1.0705 mean_loss=0.9908 classification=0.2255, bbox_regression=0.2252, bbox_ctrness=0.6197
epoch 2/50 iter 100/1860 loss=0.9197 mean_loss=0.9909 classification=0.1340, bbox_regression=0.1649, bbox_ctrness=0.6209
epoch 2/50 iter 120/1860 loss=1.0085 mean_loss=0.9901 classification=0.1887, bbox_regression=0.2001, bbox_ctrness=0.6197
epoch 2/50 iter 140/1860 loss=0.8827 mean_loss=0.9923 classification=0.1262, bbox_regression=0.1362, bbox_ctrness=0.6203
epoch 2/50 iter 160/1860 loss=0.9722 mean_loss=0.9905 classification=0.1370, bbox_regression=0.2168, bbox_ctrness=0.6184
epoch 2/50 iter 180/1860 loss=0.9899 mean_loss=0.9868 classification=0.1970, bbox_regression=0.1850, bbox_ctrness=0.6079
epoch 2/50 iter 200/1860 loss=1.0056 mean_loss=0.9891 classification=0.1909, bbox_regression=0.2052, bbox_ctrness=0.6096
epoch 2/50 iter 220/1860 loss=0.8608 mean_loss=0.9897 classification=0.1346, bbox_regression=0.1335, bbox_ctrness=0.5927
epoch 2/50 iter 240/1860 loss=1.1025 mean_loss=0.9909 classification=0.2437, bbox_regression=0.2363, bbox_ctrness=0.6224
