seed,early_AP,dynamic_AP,dynamic_minus_early_AP
0,0.2016230452844583,0.24289090511951347,0.04126785983505518
1,0.1996247571656283,0.22045291758719432,0.020828160421566017
2,0.22738157342080254,0.25054713324179245,0.023165559820989917
