START train/early_moddrop_seed1 2026-07-11T11:18:52+08:00
COMMAND C:\Users\xinnan\.conda\envs\pytorch\python.exe E:\RepViT-main\rarepdet\train_early_fusion.py --model early --data D:\download\triair --train-split E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_train.txt --val-split E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_val.txt --epochs 50 --batch-size 4 --img-size 640 --device cuda --lr 1e-4 --num-workers 0 --modality-dropout 0.15 --seed 1 --out E:\RepViT-main\runs\v48_complete_ablation\training\early_moddrop_seed1
Using device: cuda
requested_seed: 1
deterministic_algorithms: warn_only
cudnn_deterministic: True
cudnn_benchmark: False
=== TriAirDataset Summary ===
data_root: D:\download\triair
image_dir: D:\download\triair\data\images
label_dir: D:\download\triair\data\labels
split_file: E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_train.txt
mode: rgbte
channels: (0, 1, 2, 3, 4)
total images: 7439
images with label txt: 7011
images without label txt: 428
empty label txt files: 1
total boxes: 22480
class distribution:
  class 0: 22480
=== TriAirDataset Summary ===
data_root: D:\download\triair
image_dir: D:\download\triair\data\images
label_dir: D:\download\triair\data\labels
split_file: E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_val.txt
mode: rgbte
channels: (0, 1, 2, 3, 4)
total images: 2213
images with label txt: 1971
images without label txt: 242
empty label txt files: 0
total boxes: 5867
class distribution:
  class 0: 5867
train samples: 7439
val samples: 2213
params: 6591609
gflops: skipped (no project-compatible detector GFLOPs helper wired yet)
total train iterations per epoch: 1860
epoch 2/50 iter 580/1860 loss=0.9754 mean_loss=1.0983 classification=0.1929, bbox_regression=0.1629, bbox_ctrness=0.6196
epoch 2/50 iter 600/1860 loss=1.2212 mean_loss=1.0982 classification=0.3297, bbox_regression=0.2617, bbox_ctrness=0.6298
epoch 2/50 iter 620/1860 loss=1.0316 mean_loss=1.0974 classification=0.2281, bbox_regression=0.1939, bbox_ctrness=0.6096
epoch 2/50 iter 640/1860 loss=1.0566 mean_loss=1.0964 classification=0.2324, bbox_regression=0.2140, bbox_ctrness=0.6102
epoch 2/50 iter 660/1860 loss=1.0454 mean_loss=1.0951 classification=0.1984, bbox_regression=0.2171, bbox_ctrness=0.6299
epoch 2/50 iter 680/1860 loss=1.1201 mean_loss=1.0950 classification=0.2670, bbox_regression=0.2488, bbox_ctrness=0.6043
epoch 2/50 iter 700/1860 loss=1.0439 mean_loss=1.0947 classification=0.2086, bbox_regression=0.2240, bbox_ctrness=0.6112
epoch 2/50 iter 720/1860 loss=1.0272 mean_loss=1.0943 classification=0.2016, bbox_regression=0.2097, bbox_ctrness=0.6159
epoch 2/50 iter 740/1860 loss=1.2157 mean_loss=1.0956 classification=0.2916, bbox_regression=0.2946, bbox_ctrness=0.6295
epoch 2/50 iter 760/1860 loss=1.0955 mean_loss=1.0945 classification=0.3035, bbox_regression=0.1934, bbox_ctrness=0.5986
epoch 2/50 iter 780/1860 loss=1.0145 mean_loss=1.0938 classification=0.1879, bbox_regression=0.2193, bbox_ctrness=0.6074
epoch 2/50 iter 800/1860 loss=0.9214 mean_loss=1.0914 classification=0.1472, bbox_regression=0.1708, bbox_ctrness=0.6034
epoch 2/50 iter 820/1860 loss=1.0472 mean_loss=1.0903 classification=0.2405, bbox_regression=0.1993, bbox_ctrness=0.6073
epoch 2/50 iter 840/1860 loss=1.0258 mean_loss=1.0891 classification=0.2232, bbox_regression=0.1869, bbox_ctrness=0.6157
epoch 2/50 iter 860/1860 loss=1.0657 mean_loss=1.0885 classification=0.1913, bbox_regression=0.2382, bbox_ctrness=0.6362
epoch 2/50 iter 880/1860 loss=1.0469 mean_loss=1.0874 classification=0.2391, bbox_regression=0.2011, bbox_ctrness=0.6067
epoch 2/50 iter 900/1860 loss=1.1336 mean_loss=1.0868 classification=0.2846, bbox_regression=0.2461, bbox_ctrness=0.6029
epoch 2/50 iter 920/1860 loss=1.0330 mean_loss=1.0872 classification=0.2054, bbox_regression=0.2147, bbox_ctrness=0.6129
epoch 2/50 iter 940/1860 loss=0.9235 mean_loss=1.0863 classification=0.1288, bbox_regression=0.1693, bbox_ctrness=0.6254
epoch 2/50 iter 960/1860 loss=0.9605 mean_loss=1.0867 classification=0.1910, bbox_regression=0.1530, bbox_ctrness=0.6165
epoch 2/50 iter 980/1860 loss=1.4949 mean_loss=1.0867 classification=0.4957, bbox_regression=0.3612, bbox_ctrness=0.6380
epoch 2/50 iter 1000/1860 loss=1.0018 mean_loss=1.0866 classification=0.1975, bbox_regression=0.2046, bbox_ctrness=0.5997
epoch 2/50 iter 1020/1860 loss=1.0868 mean_loss=1.0868 classification=0.2567, bbox_regression=0.2123, bbox_ctrness=0.6178
epoch 2/50 iter 1040/1860 loss=0.9336 mean_loss=1.0854 classification=0.1292, bbox_regression=0.1750, bbox_ctrness=0.6295
epoch 2/50 iter 1060/1860 loss=0.9511 mean_loss=1.0839 classification=0.1539, bbox_regression=0.1797, bbox_ctrness=0.6176
