run_id,model_group,model,seed,modality_dropout,train_complete,validation_epochs,best_epoch_by_train_val_ap50,precision,recall,f1,ap50,ap75,gt_boxes,predictions,mean_confidence,fps,detector_score_thr,metric_score_thr,nms_thresh,detections_per_img,checkpoint_sha256,best_checkpoint_sha256,split_sha256
matched_early_seed1,matched_early,early,1,0.00,True,50,4,0.8601094655505473,0.9106868927901823,0.8846758837652123,0.9429527521133423,0.79441237449646,5867,6212,0.726724979939648,11.765319565418967,0.001,0.5,0.6,100,60a338ed887c15d94d3f274df39684c1dc6de68f9f29ba13f9f9cb4d6fbcd804,60a338ed887c15d94d3f274df39684c1dc6de68f9f29ba13f9f9cb4d6fbcd804,722efc6f74a7615aa70fad30275e9e617b3a1866bbc63eadbebce60a9a23fe8f
reliability_p015_seed1,reliability_p015,reliability,1,0.15,True,50,8,0.8778798131142259,0.9287540480654508,0.9026006294517146,0.9556866884231567,0.877982497215271,5867,6207,0.7702621850910558,11.901965442727661,0.001,0.5,0.6,100,a59366dd0687754577d23d3e21358127199345d4ebf3a55a06472b933b57813d,a59366dd0687754577d23d3e21358127199345d4ebf3a55a06472b933b57813d,722efc6f74a7615aa70fad30275e9e617b3a1866bbc63eadbebce60a9a23fe8f
