variant,step,original_row_id,target_box_count,valid_target_count,matched_anchor_count,loss_total,loss_classifier,loss_box_reg,loss_centerness,learning_rate,global_gradient_norm,bbox_weight_gradient_norm,bbox_bias_gradient_norm,bbox_gradient_nonzero_fraction,bbox_bias_0,bbox_bias_1,bbox_bias_2,bbox_bias_3,finite,cuda_allocated_bytes,cuda_reserved_bytes,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,step_time_sec
v57_equal_control_instrumented,13,train:00016029,2,2,0,0.2049703598022461,0.2049703598022461,0.0,0.0,0.0001,15.821740287400635,0.0,0.0,0.0,0.0,-0.00040484455530531704,0.0,-0.00033658757456578314,True,244773376,513802240,0.04263329999999854,0.04573440000000062,0.0505242999999993,0.16071190000000257,0.3018039999999971
v57_equal_control_instrumented,14,train:00019870,3,3,5,2.5529212951660156,0.8483293652534485,1.0,0.7045918703079224,0.0001,9.94296207153866,0.0,0.0,0.0,0.0,-0.00041858453187160194,0.0,-0.00035353354178369045,True,244773376,513802240,0.04533649999999767,0.04373149999999981,0.04966699999999946,0.15906209999999987,0.29876629999999693
v57_equal_control_instrumented,15,train:00024793,3,3,1,2.5787770748138428,0.8709379434585571,1.0,0.7078391909599304,0.0001,25.288425956894827,0.0,0.0,0.0,0.0,-0.00043101891060359776,0.0,-0.0003688692522700876,True,244773376,513802240,0.045378900000002886,0.052060500000003174,0.048375499999998794,0.1738798000000017,0.3220635999999999
v57_equal_control_instrumented,16,train:00024693,3,3,1,2.7674098014831543,1.0237717628479004,1.0,0.7436379790306091,0.0001,16.414864764015416,0.0,0.0,0.0,0.0,-0.00044228759361431,0.0,-0.000382767291739583,True,244773376,513802240,0.038368900000001815,0.05030990000000202,0.05228719999999498,0.1721789000000058,0.31416550000000143
v57_equal_control_instrumented,17,train:00034122,2,2,1,2.6413609981536865,0.946089506149292,1.0,0.6952714920043945,0.0001,17.522130971205637,0.0,0.0,0.0,0.0,-0.0004525116237346083,0.0,-0.00039537690463475883,True,244773376,513802240,0.044763799999998355,0.05042320000000444,0.06064819999999571,0.19479079999999982,0.35161250000000166
v57_equal_control_instrumented,18,train:00012078,3,3,1,2.703570604324341,1.0064949989318848,1.0,0.697075605392456,0.0001,8.374804543207455,0.0,0.0,0.0,0.0,-0.0004617965314537287,0.0,-0.00040682830149307847,True,244773376,513802240,0.0374030999999988,0.05078720000000203,0.06632040000000217,0.20232079999999542,0.3578568999999945
v57_equal_control_instrumented,19,train:00030696,3,3,1,2.6694159507751465,0.9641403555870056,1.0,0.7052755951881409,0.0001,22.299779535977013,0.0,0.0,0.0,0.0,-0.0004702350706793368,0.0,-0.00041723583126440644,True,244773376,513802240,0.034525200000004475,0.05801259999999786,0.06527179999999788,0.1839263000000031,0.3426568000000003
v57_equal_control_instrumented,20,train:00013586,2,2,0,0.08984989672899246,0.08984989672899246,0.0,0.0,0.0001,5.972575868491835,0.0,0.0,0.0,0.0,-0.00047790913959033787,0.0,-0.0004267005424480885,True,244773376,513802240,0.04594929999999664,0.04938519999999613,0.05928930000000321,0.16038449999999926,0.31523500000000126
v57_equal_control_instrumented,21,train:00034932,1,1,2,2.513991355895996,0.9067599177360535,1.0,0.6072313189506531,0.0001,13.718174027002348,0.0,0.0,0.0,0.0,-0.0004848915268667042,0.0,-0.0004353121330495924,True,302686720,580911104,4.036628299999997,0.05600419999999673,0.060318000000002314,0.16422000000000025,0.33331030000000084
v57_equal_control_instrumented,22,train:00006464,3,3,9,2.5387938022613525,0.8479776978492737,1.0,0.6908161044120789,0.0001,14.130592730508283,0.0,0.0,0.0,0.0,-0.000491247046738863,0.0,-0.000443150638602674,True,302146048,580911104,0.048617199999995364,0.047985099999998226,0.06259020000000248,0.17551699999999926,0.3358126000000041
v57_equal_control_instrumented,23,train:00009701,3,3,1,2.646328926086426,0.9792705774307251,1.0,0.6670584082603455,0.0001,20.520350428193492,0.0,0.0,0.0,0.0,-0.0004970338777638972,0.0,-0.00045028768363408744,True,302146048,580911104,0.04522310000000118,0.04912230000000051,0.055077500000003,0.1663128999999941,0.31666669999999897
v57_equal_control_instrumented,24,train:00011236,3,3,1,2.5323541164398193,0.8710511922836304,1.0,0.6613028645515442,0.0001,18.38362468598187,0.0,0.0,0.0,0.0,-0.0005023041157983243,0.0,-0.0004567876167129725,True,302146048,580911104,0.043088400000002025,0.04389779999999632,0.053652900000003,0.1607857999999993,0.3035605999999973
v57_equal_control_instrumented,25,train:00003532,3,3,0,0.07547815144062042,0.07547815144062042,0.0,0.0,0.0001,4.8741282157620525,0.0,0.0,0.0,0.0,-0.0005071047344245017,0.0,-0.0004627083835657686,True,302146048,580911104,0.054880600000004165,0.04217719999999758,0.04707210000000117,0.18302419999999842,0.3279564999999991
v57_equal_control_instrumented,26,train:00015144,3,3,1,2.6853296756744385,0.9568803310394287,1.0,0.7284493446350098,0.0001,26.445317304011404,0.0,0.0,0.0,0.0,-0.0005114781088195741,0.0,-0.0004681022255681455,True,302146048,580911104,0.04281089999999921,0.047112499999997226,0.054553599999998426,0.15915300000000343,0.305269200000005
v57_equal_control_instrumented,27,train:00033916,2,2,1,2.579267978668213,0.8642587065696716,1.0,0.7150092720985413,0.0001,15.492997600686632,0.0,0.0,0.0,0.0,-0.0005154626560397446,0.0,-0.0004730164655484259,True,302146048,580911104,0.05371489999999568,0.04313309999999859,0.052214499999998054,0.1498664000000005,0.29981329999999673
v57_equal_control_instrumented,28,train:00024238,2,2,2,2.666992664337158,0.929122805595398,1.0,0.7378697395324707,0.0001,15.274776094632937,0.0,0.0,0.0,0.0,-0.0005190930096432567,0.0,-0.0004774939443450421,True,302146048,580911104,0.045794200000003116,0.03907459999999929,0.05047079999999937,0.15722530000000035,0.2933074999999974
v57_equal_control_instrumented,29,train:00012123,2,2,0,0.08390997350215912,0.08390997350215912,0.0,0.0,0.0001,5.826451699988869,0.0,0.0,0.0,0.0,-0.0005224007763899863,0.0,-0.0004815734864678234,True,302146048,580911104,0.02887280000000203,0.04029080000000107,0.04888249999999772,0.1532453000000018,0.27199670000000253
v57_equal_control_instrumented,30,train:00021003,2,2,0,0.1003202348947525,0.1003202348947525,0.0,0.0,0.0001,8.291552664987424,0.0,0.0,0.0,0.0,-0.000525414478033781,0.0,-0.0004852904239669442,True,302146048,580911104,0.02840580000000159,0.042165799999999365,0.05257050000000163,0.15191619999999517,0.275812099999996
v57_equal_control_instrumented,31,train:00033033,3,3,4,2.5462372303009033,0.8393284678459167,1.0,0.7069087028503418,0.0001,11.64115639995313,0.0,0.0,0.0,0.0,-0.0005281601916067302,0.0,-0.0004886768292635679,True,302146048,580911104,0.053295300000002044,0.04535180000000594,0.047861699999998564,0.16357469999999807,0.3124287999999993
v57_equal_control_instrumented,32,train:00034896,1,1,2,2.566011428833008,0.8699297308921814,1.0,0.6960816383361816,0.0001,21.595549613904293,0.0,0.0,0.0,0.0,-0.0005306616076268256,0.0,-0.0004917618934996426,True,302146048,580911104,0.0462592000000015,0.04279329999999959,0.050891599999999926,0.14879950000000264,0.2904415
v57_equal_control_instrumented,33,train:00021613,1,1,1,2.577751636505127,0.9022958278656006,1.0,0.6754557490348816,0.0001,17.922719066073963,0.0,0.0,0.0,0.0,-0.0005329402629286051,0.0,-0.0004945722175762057,True,302146048,580911104,0.04984100000000069,0.0427244999999985,0.048721600000000365,0.15374570000000176,0.29611810000000105
v57_equal_control_instrumented,34,train:00002612,3,3,0,0.08548033237457275,0.08548033237457275,0.0,0.0,0.0001,6.310843450564299,0.0,0.0,0.0,0.0,-0.0005350157734937966,0.0,-0.0004971320158801973,True,302146048,580911104,0.04180310000000276,0.04486049999999864,0.04814689999999899,0.1586440999999965,0.2954877999999965
v57_equal_control_instrumented,35,train:00021058,1,1,4,2.4447035789489746,0.7872569561004639,1.0,0.6574466824531555,0.0001,24.295610424553768,0.0,0.0,0.0,0.0,-0.0005369060672819614,0.0,-0.0004994634073227644,True,302146048,580911104,0.053182599999999525,0.04375819999999919,0.050888600000000395,0.16000890000000112,0.3087088999999992
v57_equal_control_instrumented,36,train:00009691,2,2,1,2.733510971069336,1.029257893562317,1.0,0.7042531967163086,0.0001,17.753673169007584,0.0,0.0,0.0,0.0,-0.0005386275006458163,0.0,-0.0005015864735469222,True,302146048,580911104,0.03826999999999714,0.042109299999999905,0.04977410000000049,0.16167060000000077,0.2926665000000028
v57_equal_control_instrumented,37,train:00010486,2,2,2,2.5260848999023438,0.8700634837150574,1.0,0.656021237373352,0.0001,29.552031739492367,0.0,0.0,0.0,0.0,-0.0005401949165388942,0.0,-0.0005035196663811803,True,302146048,580911104,0.04448539999999923,0.04543840000000188,0.05526139999999913,0.15451900000000052,0.30081619999999987
v57_equal_control_instrumented,38,train:00034891,1,1,2,2.6805152893066406,1.0579750537872314,1.0,0.6225401759147644,0.0001,16.946208003923704,0.0,0.0,0.0,0.0,-0.0005416219355538487,0.0,-0.0005052796914242208,True,302146048,580911104,0.0414203999999998,0.04135430000000184,0.051017199999996876,0.1561134000000024,0.29074310000000025
v57_equal_control_instrumented,39,train:00029227,3,3,1,2.6755971908569336,0.9341202974319458,1.0,0.7414768934249878,0.0001,25.167558549542353,0.0,0.0,0.0,0.0,-0.0005429209559224546,0.0,-0.000506881857290864,True,302146048,580911104,0.07058690000000212,0.04559679999999844,0.04806090000000296,0.1544971000000004,0.32136870000000073
v57_equal_control_instrumented,40,train:00002357,3,3,2,2.501518726348877,0.8523542881011963,1.0,0.6491644978523254,0.0001,28.25086452891074,0.0,0.0,0.0,0.0,-0.0005441033281385899,0.0,-0.0005083400756120682,True,302146048,580911104,0.02951699999999846,0.040767600000002346,0.04862059999999957,0.17711440000000067,0.2968096000000031
v57_equal_control_instrumented,41,train:00022853,2,2,1,2.5095958709716797,0.7802656888961792,1.0,0.7293300628662109,0.0001,17.186167079904628,0.0,0.0,0.0,0.0,-0.0005451792967505753,0.0,-0.0005096671520732343,True,302146048,580911104,0.04479159999999638,0.04104140000000456,0.05400179999999466,0.16186130000000531,0.30263580000000445
v57_equal_control_instrumented,42,train:00003644,3,3,2,2.6165664196014404,0.8377848863601685,1.0,0.778781533241272,0.0001,12.266436347470158,0.0,0.0,0.0,0.0,-0.0005461583496071398,0.0,-0.0005108746699988842,True,302146048,580911104,0.04292499999999677,0.04158770000000089,0.04887319999999562,0.15905790000000053,0.29336219999999713
v57_equal_control_instrumented,43,train:00009651,3,3,8,2.6013543605804443,0.8026385307312012,1.0,0.7987158298492432,0.0001,18.180640663226317,0.0,0.0,0.0,0.0,-0.0005470491014420986,0.0,-0.0005119732231833041,True,302146048,580911104,0.04240440000000234,0.042212700000000325,0.04836199999999735,0.16283930000000169,0.2980164999999957
v57_equal_control_instrumented,44,train:00033321,3,3,1,2.568650960922241,0.860031247138977,1.0,0.7086196541786194,0.0001,15.21509249770053,0.0,0.0,0.0,0.0,-0.0005478593520820141,0.0,-0.0005129725323058665,True,302146048,580911104,0.050100200000002815,0.04161330000000163,0.051929299999997625,0.1775189000000026,0.32365250000000145
v57_equal_control_instrumented,45,train:00031613,3,3,0,0.17058300971984863,0.17058300971984863,0.0,0.0,0.0001,15.60980980892632,0.0,0.0,0.0,0.0,-0.0005485962610691786,0.0,-0.0005138813867233694,True,302146048,580911104,0.05031919999999701,0.0481915000000015,0.05083169999999626,0.16798730000000006,0.3192967999999965
v57_equal_control_instrumented,46,train:00010234,3,3,3,2.721579074859619,1.0444544553756714,1.0,0.6771246194839478,0.0001,21.71950638439532,0.0,0.0,0.0,0.0,-0.0005492664058692753,0.0,-0.0005147078773006797,True,302146048,580911104,0.03668710000000175,0.041253799999999785,0.04951870000000014,0.1511166000000017,0.2805372999999989
v57_equal_control_instrumented,47,train:00024453,3,3,0,0.20893672108650208,0.20893672108650208,0.0,0.0,0.0001,39.14079344964124,0.0,0.0,0.0,0.0,-0.0005498757236637175,0.0,-0.0005154593382030725,True,302146048,580911104,0.04538480000000078,0.041479400000000055,0.047240700000003244,0.1568837999999957,0.291897800000001
v57_equal_control_instrumented,48,train:00018203,1,1,1,2.830099582672119,1.0972235202789307,1.0,0.7328760623931885,0.0001,23.405163208369803,0.0,0.0,0.0,0.0,-0.0005504296277649701,0.0,-0.0005161425215192139,True,302146048,580911104,0.04402600000000234,0.044343800000000044,0.049056500000006054,0.15602469999999613,0.2945601999999994
v57_equal_control_instrumented,49,train:00010521,2,2,4,2.483095645904541,0.8350103497505188,1.0,0.6480852365493774,0.0001,20.625146550960917,0.0,0.0,0.0,0.0,-0.0005509331240318716,0.0,-0.0005167635390534997,True,302146048,580911104,0.032346199999999214,0.043776100000002316,0.05050250000000034,0.1544066000000015,0.28090690000000507
v57_equal_control_instrumented,50,train:00034733,2,2,4,2.5763931274414062,0.8871039152145386,1.0,0.6892893314361572,0.0001,8.667233096374607,0.0,0.0,0.0,0.0,-0.0005513907526619732,0.0,-0.0005173279205337167,True,302146048,580911104,0.0479668999999987,0.045241300000000706,0.04907190000000128,0.14972809999999726,0.293764699999997
v57_equal_control_instrumented,51,train:00012739,3,3,0,0.06979823112487793,0.06979823112487793,0.0,0.0,0.0001,5.399108643747538,0.0,0.0,0.0,0.0,-0.000551806588191539,0.0,-0.0005178407882340252,True,360632832,645922816,5.260309300000003,0.04855440000000044,0.05290129999999493,0.1868582000000032,0.326228399999998
v57_equal_control_instrumented,52,train:00004626,3,3,0,0.06175695359706879,0.06175695359706879,0.0,0.0,0.0001,4.492205153603449,0.0,0.0,0.0,0.0,-0.0005521844141185284,0.0,-0.0005183067987672985,True,360600064,645922816,0.05191779999999824,0.0724254000000002,0.06707469999999915,0.18826039999999722,0.38200789999999785
v57_equal_control_instrumented,53,train:00021563,1,1,0,0.06974673271179199,0.06974673271179199,0.0,0.0,0.0001,6.600070825771191,0.0,0.0,0.0,0.0,-0.0005525276646949351,0.0,-0.0005187301430851221,True,360632832,645922816,0.03323540000000236,0.052326999999998236,0.04938349999999758,0.15874210000000488,0.29561810000000577
v57_equal_control_instrumented,54,train:00008212,2,2,0,0.05423659831285477,0.05423659831285477,0.0,0.0,0.0001,3.993071878088305,0.0,0.0,0.0,0.0,-0.0005528394249267876,0.0,-0.0005191146628931165,True,360600064,645922816,0.04867349999999959,0.0426581999999982,0.0509399999999971,0.1799312999999998,0.3232021999999972
v57_equal_control_instrumented,55,train:00002126,1,1,2,2.669025421142578,0.9776217341423035,1.0,0.6914035081863403,0.0001,15.134754674121966,0.0,0.0,0.0,0.0,-0.0005531226051971316,0.0,-0.0005194639088585973,True,360632832,645922816,0.042814200000002245,0.04889509999999575,0.06066700000000225,0.21515649999999908,0.36837779999999753
v57_equal_control_instrumented,56,train:00018310,1,1,0,0.04306654632091522,0.04306654632091522,0.0,0.0,0.0001,3.080393628909426,0.0,0.0,0.0,0.0,-0.0005533797666430473,0.0,-0.0005197810241952538,True,360600064,645922816,0.055167799999999545,0.07048389999999927,0.09495340000000141,0.24249379999999832,0.4648813999999959
v57_equal_control_instrumented,57,train:00027448,2,2,2,2.662987232208252,0.9696557521820068,1.0,0.6933315992355347,0.0001,12.667837816742713,0.0,0.0,0.0,0.0,-0.0005536132375709713,0.0,-0.0005200689774937928,True,360632832,645922816,0.05849010000000021,0.07756410000000358,0.09344660000000005,0.23957120000000032,0.47153300000000087
v57_equal_control_instrumented,58,train:00021448,1,1,3,2.556183099746704,0.8901709318161011,1.0,0.6660122275352478,0.0001,16.70942106575519,0.0,0.0,0.0,0.0,-0.0005538252298720181,0.0,-0.0005203303880989552,True,360600064,645922816,0.06100930000000204,0.07756020000000063,0.09018669999999673,0.2329396000000017,0.4632114999999999
v57_equal_control_instrumented,59,train:00035019,1,1,2,2.6369590759277344,0.9349951148033142,1.0,0.7019637823104858,0.0001,10.511558057438616,0.0,0.0,0.0,0.0,-0.000554017664398998,0.0,-0.0005205677007324994,True,360632832,645922816,0.09051139999999691,0.07280830000000549,0.08651999999999305,0.23787090000000433,0.48869729999999834
v57_equal_control_instrumented,60,train:00011810,3,3,4,2.6764016151428223,0.9646771550178528,1.0,0.7117244005203247,0.0001,6.857795159584769,0.0,0.0,0.0,0.0,-0.0005541922873817384,0.0,-0.0005207830690778792,True,360600064,645922816,0.038591699999997786,0.07497419999999977,0.09650590000000392,0.22435600000000022,0.436134200000005
v57_equal_control_instrumented,61,train:00000730,3,3,3,2.6298880577087402,0.93260258436203,1.0,0.697285532951355,0.0001,10.738407792908461,0.0,0.0,0.0,0.0,-0.0005543507868424058,0.0,-0.0005209785304032266,True,360632832,645922816,0.049743799999994565,0.07186879999999718,0.08189829999999887,0.23753099999999705,0.443216299999996
v57_equal_control_instrumented,62,train:00029834,3,3,2,2.655745029449463,0.9487229585647583,1.0,0.7070220112800598,0.0001,11.853404784434247,0.0,0.0,0.0,0.0,-0.000554494617972523,0.0,-0.00052115588914603,True,360600064,645922816,0.061703100000002564,0.06805870000000169,0.0852928999999989,0.2278669000000022,0.4437382999999997
v57_equal_control_instrumented,63,train:00033969,2,2,2,2.6294422149658203,0.9168186783790588,1.0,0.7126235961914062,0.0001,10.890296815529055,0.0,0.0,0.0,0.0,-0.000554625119548291,0.0,-0.0005213168333284557,True,360632832,645922816,0.05312139999999488,0.069849099999999,0.08924070000000484,0.22669799999999896,0.44021299999999997
v57_equal_control_instrumented,64,train:00015021,3,3,1,2.635310649871826,0.9292094111442566,1.0,0.7061012983322144,0.0001,7.728636884008388,0.0,0.0,0.0,0.0,-0.000554743513930589,0.0,-0.0005214628181420267,True,360600064,645922816,0.0643560999999977,0.07000639999999692,0.08284740000000568,0.24236429999999132,0.4605425999999966
v57_equal_control_instrumented,65,train:00026578,2,2,1,2.6383185386657715,0.9451150894165039,1.0,0.6932035684585571,0.0001,7.746858958284231,0.0,0.0,0.0,0.0,-0.0005548509070649743,0.0,-0.0005215952405706048,True,360632832,645922816,0.06673779999999851,0.07107860000000699,0.08047340000000247,0.22500059999998712,0.4452315999999996
v57_equal_control_instrumented,66,train:00002642,3,3,0,0.0646868646144867,0.0646868646144867,0.0,0.0,0.0001,4.748120790400438,0.0,0.0,0.0,0.0,-0.0005549482884816825,0.0,-0.0005217153811827302,True,360600064,645922816,0.048214900000004945,0.0838813000000016,0.08150429999999176,0.23954559999999958,0.4548062999999871
v57_equal_control_instrumented,67,train:00030239,3,3,1,2.5793843269348145,0.8849680423736572,1.0,0.6944162845611572,0.0001,9.306942621325966,0.0,0.0,0.0,0.0,-0.0005550366477109492,0.0,-0.0005218243459239602,True,360632832,645922816,0.0859115000000088,0.0931506000000013,0.08993839999999409,0.2404507000000109,0.5114681000000019
v57_equal_control_instrumented,68,train:00003223,2,2,2,2.541248321533203,0.8920510411262512,1.0,0.6491973400115967,0.0001,18.61483064571612,0.0,0.0,0.0,0.0,-0.0005551167414523661,0.0,-0.0005219231243245304,True,360600064,645922816,0.0510955000000024,0.0760589000000067,0.0934522999999956,0.23210190000000352,0.4539106000000004
v57_equal_control_instrumented,69,train:00003188,2,2,1,2.552891731262207,0.9325254559516907,1.0,0.6203662157058716,0.0001,16.697592940219348,0.0,0.0,0.0,0.0,-0.0005551893846131861,0.0,-0.0005220127059146762,True,360632832,645922816,0.04140719999999476,0.06617989999999452,0.07757309999999507,0.24880530000000078,0.4354007000000024
v57_equal_control_instrumented,70,train:00005130,1,1,1,2.7075304985046387,0.8854237794876099,1.0,0.822106659412384,0.0001,25.955819611389007,0.0,0.0,0.0,0.0,-0.0005552552174776793,0.0,-0.0005220939638093114,True,360600064,645922816,0.06456950000000461,0.07674920000000895,0.08257050000000277,0.2250619999999941,0.45097789999999804
v57_equal_control_instrumented,71,train:00024743,3,3,1,2.5717854499816895,0.894104540348053,1.0,0.6776810884475708,0.0001,8.612790782661829,0.0,0.0,0.0,0.0,-0.0005553149385377765,0.0,-0.0005221675965003669,True,360632832,645922816,0.04604469999999594,0.05933120000000258,0.08063759999998865,0.2099076000000082,0.3979178000000019
v57_equal_control_instrumented,72,train:00017499,1,1,0,0.11302639544010162,0.11302639544010162,0.0,0.0,0.0001,8.857044784686543,0.0,0.0,0.0,0.0,-0.000555369071662426,0.0,-0.0005222343606874347,True,360600064,645922816,0.05135649999999714,0.057244799999992324,0.0719366000000008,0.2181683000000021,0.3995127000000025
v57_equal_control_instrumented,73,train:00013309,1,1,0,0.10970695316791534,0.10970695316791534,0.0,0.0,0.0001,8.495551471861182,0.0,0.0,0.0,0.0,-0.000555418140720576,0.0,-0.0005222948966547847,True,360632832,645922816,0.05065550000000485,0.06041639999999404,0.06782010000000582,0.17394059999999456,0.3548219000000046
v57_equal_control_instrumented,74,train:00003569,3,3,2,2.480820894241333,0.8128276467323303,1.0,0.6679933071136475,0.0001,14.102026576476321,0.0,0.0,0.0,0.0,-0.0005554626113735139,0.0,-0.0005223497282713652,True,360600064,645922816,0.026788999999993734,0.040827600000000075,0.050247100000007094,0.1580189999999959,0.2755329999999958
v57_equal_control_instrumented,75,train:00025628,2,2,0,0.14275233447551727,0.14275233447551727,0.0,0.0,0.0001,13.034838523564506,0.0,0.0,0.0,0.0,-0.0005555028910748661,0.0,-0.0005223994376137853,True,360632832,645922816,0.04353260000000603,0.04607230000000584,0.048295400000000654,0.1576234999999997,0.2975460000000112
v57_equal_control_instrumented,76,train:00012602,2,2,0,0.10821457207202911,0.10821457207202911,0.0,0.0,0.0001,8.488583083061073,0.0,0.0,0.0,0.0,-0.0005555393872782588,0.0,-0.0005224444903433323,True,360600064,645922816,0.048588699999996265,0.041346300000000724,0.049243000000004145,0.16527109999999823,0.3053953000000007
v57_equal_control_instrumented,77,train:00023818,1,1,0,0.11581685394048691,0.11581685394048691,0.0,0.0,0.0001,10.17443110580195,0.0,0.0,0.0,0.0,-0.0005555724492296576,0.0,-0.0005224852939136326,True,360632832,645922816,0.027638800000005403,0.04125710000000993,0.05485869999999693,0.17365250000000287,0.2984204000000119
v57_equal_control_instrumented,78,train:00014869,1,1,0,0.09656848013401031,0.09656848013401031,0.0,0.0,0.0001,8.231143826699727,0.0,0.0,0.0,0.0,-0.0005556024261750281,0.0,-0.0005225222557783127,True,360600064,645922816,0.04649949999999592,0.05631890000000794,0.0604694999999964,0.18929420000000619,0.3539870000000036
v57_equal_control_instrumented,79,train:00034544,3,3,4,2.5726895332336426,0.8671813011169434,1.0,0.7055082321166992,0.0001,9.706012668648967,0.0,0.0,0.0,0.0,-0.0005556296091526747,0.0,-0.0005225557251833379,True,360632832,645922816,0.047611699999990265,0.058706099999994876,0.06898770000000809,0.19178819999999064,0.3682901999999899
v57_equal_control_instrumented,80,train:00023243,3,3,1,2.5585103034973145,0.8819185495376587,1.0,0.6765916347503662,0.0001,6.799775353951379,0.0,0.0,0.0,0.0,-0.0005556542309932411,0.0,-0.0005225860513746738,True,360600064,645922816,0.04896170000000666,0.053244800000001646,0.05442669999999339,0.16390440000000694,0.32270900000000324
v57_equal_control_instrumented,81,train:00004074,3,3,0,0.06333943456411362,0.06333943456411362,0.0,0.0,0.0001,4.636516823634935,0.0,0.0,0.0,0.0,-0.0005556765245273709,0.0,-0.000522613525390625,True,360632832,645922816,0.04290359999998827,0.048255300000008106,0.06654709999999397,0.16118249999999534,0.31980000000000075
