resample_index,matched_early_ap50,reliability_p015_ap50,diff_reliability_minus_early_ap50,matched_early_ap75,reliability_p015_ap75,diff_reliability_minus_early_ap75,matched_early_f1,reliability_p015_f1,diff_reliability_minus_early_f1
452,0.9388328300205456,0.9571472199629909,0.018314389942445275,0.8142528850776793,0.8728062123993638,0.0585533273216845,0.8946411522224504,0.9123396005169331,0.017698448294482638
453,0.9437293010846879,0.9607887490357686,0.01705944795108072,0.8281786694008479,0.883504009681697,0.05532534028084901,0.8935143789512238,0.9159022474721781,0.022387868520954313
454,0.9425294635580316,0.9585825915739205,0.016053128015888873,0.8301320849411254,0.8818315812299341,0.051699496288808655,0.8970708732032068,0.9144245107084401,0.017353637505233332
455,0.9389771437480601,0.9574140830279062,0.018436939279846132,0.818351225464357,0.8751636220425615,0.05681239657820447,0.8913070819854783,0.9121082605238262,0.020801178538347953
456,0.9374031491339956,0.9573028364668782,0.01989968733288261,0.8126673700598924,0.8677607442031912,0.055093374143298735,0.8902958182856764,0.9101438565661313,0.019848038280454894
457,0.9424911373156077,0.9595440065832377,0.017052869267629944,0.8254730290806083,0.8757233387291523,0.050250309648544045,0.8957947662790549,0.9153005358916008,0.01950576961254591
458,0.9408424709218978,0.9584824165851032,0.01763994566320548,0.8149699273838227,0.8704149539797739,0.055445026595951186,0.8932647245815799,0.913008863734295,0.019744139152715112
459,0.9427020832187083,0.9577559160506447,0.015053832831936398,0.8211235436087501,0.881968382242531,0.060844838633780984,0.8971912431787571,0.9151109616605395,0.01791971848178242
460,0.9404714068141076,0.9597570699748341,0.01928566316072655,0.8127549069144218,0.8705989543874074,0.05784404747298566,0.8923377537375803,0.911968540908832,0.019630787171251662
461,0.9419895523719923,0.9588988746484564,0.016909322276464023,0.8192121288501367,0.8720011851444724,0.05278905629433572,0.8956242879542187,0.9114846820052332,0.01586039405101458
462,0.947067647296908,0.9619564494259004,0.014888802128992462,0.8218932662975504,0.8764106910120462,0.05451742471449572,0.9026336615332473,0.9177667017260647,0.01513304019281736
463,0.9332874947243712,0.9537513298151302,0.020463835090758997,0.8160762787032564,0.872220936000708,0.05614465729745166,0.8857463733291793,0.907273911820542,0.021527538491362685
464,0.9362081367071333,0.9548803811511709,0.01867224444403759,0.8118498957109628,0.8711543001416951,0.05930440443073237,0.8897990407616669,0.9096451741883892,0.019846133426722257
465,0.940444003413571,0.9584537695354931,0.018009766121922066,0.8194873767361351,0.8760287326002005,0.05654135586406539,0.8905655184768422,0.9090560242614825,0.018490505784640288
466,0.9438143259834655,0.960757973966823,0.016943647983357568,0.8245341424768461,0.8797569506493046,0.055222808172458504,0.8967938514713325,0.9181805350009697,0.02138668352963724
467,0.941822312826862,0.9602442785136285,0.01842196568676646,0.817386370449894,0.877701131674486,0.060314761224592006,0.8945856746673206,0.9150882397996793,0.020502565132358708
468,0.9378270420684847,0.9571791466465307,0.019352104578046037,0.8167619167830181,0.8712337598975967,0.05447184311457853,0.8905035838795858,0.9106034588865667,0.02009987500698085
469,0.940585766918074,0.9593054770370991,0.018719710119025068,0.8251828693373383,0.8819965567059973,0.056813687368658994,0.8944027373182901,0.9145695640496561,0.02016682673136594
470,0.9417528069702504,0.9571377998267409,0.01538499285649042,0.8157507643694731,0.8771715509629477,0.06142078659347461,0.897714682137118,0.9141764822680194,0.01646180013090137
