START train/ra_static_equal_seed0 2026-07-10T23:10:49+08:00
COMMAND C:\Users\xinnan\.conda\envs\pytorch\python.exe E:\RepViT-main\rarepdet\train_early_fusion.py --model ra_static_equal --data D:\download\triair --train-split E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_train.txt --val-split E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_val.txt --epochs 50 --batch-size 4 --img-size 640 --device cuda --lr 1e-4 --num-workers 0 --modality-dropout 0.00 --seed 0 --out E:\RepViT-main\runs\v48_complete_ablation\training\ra_static_equal_seed0
Using device: cuda
requested_seed: 0
deterministic_algorithms: warn_only
cudnn_deterministic: True
cudnn_benchmark: False
=== TriAirDataset Summary ===
data_root: D:\download\triair
image_dir: D:\download\triair\data\images
label_dir: D:\download\triair\data\labels
split_file: E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_train.txt
mode: rgbte
channels: (0, 1, 2, 3, 4)
total images: 7439
images with label txt: 7011
images without label txt: 428
empty label txt files: 1
total boxes: 22480
class distribution:
  class 0: 22480
=== TriAirDataset Summary ===
data_root: D:\download\triair
image_dir: D:\download\triair\data\images
label_dir: D:\download\triair\data\labels
split_file: E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_val.txt
mode: rgbte
channels: (0, 1, 2, 3, 4)
total images: 2213
images with label txt: 1971
images without label txt: 242
empty label txt files: 0
total boxes: 5867
class distribution:
  class 0: 5867
train samples: 7439
val samples: 2213
params: 6592458
gflops: skipped (no project-compatible detector GFLOPs helper wired yet)
total train iterations per epoch: 1860
epoch 1/50 iter 1/1860 loss=2.7967 mean_loss=2.7967 classification=1.1382, bbox_regression=0.9982, bbox_ctrness=0.6603
epoch 1/50 iter 20/1860 loss=2.1172 mean_loss=2.7659 classification=0.7360, bbox_regression=0.7368, bbox_ctrness=0.6444
epoch 1/50 iter 40/1860 loss=2.0626 mean_loss=2.4518 classification=0.8227, bbox_regression=0.5583, bbox_ctrness=0.6815
epoch 1/50 iter 60/1860 loss=2.0682 mean_loss=2.3005 classification=0.7738, bbox_regression=0.6521, bbox_ctrness=0.6423
epoch 1/50 iter 80/1860 loss=1.8194 mean_loss=2.2133 classification=0.6930, bbox_regression=0.4623, bbox_ctrness=0.6641
epoch 1/50 iter 100/1860 loss=1.7655 mean_loss=2.1318 classification=0.6127, bbox_regression=0.4877, bbox_ctrness=0.6651
epoch 1/50 iter 120/1860 loss=1.7571 mean_loss=2.0551 classification=0.6434, bbox_regression=0.4730, bbox_ctrness=0.6407
epoch 1/50 iter 140/1860 loss=1.6897 mean_loss=1.9892 classification=0.6072, bbox_regression=0.4436, bbox_ctrness=0.6388
epoch 1/50 iter 160/1860 loss=1.6006 mean_loss=1.9373 classification=0.5284, bbox_regression=0.4237, bbox_ctrness=0.6485
epoch 1/50 iter 180/1860 loss=1.3632 mean_loss=1.8930 classification=0.3601, bbox_regression=0.3486, bbox_ctrness=0.6546
epoch 1/50 iter 200/1860 loss=1.4130 mean_loss=1.8505 classification=0.3588, bbox_regression=0.3882, bbox_ctrness=0.6659
epoch 1/50 iter 220/1860 loss=1.5499 mean_loss=1.8112 classification=0.4406, bbox_regression=0.4478, bbox_ctrness=0.6616
epoch 1/50 iter 240/1860 loss=1.3927 mean_loss=1.7812 classification=0.3597, bbox_regression=0.3968, bbox_ctrness=0.6361
epoch 1/50 iter 260/1860 loss=1.2835 mean_loss=1.7516 classification=0.2976, bbox_regression=0.3615, bbox_ctrness=0.6244
epoch 1/50 iter 280/1860 loss=1.3834 mean_loss=1.7281 classification=0.3816, bbox_regression=0.3871, bbox_ctrness=0.6146
epoch 1/50 iter 300/1860 loss=1.4085 mean_loss=1.7006 classification=0.3816, bbox_regression=0.3897, bbox_ctrness=0.6372
epoch 1/50 iter 320/1860 loss=1.5063 mean_loss=1.6792 classification=0.4368, bbox_regression=0.4133, bbox_ctrness=0.6563
epoch 1/50 iter 340/1860 loss=1.4753 mean_loss=1.6605 classification=0.4072, bbox_regression=0.4123, bbox_ctrness=0.6558
epoch 1/50 iter 360/1860 loss=1.2668 mean_loss=1.6413 classification=0.3092, bbox_regression=0.3313, bbox_ctrness=0.6263
epoch 1/50 iter 380/1860 loss=1.2367 mean_loss=1.6225 classification=0.3487, bbox_regression=0.2593, bbox_ctrness=0.6287
