Mode,Precision,Recall,AP50,AP75,GT boxes,Predictions,Mean Confidence
full,0.028832221163012393,0.9958840961475139,0.9760364294052124,0.9462205171585083,6074,209800,0.14723740668447105
no_rgb,0.028722592945662536,0.9920974646032269,0.941817045211792,0.8285554051399231,6074,209800,0.17372752327283753
no_thermal,0.02661582459485224,0.9193282844912742,0.7577184438705444,0.5233491063117981,6074,209800,0.20736178709238456
no_event,0.02873212583412774,0.9924267369114258,0.9628102779388428,0.9058251976966858,6074,209800,0.18897050569961477
rgb_only,0.0267349857006673,0.9234441883437603,0.7629208564758301,0.5156474709510803,6074,209800,0.20583141752631468
thermal_only,0.02697807435653003,0.9318406322028318,0.752621591091156,0.5923941135406494,6074,209800,0.251010156356196
event_only,0.015071496663489036,0.5205795192624301,0.23152488470077515,0.12583810091018677,6074,209800,0.2670055817259392
