START train/early_moddrop_seed2 2026-07-12T13:14:47+08:00
COMMAND C:\Users\xinnan\.conda\envs\pytorch\python.exe E:\RepViT-main\rarepdet\train_early_fusion.py --model early --data D:\download\triair --train-split E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_train.txt --val-split E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_val.txt --epochs 50 --batch-size 4 --img-size 640 --device cuda --lr 1e-4 --num-workers 0 --modality-dropout 0.15 --seed 2 --out E:\RepViT-main\runs\v48_complete_ablation\training\early_moddrop_seed2
Using device: cuda
requested_seed: 2
deterministic_algorithms: warn_only
cudnn_deterministic: True
cudnn_benchmark: False
=== TriAirDataset Summary ===
data_root: D:\download\triair
image_dir: D:\download\triair\data\images
label_dir: D:\download\triair\data\labels
split_file: E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_train.txt
mode: rgbte
channels: (0, 1, 2, 3, 4)
total images: 7439
images with label txt: 7011
images without label txt: 428
empty label txt files: 1
total boxes: 22480
class distribution:
  class 0: 22480
=== TriAirDataset Summary ===
data_root: D:\download\triair
image_dir: D:\download\triair\data\images
label_dir: D:\download\triair\data\labels
split_file: E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_val.txt
mode: rgbte
channels: (0, 1, 2, 3, 4)
total images: 2213
images with label txt: 1971
images without label txt: 242
empty label txt files: 0
total boxes: 5867
class distribution:
  class 0: 5867
train samples: 7439
val samples: 2213
params: 6591609
gflops: skipped (no project-compatible detector GFLOPs helper wired yet)
total train iterations per epoch: 1860
epoch 1/50 iter 1/1860 loss=2.7139 mean_loss=2.7139 classification=1.0465, bbox_regression=0.9992, bbox_ctrness=0.6682
epoch 1/50 iter 20/1860 loss=1.8780 mean_loss=2.3317 classification=0.6177, bbox_regression=0.6343, bbox_ctrness=0.6259
epoch 1/50 iter 40/1860 loss=1.7892 mean_loss=2.1424 classification=0.6202, bbox_regression=0.5172, bbox_ctrness=0.6517
epoch 1/50 iter 60/1860 loss=1.8451 mean_loss=2.0267 classification=0.5705, bbox_regression=0.6071, bbox_ctrness=0.6674
epoch 1/50 iter 80/1860 loss=1.7859 mean_loss=1.9554 classification=0.6084, bbox_regression=0.5566, bbox_ctrness=0.6209
epoch 1/50 iter 100/1860 loss=1.5985 mean_loss=1.8965 classification=0.4345, bbox_regression=0.4828, bbox_ctrness=0.6812
epoch 1/50 iter 120/1860 loss=1.4480 mean_loss=1.8465 classification=0.3715, bbox_regression=0.4192, bbox_ctrness=0.6573
epoch 1/50 iter 140/1860 loss=1.6138 mean_loss=1.8093 classification=0.4199, bbox_regression=0.5101, bbox_ctrness=0.6838
epoch 1/50 iter 160/1860 loss=1.4777 mean_loss=1.7759 classification=0.4058, bbox_regression=0.4305, bbox_ctrness=0.6414
epoch 1/50 iter 180/1860 loss=1.5663 mean_loss=1.7541 classification=0.4506, bbox_regression=0.4567, bbox_ctrness=0.6590
epoch 1/50 iter 200/1860 loss=1.4647 mean_loss=1.7265 classification=0.4439, bbox_regression=0.3905, bbox_ctrness=0.6303
epoch 1/50 iter 220/1860 loss=1.5136 mean_loss=1.7061 classification=0.4122, bbox_regression=0.4466, bbox_ctrness=0.6547
epoch 1/50 iter 240/1860 loss=1.3242 mean_loss=1.6881 classification=0.3297, bbox_regression=0.3585, bbox_ctrness=0.6360
epoch 1/50 iter 260/1860 loss=1.4711 mean_loss=1.6707 classification=0.4204, bbox_regression=0.4069, bbox_ctrness=0.6438
