Mode,Precision,Recall,AP50,AP75,GT boxes,Predictions,Mean Confidence
full,0.02886558627264061,0.9970365492262101,0.9793174862861633,0.9476337432861328,6074,209800,0.12579505059974636
no_rgb,0.0238465204957102,0.8236746789594995,0.6886974573135376,0.6006069183349609,6074,209800,0.13026679614791425
no_thermal,0.013703527168732126,0.4733289430358907,0.3709942698478699,0.3505803346633911,6074,209800,0.10165424725838056
no_event,0.01907530981887512,0.6588738887059599,0.47785040736198425,0.34595227241516113,6074,209800,0.12683435866385484
rgb_only,0.019032411820781695,0.6573921633190649,0.4774935841560364,0.3470692038536072,6074,209800,0.12699366752795158
thermal_only,0.0016158245948522402,0.05581165623971024,0.00023961190890986472,3.0475473522528773e-06,6074,209800,0.11968557383950348
event_only,0.005009532888465205,0.1730325979585117,0.004092567600309849,0.0002450160391163081,6074,209800,0.10371768181939371
