generated_at,run_id,protocol,variant,model,seed,ap50_95,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100,ar_small,ar_medium,ar_large,images,gt_boxes,ignored_regions,detections,backend,inference_seconds,fps,detector_score_thr,nms_thresh,detections_per_img,adapter,weights,checkpoint_sha256,manifest,manifest_sha256,annotations,annotations_sha256,git_commit,git_branch,command,env_python,env_pytorch,env_torchvision,env_timm,env_pycocotools,env_torch_cuda,env_cuda_available,env_device,env_gpu
2026-07-13T19:30:17+08:00,reliability_p015_seed0,devval,ra_full_p015,reliability,0,0.008114672509934119,0.018877247132675676,0.009973358951625017,0.0036303630363036304,0.01157691138010152,0.04219922487195438,0.003092723004694835,0.010698356807511737,0.02927816901408451,0.0006543075245365322,0.033628773281952476,0.22882527147087858,548,17040,1410,54800,pycocotools.cocoeval.COCOeval,25.549681663513184,21.44840813349875,0.001,0.6,100,"RGB float32/255 followed by appended thermal=0.0,event=0.0",E:\RepViT-main\runs\v40_expanded_adjacency_v2_compute_minimized\reliability_p015_seed0\weights\best.pt,4284aaa188cb7f065a01b6cf32b78265ab937da0de2d3423d4594d2102787436,E:\RepViT-main\runs\v50_visdrone_seen\manifests\devval.txt,2c70b4e6055c3e3a5641d69611cc5d3a7b32b93223ab0732af3d060be06d54ac,E:\RepViT-main\runs\v50_visdrone_seen\converted_annotations\devval.json,27403f6f9a2b233de3fc500863e59065718e7efa40c69c6df33aab6923c5b82f,0dafe892d9ea0559a47d8150d011e2eeb277a17b,research/ra-repdet-triair,C:\Users\xinnan\.conda\envs\pytorch\python.exe rarepdet\tools\eval_v50_visdrone_seen.py --run-id reliability_p015_seed0 --protocol devval --variant ra_full_p015 --model reliability --seed 0 --data D:\datasets\visdrone_seen --manifest runs\v50_visdrone_seen\manifests\devval.txt --annotations runs\v50_visdrone_seen\converted_annotations\devval.json --weights runs\v40_expanded_adjacency_v2_compute_minimized\reliability_p015_seed0\weights\best.pt --img-size 640 --device cuda --batch-size 4 --num-workers 0 --detector-score-thr 0.001 --nms-thresh 0.6 --detections-per-img 100 --out-json runs\v50_visdrone_seen\raw\zero_shot\devval\reliability_p015_seed0.json,3.9.21,2.5.1,0.20.1,1.0.22,2.0.8,12.4,True,cuda,NVIDIA GeForce RTX 3090
