generated_at,run_id,protocol,variant,model,seed,ap50_95,ap50,ap75,ap_small,ap_medium,ap_large,ar1,ar10,ar100,ar_small,ar_medium,ar_large,images,gt_boxes,ignored_regions,detections,backend,inference_seconds,fps,detector_score_thr,nms_thresh,detections_per_img,adapter,weights,checkpoint_sha256,manifest,manifest_sha256,annotations,annotations_sha256,git_commit,git_branch,command,env_python,env_pytorch,env_torchvision,env_timm,env_pycocotools,env_torch_cuda,env_cuda_available,env_device,env_gpu
2026-07-13T19:28:19+08:00,matched_early_seed1,devval,matched_early,early,1,0.0014715818089528878,0.005487942444722377,0.0008572738096717227,0.0004331683168316832,0.004306832303569292,0.008925092103970455,0.0011208920187793427,0.00636150234741784,0.024800469483568077,0.00015751847812916516,0.026936416184971102,0.20898321816386972,548,17040,1410,54800,pycocotools.cocoeval.COCOeval,25.160181760787964,21.78044678731438,0.001,0.6,100,"RGB float32/255 followed by appended thermal=0.0,event=0.0",E:\RepViT-main\runs\v41_q1_upgrade\seed1\matched_early_seed1\weights\best.pt,60a338ed887c15d94d3f274df39684c1dc6de68f9f29ba13f9f9cb4d6fbcd804,E:\RepViT-main\runs\v50_visdrone_seen\manifests\devval.txt,2c70b4e6055c3e3a5641d69611cc5d3a7b32b93223ab0732af3d060be06d54ac,E:\RepViT-main\runs\v50_visdrone_seen\converted_annotations\devval.json,27403f6f9a2b233de3fc500863e59065718e7efa40c69c6df33aab6923c5b82f,0dafe892d9ea0559a47d8150d011e2eeb277a17b,research/ra-repdet-triair,C:\Users\xinnan\.conda\envs\pytorch\python.exe rarepdet\tools\eval_v50_visdrone_seen.py --run-id matched_early_seed1 --protocol devval --variant matched_early --model early --seed 1 --data D:\datasets\visdrone_seen --manifest runs\v50_visdrone_seen\manifests\devval.txt --annotations runs\v50_visdrone_seen\converted_annotations\devval.json --weights runs\v41_q1_upgrade\seed1\matched_early_seed1\weights\best.pt --img-size 640 --device cuda --batch-size 4 --num-workers 0 --detector-score-thr 0.001 --nms-thresh 0.6 --detections-per-img 100 --out-json runs\v50_visdrone_seen\raw\zero_shot\devval\matched_early_seed1.json,3.9.21,2.5.1,0.20.1,1.0.22,2.0.8,12.4,True,cuda,NVIDIA GeForce RTX 3090
