variant,step,original_row_id,target_box_count,valid_target_count,matched_anchor_count,loss_total,loss_classifier,loss_box_reg,loss_centerness,learning_rate,global_gradient_norm,bbox_weight_gradient_norm,bbox_bias_gradient_norm,bbox_gradient_nonzero_fraction,bbox_bias_0,bbox_bias_1,bbox_bias_2,bbox_bias_3,finite,cuda_allocated_bytes,cuda_reserved_bytes,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,step_time_sec,regression_tower_gradient_norm,detector_head_gradient_norm,bbox_weight_norm_after,bbox_weight_min_after,bbox_weight_max_after,bbox_bias_min_after,bbox_bias_max_after
v65_seed0_equal_softplus_b1_t20_fulltrain,1,train:00006249,2,2,2,2.6471056938171387,1.154724359512329,0.8261352777481079,0.6662459969520569,0.0001,33.63812303720029,7.600122985583488,0.3322286141998231,0.6461405158042908,9.99999901978299e-05,-9.99999901978299e-05,9.999999747378752e-05,9.999999747378752e-05,True,237449216,440401920,21.9772903,0.0759801999999965,0.0851795000000024,0.31128799999999757,0.5241970000000009,18.32610834999121,23.287972207877775,0.6902613043785095,-0.04154299572110176,0.03810454159975052,-9.99999901978299e-05,9.999999747378752e-05
v65_seed0_equal_softplus_b1_t20_fulltrain,2,train:00020601,3,3,1,2.56455659866333,1.1488906145095825,0.7222015857696533,0.6934645175933838,0.0001,27.12081922495052,3.8427700833012883,0.19960995636228734,0.48568952083587646,0.00011942921264562756,-0.0001932059385580942,8.056163642322645e-05,0.0001234290248248726,True,237678592,505413632,0.04816310000000357,0.08456430000000381,0.09395709999999724,0.21499920000000117,0.44243900000000025,9.487770966668782,16.86227830504358,0.6902928948402405,-0.041475988924503326,0.03817154839634895,-0.0001932059385580942,0.0001234290248248726
v65_seed0_equal_softplus_b1_t20_fulltrain,3,train:00026508,2,2,0,0.029031042009592056,0.029031042009592056,0.0,0.0,0.0001,1.4518062335506776,0.0,0.0,0.0,0.00013444805517792702,-0.00026525440625846386,6.553572893608361e-05,0.0001415397273376584,True,237629440,505413632,0.05153020000000197,0.06200730000000476,0.08837899999999621,0.21885990000000533,0.42303370000000484,0.0,1.4480072140788438,0.6903312802314758,-0.04142419248819351,0.03822334483265877,-0.00026525440625846386,0.0001415397273376584
v65_seed0_equal_softplus_b1_t20_fulltrain,4,train:00028488,3,3,4,2.624101400375366,1.0475654602050781,0.9135614633560181,0.6629745364189148,0.0001,38.193717339844326,6.185916859886076,0.2178098010093421,0.7762359380722046,0.00016039946058299392,-0.0002935750235337764,9.34126801439561e-05,0.00011694438580889255,True,237678592,505413632,0.04417029999999755,0.056959199999994325,0.06504710000000102,0.19083230000000384,0.35822380000000464,15.279851700296526,20.92370661436112,0.6903054714202881,-0.041388094425201416,0.03829057887196541,-0.0002935750235337764,0.00016039946058299392
v65_seed0_equal_softplus_b1_t20_fulltrain,5,train:00011701,3,3,0,0.0369969941675663,0.0369969941675663,0.0,0.0,0.0001,2.131109853462778,0.0,0.0,0.0,0.00018233431910630316,-0.00031751240021549165,0.00011697506124619395,9.615571616450325e-05,True,237629440,505413632,0.04920959999999752,0.051377399999999795,0.05427450000000533,0.19194049999999407,0.3475337999999937,0.0,2.1088053279241086,0.6902928352355957,-0.041357580572366714,0.038347408175468445,-0.00031751240021549165,0.00018233431910630316
v65_seed0_equal_softplus_b1_t20_fulltrain,6,train:00005808,2,2,2,2.577643632888794,1.02487051486969,0.8995164036750793,0.6532566547393799,0.0001,26.583528620908677,4.03578799089361,0.3181866150297493,0.6496097445487976,0.000227485375944525,-0.000305008958093822,0.000167549864272587,5.215671626501717e-05,True,237678592,505413632,0.036541800000001956,0.04856699999999847,0.05982699999999852,0.1796197000000035,0.3257329999999996,10.084661300213957,13.3461798411526,0.690223217010498,-0.041329145431518555,0.03841562941670418,-0.000305008958093822,0.000227485375944525
v65_seed0_equal_softplus_b1_t20_fulltrain,7,train:00017015,2,2,1,2.227895498275757,0.9100036025047302,0.5867475867271423,0.7311442494392395,0.0001,75.42358797334818,23.042767171455615,0.45084387041507884,0.5229835510253906,0.00028992569423280656,-0.00026221098960377276,0.00016776027041487396,-7.585384082631208e-06,True,237629440,505413632,0.052830000000000155,0.05079840000000502,0.06647379999999714,0.2149770999999987,0.38655669999999986,45.17868051780296,55.429751819720444,0.6901724934577942,-0.041274551302194595,0.03838129714131355,-0.00026221098960377276,0.00028992569423280656
v65_seed0_equal_softplus_b1_t20_fulltrain,8,train:00005711,3,3,13,2.6206657886505127,0.9309300184249878,0.946199893951416,0.7435359358787537,0.0001,13.519967082133453,1.4613825242602247,0.0534626288060776,0.8725064992904663,0.0003490431699901819,-0.00022726505994796753,0.00017277356528211385,-6.385443703038618e-05,True,237678592,505413632,0.06303869999999989,0.10249629999999854,0.1264400999999964,0.27280790000000366,0.5667670999999999,6.993059611748188,12.595463090498095,0.6901423335075378,-0.04122350364923477,0.03835172578692436,-0.00022726505994796753,0.0003490431699901819
v65_seed0_equal_softplus_b1_t20_fulltrain,9,train:00006561,3,3,5,2.5593862533569336,0.9661449790000916,0.9344253540039062,0.658815860748291,0.0001,16.059569180013764,3.7053350029173755,0.23200783699194422,0.7224631309509277,0.00041462169610895216,-0.00021499455033335835,0.0001958309585461393,-0.00011035052739316598,True,237629440,505413632,0.05451240000000013,0.09296820000000139,0.08634750000000224,0.2501734000000013,0.485484900000003,7.149297146471091,10.044548990514512,0.6901286244392395,-0.04117443040013313,0.03833315894007683,-0.00021499455033335835,0.00041462169610895216
v65_seed0_equal_softplus_b1_t20_fulltrain,10,train:00010359,3,3,3,2.2654402256011963,0.844368577003479,0.7411113977432251,0.6799602508544922,0.0001,27.238951437640676,9.528451747204159,0.3419719354569157,0.7189939618110657,0.00048756779870018363,-0.00022375312983058393,0.00023795576998963952,-0.00016792361566331238,True,237678592,505413632,0.06424369999999868,0.08446119999999979,0.6296348000000052,3.1948356999999987,3.9740402000000046,14.75534499619257,20.781277473948677,0.6901293396949768,-0.04112514853477478,0.03831658884882927,-0.00022375312983058393,0.00048756779870018363
