generated_at,run_id,protocol,variant,model,seed,modality_dropout,images,precision,recall,f1,project_ap50,project_ap75,ap50_95,ap50,ap75,ar100,gt_boxes,detections,inference_seconds,metric_seconds,fps,detector_score_thr,metric_score_thr,nms_thresh,detections_per_img,coco_recall_samples,coco_backend,weights,checkpoint_sha256,split_file,split_sha256,git_commit,git_branch,command,ap_iou_050,ap_iou_055,ap_iou_060,ap_iou_065,ap_iou_070,ap_iou_075,ap_iou_080,ap_iou_085,ap_iou_090,ap_iou_095,env_python,env_pytorch,env_torchvision,env_timm,env_pycocotools,env_torch_cuda,env_cuda_available,env_device,env_gpu
2026-07-12T13:14:14+08:00,ra_static_equal_seed1,ablation_devval,ra_static_equal,ra_static_equal,1,0.0,2213,0.8766244448100017,0.9083006647349583,0.8921814833417042,0.9454615116119385,0.8132777810096741,0.6571848067926827,0.9413063693672752,0.8101075132200058,0.7436338844383842,5867,221300,79.04739928245544,150.7890748977661,27.995860965550765,0.001,0.5,0.6,100,101,pycocotools.cocoeval.COCOeval,E:\RepViT-main\runs\v48_complete_ablation\training\ra_static_equal_seed1\weights\best.pt,2819dec6d5faa0cfb46449b8cda9a6a5efe0d92584a58587d516ebf89b31e7c8,E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_val.txt,722efc6f74a7615aa70fad30275e9e617b3a1866bbc63eadbebce60a9a23fe8f,3d18bcc1ed402776c43b1a9aaa022ffeb3416952,research/ra-repdet-triair,C:\Users\xinnan\.conda\envs\pytorch\python.exe E:\RepViT-main\rarepdet\tools\eval_coco_map.py --run-id ra_static_equal_seed1 --protocol ablation_devval --variant ra_static_equal --model ra_static_equal --seed 1 --modality-dropout 0.00 --data D:\download\triair --split-file E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_val.txt --weights E:\RepViT-main\runs\v48_complete_ablation\training\ra_static_equal_seed1\weights\best.pt --img-size 640 --device cuda --batch-size 4 --num-workers 0 --detector-score-thr 0.001 --metric-score-thr 0.50 --nms-thresh 0.6 --detections-per-img 100 --out-json E:\RepViT-main\runs\v48_complete_ablation\raw\devval\ra_static_equal_seed1.json,0.9413063693672752,0.9327228828853688,0.9237365148039722,0.9041343482323297,0.8741235786937125,0.8101075132200058,0.6757827997991496,0.40285963487365756,0.10313703535239589,0.003937390698959451,3.9.21,2.5.1,0.20.1,1.0.22,2.0.8,12.4,True,cuda,NVIDIA GeForce RTX 3090
