Mode,Precision,Recall,AP50,AP75,GT boxes,Predictions,Mean Confidence
full,0.028841754051477597,0.9962133684557128,0.9785840511322021,0.9461630582809448,6074,209800,0.13785855701159477
no_rgb,0.028684461391801717,0.9907803753704314,0.9307829737663269,0.7701502442359924,6074,209800,0.17787881544706818
no_thermal,0.026334604385128694,0.9096147513994073,0.7239105701446533,0.4704388976097107,6074,209800,0.20416337189515849
no_event,0.028832221163012393,0.9958840961475139,0.9782950282096863,0.9444434642791748,6074,209800,0.13910543846358875
rgb_only,0.02612011439466158,0.9022061244649325,0.7070702910423279,0.46283644437789917,6074,209800,0.20324909663337457
thermal_only,0.027526215443279312,0.9507737899242674,0.8233221173286438,0.6131709814071655,6074,209800,0.16613110239181608
event_only,0.015710200190657768,0.542640763911755,0.2457903027534485,0.10511243343353271,6074,209800,0.27287585723090446
