run_id,input_mode,seed,ap50_95,ap50,ap75,ar1,ar10,ar100,checkpoint_epoch,checkpoint_sha256,split_sha256,v77_reference_ap50,delta_vs_v77_ap50,v77_reference_ap75,delta_vs_v77_ap75,inference_and_metric_seconds
rgb_seed0,rgb,0,0.45077197442032,0.763752659274096,0.4520652613963477,0.16422362365774673,0.5258053519686382,0.5891767513209476,12,b9cc8c5a8a22cab4f47273d15958fa995a918da5a3dd7a334415d7db03379ad4,722efc6f74a7615aa70fad30275e9e617b3a1866bbc63eadbebce60a9a23fe8f,0.645,0.11875265927409595,0.372,0.08006526139634768,89.10331273078918
rgb_seed1,rgb,1,0.44668905803775766,0.7676183361705777,0.44382809703942194,0.164803136185444,0.5230782341912391,0.5922106698483042,7,09ac2f854f5f14bb33a1b13a911492ebb11e43cb2ed3ed744af073182a7056af,722efc6f74a7615aa70fad30275e9e617b3a1866bbc63eadbebce60a9a23fe8f,0.662,0.1056183361705777,0.389,0.05482809703942193,41.019033908843994
rgb_seed2,rgb,2,0.4443482826661119,0.7709368370536412,0.43248606247298826,0.16606442815749106,0.5186637122890745,0.5875745696267256,9,014dcc30e9d3dba658ef0d412473f974d1674e39c049c60646e20747f4d2648c,722efc6f74a7615aa70fad30275e9e617b3a1866bbc63eadbebce60a9a23fe8f,0.651,0.11993683705364122,0.381,0.05148606247298826,41.354124546051025
thermal_seed0,thermal,0,0.5255610577547911,0.8155801444016622,0.586420678682507,0.20767001874893473,0.5867734787796148,0.65522413499233,5,c156ffece27c76475464444fdf27d2964d154a96aeb84dbf198b2c3d5bff6c4b,722efc6f74a7615aa70fad30275e9e617b3a1866bbc63eadbebce60a9a23fe8f,0.842,-0.026419855598337816,0.616,-0.029579321317492968,39.85357856750488
thermal_seed1,thermal,1,0.49771789631328794,0.8340117430175115,0.5500423722896126,0.19413669677859213,0.5661496505880348,0.6320606783705471,2,4b4fb5efc3722545f4f04347d3255ba42689bcbfaf45da825afb3ef22abaafe5,722efc6f74a7615aa70fad30275e9e617b3a1866bbc63eadbebce60a9a23fe8f,0.858,-0.02398825698248852,0.638,-0.0879576277103874,39.72832942008972
thermal_seed2,thermal,2,0.5355851890830314,0.8462649743827535,0.596470332706137,0.20874382137378555,0.5947843872507244,0.6545764445201978,2,4a6d685b66094025416368e3b7f8b8bf636dc075f50bb559d00426b95ff209e8,722efc6f74a7615aa70fad30275e9e617b3a1866bbc63eadbebce60a9a23fe8f,0.849,-0.002735025617246478,0.625,-0.02852966729386297,40.43171286582947
event_seed0,event,0,0.1942334172271992,0.36265249340006994,0.19563992823553492,0.0785239475029828,0.2703596386568945,0.3570819839781831,4,0f8768448cc857e78db1151726f30f77ada4867492c37d66c58c1a1204278039,722efc6f74a7615aa70fad30275e9e617b3a1866bbc63eadbebce60a9a23fe8f,0.322,0.04065249340006993,0.118,0.07763992823553492,40.11225247383118
event_seed1,event,1,0.19620452646438669,0.3654258396895671,0.18887056451773174,0.0747230271007329,0.2700698823930458,0.36173512868587016,3,94522d1dadc5e513c4a0664d30609f83a1d2cbb7dad45c69a28bbfac9e478d83,722efc6f74a7615aa70fad30275e9e617b3a1866bbc63eadbebce60a9a23fe8f,0.347,0.018425839689567125,0.134,0.05487056451773173,40.05235576629639
event_seed2,event,2,0.19411712695217437,0.36899369821326583,0.19835953831867184,0.07191068689279019,0.26787114368501785,0.34855974092381115,4,958088e173d4d6c8b0ed5185e061710f6ae33cb6f10a9e3d81d71734c59d6cb7,722efc6f74a7615aa70fad30275e9e617b3a1866bbc63eadbebce60a9a23fe8f,0.335,0.03399369821326581,0.126,0.07235953831867184,39.99101495742798
