sample_index,sample_id,component_id,rgb_weight,thermal_weight,event_weight,seed
0,frame_00192,v40c_00124,0.7904345989227295,0.07201322913169861,0.13755226135253906,2
1,frame_00193,v40c_00125,0.807086169719696,0.060762401670217514,0.13215140998363495,2
2,frame_00194,v40c_00126,0.8331344127655029,0.04305160418152809,0.12381397932767868,2
3,frame_00195,v40c_00127,0.8110450506210327,0.057570312172174454,0.13138459622859955,2
4,frame_00196,v40c_00128,0.8183261156082153,0.05248234048485756,0.12919150292873383,2
5,frame_00197,v40c_00128,0.8004870414733887,0.06453374773263931,0.13497917354106903,2
6,frame_00198,v40c_00129,0.7259518504142761,0.11742356419563293,0.15662460029125214,2
7,frame_00199,v40c_00130,0.7256532907485962,0.11686002463102341,0.1574867069721222,2
8,frame_00200,v40c_00131,0.8237966299057007,0.04780931770801544,0.12839403748512268,2
9,frame_00201,v40c_00132,0.7001124024391174,0.13499212265014648,0.1648954451084137,2
10,frame_00202,v40c_00133,0.7799580097198486,0.07655344158411026,0.1434885412454605,2
11,frame_00203,v40c_00134,0.7993558645248413,0.06349349766969681,0.13715064525604248,2
12,frame_00204,v40c_00135,0.7721203565597534,0.08225827664136887,0.1456214189529419,2
13,frame_00205,v40c_00136,0.8095688223838806,0.05651913955807686,0.1339120864868164,2
14,frame_00206,v40c_00137,0.7943847179412842,0.06687770038843155,0.1387374997138977,2
15,frame_00207,v40c_00138,0.6541701555252075,0.17120295763015747,0.17462694644927979,2
16,frame_00208,v40c_00139,0.7287595272064209,0.11509603261947632,0.15614444017410278,2
17,frame_00209,v40c_00140,0.7892202138900757,0.07206705212593079,0.13871274888515472,2
18,frame_00210,v40c_00140,0.618118166923523,0.20072239637374878,0.18115940690040588,2
19,frame_00211,v40c_00141,0.80215984582901,0.06181717664003372,0.13602299988269806,2
20,frame_00212,v40c_00142,0.7921518683433533,0.06866375356912613,0.13918431103229523,2
21,frame_00213,v40c_00143,0.7776138782501221,0.07891809940338135,0.1434679925441742,2
22,frame_00214,v40c_00144,0.7949966788291931,0.06666936725378036,0.13833385705947876,2
23,frame_00215,v40c_00145,0.7631615400314331,0.08878891170024872,0.14804963767528534,2
24,frame_00216,v40c_00146,0.8034268617630005,0.06008397415280342,0.1364891678094864,2
25,frame_00217,v40c_00145,0.7906172275543213,0.0685553327202797,0.14082735776901245,2
26,frame_00218,v40c_00147,0.7775468826293945,0.0778399333357811,0.14461316168308258,2
27,frame_00219,v40c_00148,0.7890506386756897,0.06928963959217072,0.1416597068309784,2
28,frame_00220,v40c_00149,0.7648921608924866,0.08727891743183136,0.14782898128032684,2
29,frame_00221,v40c_00150,0.6405506730079651,0.18098288774490356,0.17846637964248657,2
30,frame_00222,v40c_00151,0.6254829168319702,0.1923481971025467,0.18216891586780548,2
31,frame_00223,v40c_00152,0.76820307970047,0.0839611291885376,0.14783574640750885,2
32,frame_00224,v40c_00153,0.7795569896697998,0.07560032606124878,0.144842728972435,2
33,frame_00225,v40c_00154,0.7773227095603943,0.07747139781713486,0.14520582556724548,2
34,frame_00226,v40c_00155,0.7583941221237183,0.09120208024978638,0.15040375292301178,2
35,frame_00227,v40c_00156,0.6853001117706299,0.1454220712184906,0.16927772760391235,2
36,frame_00228,v40c_00157,0.7716100215911865,0.08144895732402802,0.1469409465789795,2
37,frame_00229,v40c_00157,0.7055964469909668,0.12911580502986908,0.16528776288032532,2
38,frame_00230,v40c_00157,0.7041725516319275,0.13064530491828918,0.16518214344978333,2
39,frame_00231,v40c_00157,0.7981806993484497,0.06342910975217819,0.13839022815227509,2
40,frame_00232,v40c_00157,0.7379275560379028,0.10595589131116867,0.15611650049686432,2
41,frame_00233,v40c_00158,0.781050443649292,0.07478783279657364,0.14416182041168213,2
42,frame_00234,v40c_00159,0.7907202243804932,0.06814949214458466,0.1411302238702774,2
43,frame_00235,v40c_00160,0.7649282217025757,0.08574584126472473,0.14932601153850555,2
44,frame_00236,v40c_00161,0.7814010977745056,0.07391460239887238,0.14468424022197723,2
45,frame_00237,v40c_00162,0.730146586894989,0.11054319888353348,0.1593102067708969,2
46,frame_00238,v40c_00163,0.7723561525344849,0.0806630402803421,0.146980881690979,2
47,frame_00239,v40c_00164,0.74454665184021,0.10060581564903259,0.15484753251075745,2
48,frame_00240,v40c_00164,0.7959040999412537,0.06499815732240677,0.13909776508808136,2
49,frame_00241,v40c_00164,0.6594579219818115,0.1660749465227127,0.174467071890831,2
50,frame_00242,v40c_00164,0.7066243290901184,0.13035300374031067,0.16302268207073212,2
51,frame_00243,v40c_00165,0.6541727185249329,0.17162291705608368,0.17420439422130585,2
52,frame_00244,v40c_00164,0.7164088487625122,0.12340668588876724,0.16018454730510712,2
53,frame_00245,v40c_00166,0.6923293471336365,0.1412639617919922,0.16640667617321014,2
54,frame_00246,v40c_00167,0.7302159070968628,0.11272770166397095,0.15705633163452148,2
55,frame_00247,v40c_00168,0.7394633293151855,0.10578068345785141,0.15475592017173767,2
56,frame_00248,v40c_00169,0.7177696824073792,0.12271233648061752,0.1595180183649063,2
57,frame_00249,v40c_00170,0.802963137626648,0.06087295711040497,0.1361638605594635,2
58,frame_00250,v40c_00171,0.6685668230056763,0.16058574616909027,0.17084749042987823,2
59,frame_00251,v40c_00172,0.7829369306564331,0.0745164230465889,0.14254659414291382,2
60,frame_00252,v40c_00173,0.7778260111808777,0.07818164676427841,0.1439923793077469,2
61,frame_00253,v40c_00174,0.7627727389335632,0.08922404050827026,0.14800317585468292,2
62,frame_00254,v40c_00174,0.72740638256073,0.11479882895946503,0.1577947735786438,2
63,frame_00255,v40c_00175,0.7243813872337341,0.11798157542943954,0.15763705968856812,2
64,frame_00417,v40c_00263,0.6664246916770935,0.156145378947258,0.1774299591779709,2
65,frame_00418,v40c_00263,0.729709804058075,0.10594861954450607,0.164341539144516,2
66,frame_00419,v40c_00263,0.7764477729797363,0.07117899507284164,0.15237322449684143,2
67,frame_00420,v40c_00263,0.7527863383293152,0.08872460573911667,0.15848904848098755,2
68,frame_00421,v40c_00263,0.7616883516311646,0.08228248357772827,0.15602917969226837,2
69,frame_00422,v40c_00263,0.7162269353866577,0.11689881235361099,0.16687420010566711,2
70,frame_00423,v40c_00263,0.7833632230758667,0.06593667715787888,0.15070012211799622,2
71,frame_00424,v40c_00263,0.7581266164779663,0.08497670292854309,0.1568966805934906,2
72,frame_00425,v40c_00263,0.6667723059654236,0.15614449977874756,0.17708317935466766,2
73,frame_00426,v40c_00263,0.763224184513092,0.0811365395784378,0.15563920140266418,2
74,frame_00427,v40c_00263,0.7573311924934387,0.08587835729122162,0.15679039061069489,2
75,frame_00428,v40c_00263,0.7487269639968872,0.0919809639453888,0.159292072057724,2
76,frame_00429,v40c_00263,0.7573366761207581,0.08556558191776276,0.1570976972579956,2
77,frame_00430,v40c_00263,0.7462502717971802,0.09390845894813538,0.15984128415584564,2
78,frame_00431,v40c_00263,0.7731726765632629,0.07375793159008026,0.15306943655014038,2
79,frame_00448,v40c_00264,0.7425633072853088,0.09586227685213089,0.16157442331314087,2
80,frame_00449,v40c_00264,0.7409584522247314,0.09696861356496811,0.16207291185855865,2
81,frame_00450,v40c_00264,0.7562447190284729,0.08505282551050186,0.1587025225162506,2
82,frame_00451,v40c_00264,0.6722777485847473,0.15030816197395325,0.17741407454013824,2
83,frame_00452,v40c_00265,0.767414927482605,0.07656834274530411,0.1560167670249939,2
84,frame_00453,v40c_00266,0.6801334619522095,0.14381110668182373,0.17605546116828918,2
85,frame_00454,v40c_00266,0.7673543691635132,0.0768255665898323,0.1558201014995575,2
86,frame_00455,v40c_00266,0.7266413569450378,0.1072397530078888,0.16611890494823456,2
87,frame_00456,v40c_00266,0.7890694737434387,0.06055615842342377,0.1503743827342987,2
88,frame_00457,v40c_00266,0.733889102935791,0.10175167769193649,0.1643591970205307,2
89,frame_00458,v40c_00265,0.7427883148193359,0.09515039622783661,0.16206121444702148,2
90,frame_00459,v40c_00265,0.6852253675460815,0.13944481313228607,0.17532987892627716,2
91,frame_00460,v40c_00265,0.7844346165657043,0.06403937935829163,0.15152603387832642,2
92,frame_00461,v40c_00265,0.7487789392471313,0.09061937034130096,0.16060170531272888,2
93,frame_00462,v40c_00266,0.769402265548706,0.07515847682952881,0.15543924272060394,2
94,frame_00463,v40c_00267,0.7726271152496338,0.07185742259025574,0.15551552176475525,2
95,frame_00464,v40c_00267,0.7639980316162109,0.07860301434993744,0.15739896893501282,2
96,frame_00465,v40c_00266,0.7856476306915283,0.06307985633611679,0.1512725055217743,2
97,frame_00466,v40c_00266,0.7354907393455505,0.10000984370708466,0.16449938714504242,2
98,frame_00467,v40c_00268,0.6837676167488098,0.14033426344394684,0.17589810490608215,2
99,frame_00468,v40c_00268,0.766578733921051,0.07679378986358643,0.15662752091884613,2
100,frame_00469,v40c_00266,0.7754004001617432,0.06982330232858658,0.15477624535560608,2
101,frame_00470,v40c_00269,0.725320041179657,0.10790624469518661,0.1667736917734146,2
102,frame_00471,v40c_00270,0.7334341406822205,0.10183576494455338,0.16473016142845154,2
103,frame_00472,v40c_00264,0.7774760127067566,0.06859605759382248,0.15392787754535675,2
104,frame_00473,v40c_00269,0.7437720894813538,0.09382431954145432,0.16240359842777252,2
105,frame_00474,v40c_00269,0.7653937935829163,0.07730621099472046,0.15730005502700806,2
106,frame_00475,v40c_00271,0.7003616094589233,0.12734265625476837,0.17229576408863068,2
107,frame_00476,v40c_00271,0.7642432451248169,0.07810013741254807,0.15765662491321564,2
108,frame_00477,v40c_00271,0.7790696024894714,0.06840593367815018,0.1525244116783142,2
109,frame_00478,v40c_00271,0.7502186894416809,0.08998600393533707,0.15979529917240143,2
110,frame_00479,v40c_00271,0.7464986443519592,0.09329719841480255,0.1602042019367218,2
111,frame_00480,v40c_00271,0.7734461426734924,0.0727185383439064,0.15383532643318176,2
112,frame_00481,v40c_00271,0.7108736634254456,0.12046337872743607,0.1686629056930542,2
113,frame_00482,v40c_00271,0.7294877171516418,0.1061343178153038,0.16437794268131256,2
114,frame_00483,v40c_00271,0.7325560450553894,0.10375503450632095,0.16368889808654785,2
115,frame_00484,v40c_00271,0.7042704224586487,0.12625452876091003,0.1694750338792801,2
116,frame_00485,v40c_00271,0.7837283611297607,0.06646887958049774,0.1498027890920639,2
117,frame_00486,v40c_00271,0.7622389197349548,0.08230068534612656,0.1554604023694992,2
118,frame_00487,v40c_00271,0.7618721127510071,0.08213941752910614,0.1559884250164032,2
