protocol,seed,matched_early_precision,ra_full_p015_precision,delta_precision,matched_early_recall,ra_full_p015_recall,delta_recall,matched_early_f1,ra_full_p015_f1,delta_f1,matched_early_ap50_95,ra_full_p015_ap50_95,delta_ap50_95,matched_early_ap50,ra_full_p015_ap50,delta_ap50,matched_early_ap75,ra_full_p015_ap75,delta_ap75,matched_early_ar100,ra_full_p015_ar100,delta_ar100,delta_ap_iou_050,delta_ap_iou_055,delta_ap_iou_060,delta_ap_iou_065,delta_ap_iou_070,delta_ap_iou_075,delta_ap_iou_080,delta_ap_iou_085,delta_ap_iou_090,delta_ap_iou_095
devval,0,0.9091538328430524,0.9333333333333333,0.024179500490280947,0.8955173001534004,0.8972217487642747,0.0017044486108743762,0.902284046024386,0.9149213522203875,0.012637306196001452,0.7053066941567628,0.7279727964969943,0.022666102340231475,0.9411463572158906,0.9540030855617299,0.012856728345839286,0.8377867307794643,0.8913258364292899,0.05353910564982556,0.7788818817112664,0.7925345150843702,0.01365263337310385,0.012856728345839286,0.014626985432180883,0.016633790752027977,0.022614261000781344,0.03179352163477944,0.05353910564982556,0.07005107911571884,0.061854540031954675,-0.04473562779053197,-0.01257336077026002
devval,1,0.8601094655505473,0.8778798131142259,0.017770347563678568,0.9106868927901823,0.9287540480654508,0.018067155275268476,0.8846758837652123,0.9026006294517146,0.017924745686502264,0.6637925314744781,0.7228954748642633,0.05910294338978517,0.9385048765817465,0.9515378011699295,0.013032924588182948,0.7915774396724455,0.8742753414762607,0.0826979018038152,0.7453894665075848,0.7911539117095618,0.04576444520197709,0.013032924588182948,0.01923093068461401,0.02544367059196928,0.03711455398603147,0.05674804176391812,0.0826979018038152,0.10633983716787632,0.14194866280521173,0.10358423218912544,0.004888678317107561
devval,2,0.928384930995897,0.9213228894691036,-0.007062041526793461,0.8484745184932674,0.9021646497358105,0.05369013124254307,0.88663282571912,0.9116431277988287,0.02501030207970867,0.6716662448870279,0.6959483509283999,0.024282106041372042,0.9320843475238,0.9546947423185473,0.022610394794747357,0.797732937729626,0.8530279126018335,0.05529497487220758,0.7490369865348561,0.7640190898244418,0.014982103289585713,0.022610394794747357,0.0258456299693276,0.031014700456774458,0.038231331304867,0.04259564015961592,0.05529497487220758,0.054397963647622505,0.017456559555956097,-0.036119425102485614,-0.008506709244912359
