seed,precision,recall,f1,ap50,ap75
0,-0.001083764312146629,-0.005537974683544333,-0.003307352054581214,0.001627504825592041,0.0053223371505737305
1,0.015628485157183736,0.010284810126582333,0.013129281279374183,0.010372340679168701,0.01768624782562256
2,-0.004904471070210192,0.026898734177215222,0.011017525388782867,0.013685107231140137,-0.016491055488586426
