comparison,metric,mean_delta,sample_sd,min_delta,max_delta,n_seed_pairs
reliability_p015_minus_matched_early,precision,0.0032134165916089716,0.010920160056002848,-0.004904471070210192,0.015628485157183736,3
reliability_p015_minus_matched_early,recall,0.010548523206751073,0.016219962357259293,-0.005537974683544333,0.026898734177215222,3
reliability_p015_minus_matched_early,f1,0.006946484871191945,0.008942637027780097,-0.003307352054581214,0.013129281279374183,3
reliability_p015_minus_matched_early,ap50,0.008561650911966959,0.00622939740403168,0.001627504825592041,0.013685107231140137,3
reliability_p015_minus_matched_early,ap75,0.0021725098292032876,0.017305001432351832,-0.016491055488586426,0.01768624782562256,3
