run_id,model_group,model,seed,checkpoint_source,precision,recall,f1,ap50,ap75,images,gt_boxes,predictions,checkpoint_sha256,weights
matched_early_seed0,matched_early,early,0,V40 compute-minimized seed0/2 run set,0.9385342789598109,0.942246835443038,0.9403868930122384,0.965298593044281,0.9238178730010986,837,1264,1269,23331a6e668634f5f1ca1c7dfaddd23e9ee5445c0558e325621e8f454a0b1602,E:\RepViT-main\runs\v40_expanded_adjacency_v2_compute_minimized\matched_early_seed0\weights\best.pt
matched_early_seed1,matched_early,early,1,V41 fresh paired seed1 run set,0.8789903489235338,0.9367088607594937,0.9069322098812715,0.9540072083473206,0.8949739933013916,837,1264,1347,60a338ed887c15d94d3f274df39684c1dc6de68f9f29ba13f9f9cb4d6fbcd804,E:\RepViT-main\runs\v41_q1_upgrade\seed1\matched_early_seed1\weights\best.pt
matched_early_seed2,matched_early,early,2,V40 compute-minimized seed0/2 run set,0.9371474617244158,0.9200949367088608,0.9285429141716567,0.9571596384048462,0.8832463026046753,837,1264,1241,b36b4965931da68b77a6be82e85e47b34f952445d64b941337f56a722f62737e,E:\RepViT-main\runs\v40_expanded_adjacency_v2_compute_minimized\matched_early_seed2\weights\best.pt
reliability_p015_seed0,reliability_p015,reliability,0,V40 compute-minimized seed0/2 run set,0.9374505146476643,0.9367088607594937,0.9370795409576572,0.966926097869873,0.9291402101516724,837,1264,1263,4284aaa188cb7f065a01b6cf32b78265ab937da0de2d3423d4594d2102787436,E:\RepViT-main\runs\v40_expanded_adjacency_v2_compute_minimized\reliability_p015_seed0\weights\best.pt
reliability_p015_seed1,reliability_p015,reliability,1,V41 fresh paired seed1 run set,0.8946188340807175,0.946993670886076,0.9200614911606457,0.9643795490264893,0.9126602411270142,837,1264,1338,a59366dd0687754577d23d3e21358127199345d4ebf3a55a06472b933b57813d,E:\RepViT-main\runs\v41_q1_upgrade\seed1\reliability_p015_seed1\weights\best.pt
reliability_p015_seed2,reliability_p015,reliability,2,V40 compute-minimized seed0/2 run set,0.9322429906542056,0.946993670886076,0.9395604395604396,0.9708447456359863,0.8667552471160889,837,1264,1284,27affa96df1b3baad3df6f0a591e0599c1f5c0f77f91fad9fdaa408e549f1415,E:\RepViT-main\runs\v40_expanded_adjacency_v2_compute_minimized\reliability_p015_seed2\weights\best.pt
