sample_index,sample_id,component_id,rgb_mean_luminance,rgb_std_luminance,rgb_entropy32_normalized,thermal_mean,thermal_std,thermal_entropy32_normalized,event_nonzero_fraction,event_mean_magnitude,event_entropy32_normalized
1026,nframe_01455,v40c_02579,0.048875171691179276,0.06865786015987396,0.3876582980155945,0.4488327205181122,0.18998242914676666,0.8742866516113281,1.0,0.1451534628868103,0.0016559840878471732
1027,nframe_01456,v40c_02579,0.04880980774760246,0.06852429360151291,0.38755422830581665,0.4483342468738556,0.18976862728595734,0.8729208707809448,1.0,0.14513693749904633,0.001954729435965419
1028,nframe_01457,v40c_02579,0.048594094812870026,0.06833947449922562,0.38648971915245056,0.4496943950653076,0.1901390701532364,0.8726590275764465,1.0,0.1451723426580429,0.002667298773303628
1029,nframe_01459,v40c_02579,0.04797007143497467,0.06734342128038406,0.3837797939777374,0.44708576798439026,0.19139248132705688,0.8724312782287598,1.0,0.145218163728714,0.0033407520968466997
1030,nframe_01460,v40c_02579,0.04791969805955887,0.06706409901380539,0.38308319449424744,0.445244163274765,0.19216521084308624,0.8726170659065247,1.0,0.14518384635448456,0.0025929335970431566
1031,nframe_01461,v40c_02579,0.04758339747786522,0.06640951335430145,0.38161033391952515,0.4471977949142456,0.19321607053279877,0.8742814064025879,1.0,0.14516374468803406,0.0015512786339968443
1032,nframe_01462,v40c_02581,0.04714353010058403,0.06540696322917938,0.37861815094947815,0.44585609436035156,0.19410192966461182,0.8747628331184387,1.0,0.14520516991615295,0.003846746636554599
1033,nframe_01463,v40c_02582,0.04632032662630081,0.06324287503957748,0.37423989176750183,0.44652801752090454,0.19496800005435944,0.8759937286376953,1.0,0.14517131447792053,0.0020883791148662567
1034,nframe_01464,v40c_02582,0.04608938470482826,0.06247857213020325,0.3730216324329376,0.44689005613327026,0.19545778632164001,0.8768335580825806,1.0,0.1452033817768097,0.002927049295976758
1035,nframe_01465,v40c_02582,0.045951686799526215,0.06228691712021828,0.37237563729286194,0.4409041702747345,0.1959586888551712,0.8760105967521667,1.0,0.14517748355865479,0.0025846180506050587
1036,nframe_01466,v40c_02582,0.04585953801870346,0.061816226691007614,0.37217816710472107,0.43925318121910095,0.19544163346290588,0.8751547932624817,1.0,0.1451924443244934,0.0034170635044574738
1037,nframe_01467,v40c_02583,0.04558325931429863,0.06124168634414673,0.3710288405418396,0.44070276618003845,0.19429418444633484,0.8727370500564575,1.0,0.14517205953598022,0.0026288717053830624
1038,nframe_01468,v40c_02584,0.04553104192018509,0.061157483607530594,0.37096211314201355,0.44319412112236023,0.19366054236888885,0.8698915243148804,1.0,0.1451968252658844,0.003322956617921591
1039,nframe_01469,v40c_02584,0.04548210650682449,0.060953497886657715,0.371085524559021,0.44416171312332153,0.1931237280368805,0.8690253496170044,1.0,0.14517836272716522,0.002239567693322897
1040,nframe_01470,v40c_02584,0.04521908238530159,0.059984587132930756,0.36941248178482056,0.44615182280540466,0.1931261569261551,0.8673381805419922,1.0,0.14517445862293243,0.0023615474347025156
1041,nframe_01471,v40c_02585,0.04482424631714821,0.058508794754743576,0.3675042986869812,0.44843947887420654,0.19402644038200378,0.8684335947036743,1.0,0.14515437185764313,0.0015952285612002015
1042,nframe_02176,v40c_02855,0.10221290588378906,0.1391681432723999,0.5627702474594116,0.5438884496688843,0.2183913290500641,0.9111305475234985,1.0,0.1459668129682541,0.012102317996323109
1043,nframe_02177,v40c_02856,0.10175629705190659,0.1385311633348465,0.5611740946769714,0.5442027449607849,0.22070437669754028,0.9126590490341187,1.0,0.14612901210784912,0.01368703506886959
1044,nframe_02178,v40c_02856,0.10279152542352676,0.1390710026025772,0.5646899938583374,0.5433799624443054,0.22214581072330475,0.912735104560852,1.0,0.14594906568527222,0.011834089644253254
1045,nframe_02179,v40c_02856,0.10359764844179153,0.13930325210094452,0.5675033330917358,0.5458943247795105,0.22223849594593048,0.9124044179916382,1.0,0.14594323933124542,0.012408174574375153
1046,nframe_02180,v40c_02856,0.10475987941026688,0.13993021845817566,0.5700539350509644,0.5462259650230408,0.22243770956993103,0.9116953015327454,1.0,0.1459144800901413,0.01127940509468317
1047,nframe_02181,v40c_02856,0.10630298405885696,0.14029979705810547,0.5750705599784851,0.5484257936477661,0.22307592630386353,0.9127742052078247,1.0,0.1459169089794159,0.011795183643698692
1048,nframe_02182,v40c_02857,0.10898005217313766,0.14044222235679626,0.5845514535903931,0.5511235594749451,0.21894975006580353,0.9069951772689819,1.0,0.1458834707736969,0.011103073135018349
1049,nframe_02183,v40c_02857,0.10898005217313766,0.14044222235679626,0.5845514535903931,0.5552887916564941,0.21632853150367737,0.9034608602523804,1.0,0.1460099071264267,0.012504910118877888
1050,nframe_02184,v40c_02858,0.11195815354585648,0.14094440639019012,0.5936280488967896,0.5560609698295593,0.21567252278327942,0.9033539891242981,1.0,0.1458478569984436,0.009476946666836739
1051,nframe_02185,v40c_02858,0.11338581889867783,0.14110957086086273,0.598236620426178,0.5643776655197144,0.21318940818309784,0.9026130437850952,1.0,0.14593540132045746,0.012645319104194641
1052,nframe_02186,v40c_02859,0.11456745862960815,0.14085738360881805,0.6026032567024231,0.5657353401184082,0.21232959628105164,0.9015203714370728,1.0,0.1458672136068344,0.0110075194388628
1053,nframe_02188,v40c_02860,0.11545298248529434,0.13977041840553284,0.6036467552185059,0.5670183300971985,0.20672686398029327,0.8974862098693848,1.0,0.14613522589206696,0.01252147275954485
1054,nframe_02189,v40c_02860,0.11405941843986511,0.13809511065483093,0.6012129187583923,0.5714961290359497,0.20679029822349548,0.8988519906997681,1.0,0.14607830345630646,0.012543884105980396
1055,nframe_02190,v40c_02860,0.11433064192533493,0.13796448707580566,0.602832555770874,0.5683670043945312,0.20969189703464508,0.9040395021438599,1.0,0.1461179256439209,0.012114938348531723
1056,nframe_02191,v40c_02860,0.11485137045383453,0.1381155252456665,0.6044824123382568,0.5696000456809998,0.21648453176021576,0.9078847169876099,1.0,0.14598016440868378,0.010404568165540695
1057,nframe_02192,v40c_02860,0.11455724388360977,0.13802430033683777,0.6031394600868225,0.5660461187362671,0.2194766104221344,0.9100911021232605,1.0,0.1459815502166748,0.012233872897922993
1058,nframe_02193,v40c_02860,0.11317762732505798,0.135935977101326,0.5991486310958862,0.5680146217346191,0.22098027169704437,0.9091358184814453,1.0,0.14596439898014069,0.012241184711456299
1059,nframe_02194,v40c_02860,0.11339180916547775,0.1354961097240448,0.600226104259491,0.5652933716773987,0.2229423224925995,0.9087969064712524,1.0,0.1458655446767807,0.010388433933258057
1060,nframe_02195,v40c_02860,0.11156630516052246,0.13406823575496674,0.5960465669631958,0.5650304555892944,0.22328713536262512,0.9084447622299194,1.0,0.14585977792739868,0.010799052193760872
1061,nframe_02196,v40c_02860,0.11127070337533951,0.13343049585819244,0.5958990454673767,0.5649721026420593,0.22418081760406494,0.9093225598335266,1.0,0.1459997147321701,0.01110627967864275
1062,nframe_02197,v40c_02860,0.11223652213811874,0.13366492092609406,0.5986396074295044,0.5666627883911133,0.22502632439136505,0.9089359045028687,1.0,0.14601938426494598,0.010884982533752918
1063,nframe_02198,v40c_02861,0.11098416894674301,0.13306087255477905,0.5946294665336609,0.5689095258712769,0.22459274530410767,0.9066044688224792,1.0,0.1459520012140274,0.011781154200434685
1064,nframe_02199,v40c_02861,0.11148107051849365,0.13322396576404572,0.595151424407959,0.570103108882904,0.22592061758041382,0.9076973795890808,1.0,0.1459200233221054,0.011497166939079762
1065,nframe_02200,v40c_02862,0.1081404760479927,0.1298139989376068,0.5876061916351318,0.5753452181816101,0.22598953545093536,0.9059509038925171,1.0,0.1457536369562149,0.009162227623164654
1066,nframe_02201,v40c_02863,0.10739698261022568,0.1292378306388855,0.5857620239257812,0.5736643075942993,0.22685295343399048,0.9067120552062988,1.0,0.14577153325080872,0.010636122897267342
1067,nframe_02202,v40c_02863,0.10680154711008072,0.12876297533512115,0.5848608613014221,0.5726279020309448,0.22796252369880676,0.9083930850028992,1.0,0.14590947329998016,0.012128080241382122
1068,nframe_02203,v40c_02864,0.10170683264732361,0.12387046217918396,0.5717031359672546,0.5695419907569885,0.22919660806655884,0.907075047492981,1.0,0.14580868184566498,0.010337606072425842
1069,nframe_02204,v40c_02864,0.10173173248767853,0.12369100004434586,0.5729085206985474,0.5723867416381836,0.22975091636180878,0.9066669344902039,1.0,0.1455322504043579,0.006702245678752661
1070,nframe_02205,v40c_02865,0.1003466472029686,0.1223200187087059,0.5715745687484741,0.5748230814933777,0.2283748835325241,0.9049004316329956,1.0,0.1455891728401184,0.007703141774982214
1071,nframe_02206,v40c_02865,0.09994743764400482,0.12143415957689285,0.571493923664093,0.5777414441108704,0.22798345983028412,0.904742419719696,1.0,0.14584067463874817,0.010083390399813652
1072,nframe_02207,v40c_02865,0.09969911724328995,0.12108403444290161,0.5711780190467834,0.5828603506088257,0.22767946124076843,0.9044873118400574,1.0,0.1459786593914032,0.01148317288607359
1073,nframe_02208,v40c_02866,0.09593716263771057,0.11841482669115067,0.5602781772613525,0.5815876126289368,0.22998426854610443,0.9061907529830933,1.0,0.1459336280822754,0.010241630487143993
1074,nframe_02209,v40c_02866,0.09537279605865479,0.1178252324461937,0.5578681230545044,0.5782065391540527,0.23381099104881287,0.9089668989181519,1.0,0.14590780436992645,0.011005925014615059
1075,nframe_02210,v40c_02866,0.09407807141542435,0.11651577055454254,0.5557318925857544,0.5765804648399353,0.2361050397157669,0.9098340272903442,1.0,0.14589591324329376,0.010149120353162289
1076,nframe_02211,v40c_02866,0.09409790486097336,0.11619479954242706,0.5561507940292358,0.5788609981536865,0.2364477664232254,0.9082128405570984,1.0,0.14597943425178528,0.0109180873259902
1077,nframe_02212,v40c_02866,0.09398873150348663,0.11565578728914261,0.5568045377731323,0.5808874368667603,0.23676690459251404,0.9070184826850891,1.0,0.14584815502166748,0.011892552487552166
1078,nframe_02213,v40c_02867,0.0976465567946434,0.12120679765939713,0.5635510683059692,0.581650972366333,0.23746252059936523,0.9072610139846802,1.0,0.1460554301738739,0.012453536503016949
1079,nframe_02214,v40c_02867,0.0976465567946434,0.12120679765939713,0.5635510683059692,0.5825454592704773,0.24027074873447418,0.9091426730155945,1.0,0.14596790075302124,0.011410849168896675
1080,nframe_02215,v40c_02868,0.09567096084356308,0.11913192272186279,0.5585148930549622,0.5815558433532715,0.24066336452960968,0.9093838930130005,1.0,0.14601494371891022,0.012279636226594448
1081,nframe_02216,v40c_02869,0.09351826459169388,0.11825554072856903,0.5519157648086548,0.5759304165840149,0.2416854202747345,0.9095075726509094,1.0,0.14578118920326233,0.009987717494368553
1082,nframe_02217,v40c_02869,0.09105102717876434,0.11705485731363297,0.5441302061080933,0.5734677314758301,0.2435595840215683,0.9115711450576782,1.0,0.14571547508239746,0.01054073590785265
1083,nframe_02218,v40c_02870,0.08821640908718109,0.11486388742923737,0.5354752540588379,0.5693151950836182,0.24724823236465454,0.9162973165512085,1.0,0.14576369524002075,0.011143001727759838
1084,nframe_02219,v40c_02871,0.08619241416454315,0.11337938159704208,0.5289351940155029,0.567643940448761,0.24914297461509705,0.9165821075439453,1.0,0.14566157758235931,0.008987562730908394
