seed,variant,step,original_row_id,loss_total,loss_classifier,loss_box_reg,loss_centerness,learning_rate,global_gradient_norm,ir_alignment_gradient_norm,event_alignment_gradient_norm,ir_theta_max_abs_deviation,ir_determinant_mean,ir_grid_oob_fraction,event_theta_max_abs_deviation,event_determinant_mean,event_grid_oob_fraction,finite,cuda_allocated_bytes,cuda_reserved_bytes,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,step_time_sec
1,alignment_on_equal,1,train:00009879,0.033825065940618515,0.033825065940618515,0.0,0.0,0.0001,1.616974315196943,0.0635777993501341,0.04767481728493067,0.0,1.0,0.0,0.0,1.0,0.0,True,130344448,329252864,0.030711399999972855,0.09011160000000018,0.17597030000001723,0.1784635999999864,0.4819029000000228
1,alignment_on_equal,2,train:00028906,0.010422861203551292,0.010422861203551292,0.0,0.0,0.0001,0.4509392680680256,0.017187410605154517,0.007000153540494904,0.0013276338577270508,1.0,0.0,0.0012990832328796387,0.9999999403953552,0.0,True,130590208,396361728,0.03973209999981009,0.058296800000107396,0.048605499999894164,0.170389699999987,0.30865449999987504
1,alignment_on_equal,3,train:00012397,0.005284914746880531,0.005284914746880531,0.0,0.0,0.0001,0.2234013155445768,0.03267620313759699,0.003647235491597471,0.00239985017105937,1.0002292394638062,0.0,0.0025789430364966393,1.000468134880066,0.0,True,130508288,396361728,0.03472680000004402,0.04008049999993091,0.052173900000070716,0.15089530000000195,0.2787564000000202
1,alignment_on_equal,4,train:00003260,0.0035941724199801683,0.0035941724199801683,0.0,0.0,0.0001,0.13734364208247585,0.0384657903592827,0.011962485679865032,0.0035814649891108274,1.0010191202163696,0.0,0.00392185477539897,1.0009115934371948,0.0,True,130115072,396361728,0.026928999999881853,0.04746320000003834,0.06042600000000675,0.14530869999998686,0.281203000000005
1,alignment_on_equal,5,train:00013837,2.949408531188965,1.3157705068588257,0.9660634994506836,0.6675742864608765,0.0001,19.733217825001702,7.186160381690063,2.135873187991498,0.004834629129618406,1.0012600421905518,0.0,0.004941793158650398,1.001679539680481,0.0,True,130508288,396361728,0.03155379999998331,0.03602580000006128,0.0485255999999481,0.13613629999986188,0.2530467999999928
1,alignment_on_equal,6,train:00027473,3.009040355682373,1.2661731243133545,1.0094808340072632,0.7333865165710449,0.0001,25.672969424097033,13.214059151858534,8.857110645851742,0.004299364052712917,0.9998075366020203,0.0,0.00468897819519043,1.0031754970550537,0.0,True,130115072,396361728,0.027865600000041013,0.037376400000084686,0.059664399999974194,0.14577710000003208,0.27155450000009296
1,alignment_on_equal,7,train:00020869,3.1725454330444336,1.3378992080688477,1.132825255393982,0.7018209099769592,0.0001,95.46429213260991,31.166099044762934,17.524632801865287,0.004249026533216238,0.9992061257362366,0.0,0.005320906639099121,1.0040608644485474,0.0017187499906867743,True,130508288,396361728,0.02481250000005275,0.040560099999993326,0.06406779999997525,0.15140470000005735,0.28174719999992703
1,alignment_on_equal,8,train:00032741,2.902721405029297,1.2020435333251953,0.9977349042892456,0.702942967414856,0.0001,31.67510918296957,18.42969248381229,3.1029085689396685,0.00517283147200942,0.9976558089256287,0.0,0.006479660049080849,1.0045394897460938,0.0073437499813735485,True,130115072,396361728,0.03091590000008182,0.03696119999995062,0.05707529999995131,0.1340553,0.26039289999994253
1,alignment_on_equal,9,train:00013457,0.00399045879021287,0.00399045879021287,0.0,0.0,0.0001,0.19994739132438935,0.04144756565298913,0.006921822504232406,0.006173113826662302,0.9964666962623596,0.0,0.007684469223022461,1.0051831007003784,0.01249999925494194,True,130508288,396361728,0.020618300000023737,0.036074800000051255,0.045625800000152594,0.14328939999995782,0.24691010000015012
1,alignment_on_equal,10,train:00007075,2.830366611480713,1.1593927145004272,0.9735039472579956,0.69746994972229,0.0001,9.763408562760077,3.1051878619622437,1.3354560780769549,0.007172578480094671,0.9953330755233765,0.0,0.00854945182800293,1.0055917501449585,0.01249999925494194,True,130115072,396361728,0.035319599999866114,0.036943999999948574,0.05151539999997112,0.135793700000022,0.2607655000001614
