seed,variant,step,original_row_id,loss_total,loss_classifier,loss_box_reg,loss_centerness,learning_rate,global_gradient_norm,ir_alignment_gradient_norm,event_alignment_gradient_norm,ir_theta_max_abs_deviation,ir_determinant_mean,ir_grid_oob_fraction,event_theta_max_abs_deviation,event_determinant_mean,event_grid_oob_fraction,finite,cuda_allocated_bytes,cuda_reserved_bytes,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,step_time_sec
2,alignment_off_equal,1,train:00019101,2.880563497543335,1.1944578886032104,0.9982799291610718,0.687825620174408,0.0001,12.778910718783598,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True,129705472,325058560,0.01680670000041573,0.09692350000022998,0.11174869999967996,0.3509601000000657,0.577897899999698
2,alignment_off_equal,2,train:00030874,0.011876375414431095,0.011876375414431095,0.0,0.0,0.0001,0.5448472428928269,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True,129984000,387973120,0.040237100000013015,0.09428740000021207,0.10660939999979746,0.2786528999999973,0.5015093000001798
2,alignment_off_equal,3,train:00031808,0.012874055653810501,0.012874055653810501,0.0,0.0,0.0001,0.6174233500683917,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True,129934848,387973120,0.01856260000022303,0.08381650000001173,0.10630870000022696,0.3044310999998743,0.5146473999998307
2,alignment_off_equal,4,train:00013294,0.01165233924984932,0.01165233924984932,0.0,0.0,0.0001,0.5319975034833778,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True,129984000,387973120,0.016826900000069145,0.082396300000255,0.1029806000001372,0.2782939999997325,0.4824141999997664
2,alignment_off_equal,5,train:00015771,2.9718754291534424,1.1643072366714478,1.1459499597549438,0.6616182327270508,0.0001,97.65132263472046,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True,129934848,387973120,0.014947099999972124,0.08423050000010335,0.11765449999984412,0.2689970999999787,0.4873185999999805
2,alignment_off_equal,6,train:00008134,3.060001850128174,1.1295393705368042,1.2497000694274902,0.6807624101638794,0.0001,41.4529002013912,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True,129984000,387973120,0.016719100000045728,0.08333089999996446,0.11921399999982896,0.27978310000025886,0.5004305000002205
2,alignment_off_equal,7,train:00000099,2.7121379375457764,1.071445345878601,0.9098804593086243,0.7308120727539062,0.0001,53.41420090797481,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True,129934848,387973120,0.014634699999987788,0.08227620000025127,0.12168840000003911,0.30203309999978956,0.5221409000000676
2,alignment_off_equal,8,train:00020531,0.029599981382489204,0.029599981382489204,0.0,0.0,0.0001,1.9212984260765271,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True,129984000,387973120,0.02744140000004336,0.08137940000005983,0.10622020000027987,0.272763699999814,0.4900627000001805
2,alignment_off_equal,9,train:00024558,0.0401725172996521,0.0401725172996521,0.0,0.0,0.0001,2.942315256774471,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True,129934848,387973120,0.014597599999888189,0.08582879999994475,0.10805600000003324,0.2923062999998365,0.5024745999999141
2,alignment_off_equal,10,train:00016604,2.4828665256500244,1.0134773254394531,0.7734578847885132,0.6959313154220581,0.0001,71.3798742844569,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True,129984000,387973120,0.017839099999946484,0.09199020000005476,0.11844159999964177,0.302069500000016,0.5321943999997529
