model_type,total_params,trainable_params,operator_flops,derived_macs,mean_latency_ms,median_latency_ms,p95_latency_ms,throughput_fps,peak_allocated_memory_mib,checkpoint,checkpoint_sha256,input_shape,precision_mode
ra_static_equal,6592458,6592458,1054337588,527168794.0,96.56740000000141,96.56740000000141,96.56740000000141,10.355461573988586,,,NA,1x5x64x64,float32
