component_id,node_count,v39_train_count,v39_validation_count,v39_guard_count,v39_outside_count,represented_in_both_train_validation,source_tvcc_components
cdc_0679,2,2,0,0,0,no,
cdc_0680,2,2,0,0,0,no,
cdc_0681,2,2,0,0,0,no,
cdc_0682,5,5,0,0,0,no,
cdc_0683,2,2,0,0,0,no,
cdc_0684,4,4,0,0,0,no,
cdc_0685,2,2,0,0,0,no,
cdc_0686,10,10,0,0,0,no,
cdc_0687,6,6,0,0,0,no,
cdc_0688,17,17,0,0,0,no,
cdc_0689,4,4,0,0,0,no,
cdc_0690,5,0,5,0,0,no,
cdc_0691,2,0,2,0,0,no,
cdc_0692,2,0,2,0,0,no,
cdc_0693,10,0,10,0,0,no,
cdc_0694,2,0,2,0,0,no,
cdc_0695,2,0,2,0,0,no,
cdc_0696,2,0,2,0,0,no,
cdc_0697,3,0,3,0,0,no,
cdc_0698,5,0,5,0,0,no,
cdc_0699,2,0,2,0,0,no,
cdc_0700,2,0,2,0,0,no,
cdc_0701,2,0,2,0,0,no,
cdc_0702,2,0,2,0,0,no,
cdc_0703,6,0,6,0,0,no,
cdc_0704,8,0,8,0,0,no,
cdc_0705,3,3,0,0,0,no,
cdc_0706,8,8,0,0,0,no,
cdc_0707,30,30,0,0,0,no,
cdc_0708,87,87,0,0,0,no,tvcc_0020
cdc_0709,3,3,0,0,0,no,
cdc_0710,5,5,0,0,0,no,
cdc_0711,3,0,3,0,0,no,
cdc_0712,5,0,5,0,0,no,tvcc_0021
cdc_0713,3,0,3,0,0,no,tvcc_0022
cdc_0714,2,2,0,0,0,no,
cdc_0715,2,2,0,0,0,no,
cdc_0716,3,3,0,0,0,no,
cdc_0717,2,2,0,0,0,no,
cdc_0718,4,4,0,0,0,no,
cdc_0719,9,9,0,0,0,no,
cdc_0720,2,2,0,0,0,no,
cdc_0721,2,2,0,0,0,no,
cdc_0722,2,2,0,0,0,no,
cdc_0723,2,2,0,0,0,no,
cdc_0724,2,2,0,0,0,no,
cdc_0725,8,8,0,0,0,no,
cdc_0726,2,2,0,0,0,no,
cdc_0727,3,3,0,0,0,no,
cdc_0728,5,5,0,0,0,no,
cdc_0729,2,2,0,0,0,no,
cdc_0730,7,7,0,0,0,no,
cdc_0731,7,7,0,0,0,no,
cdc_0732,3,3,0,0,0,no,
cdc_0733,2,2,0,0,0,no,
cdc_0734,3,3,0,0,0,no,
cdc_0735,2,2,0,0,0,no,
cdc_0736,2,2,0,0,0,no,
cdc_0737,9,9,0,0,0,no,
cdc_0738,2,2,0,0,0,no,
cdc_0739,12,12,0,0,0,no,
cdc_0740,2,2,0,0,0,no,
cdc_0741,2,2,0,0,0,no,
cdc_0742,4,4,0,0,0,no,
cdc_0743,3,3,0,0,0,no,
cdc_0744,2,2,0,0,0,no,
cdc_0745,3,3,0,0,0,no,
cdc_0746,2,2,0,0,0,no,
cdc_0747,10,10,0,0,0,no,
cdc_0748,2,2,0,0,0,no,
cdc_0749,3,3,0,0,0,no,
cdc_0750,3,3,0,0,0,no,
cdc_0751,2,0,2,0,0,no,
cdc_0752,2,0,2,0,0,no,
cdc_0753,3,0,3,0,0,no,
cdc_0754,4,0,4,0,0,no,
cdc_0755,2,0,2,0,0,no,
cdc_0756,3,0,3,0,0,no,
cdc_0757,6,0,6,0,0,no,
cdc_0758,4,0,4,0,0,no,
cdc_0759,7,0,7,0,0,no,
cdc_0760,4,0,4,0,0,no,
cdc_0761,4,0,4,0,0,no,
cdc_0762,3,0,3,0,0,no,tvcc_0023
cdc_0763,2,2,0,0,0,no,
cdc_0764,4,4,0,0,0,no,
cdc_0765,11,11,0,0,0,no,
cdc_0766,4,4,0,0,0,no,
cdc_0767,3,3,0,0,0,no,
cdc_0768,2,2,0,0,0,no,
cdc_0769,2,2,0,0,0,no,
cdc_0770,3,3,0,0,0,no,
cdc_0771,2,2,0,0,0,no,
cdc_0772,2,2,0,0,0,no,
cdc_0773,2,2,0,0,0,no,
cdc_0774,2,2,0,0,0,no,
cdc_0775,3,3,0,0,0,no,
cdc_0776,3,3,0,0,0,no,
cdc_0777,2,2,0,0,0,no,
cdc_0778,2,2,0,0,0,no,
cdc_0779,2,2,0,0,0,no,
cdc_0780,2,2,0,0,0,no,
cdc_0781,6,6,0,0,0,no,
cdc_0782,2,2,0,0,0,no,
cdc_0783,2,2,0,0,0,no,
cdc_0784,6,6,0,0,0,no,
cdc_0785,2,2,0,0,0,no,
cdc_0786,2,2,0,0,0,no,
cdc_0787,5,5,0,0,0,no,
cdc_0788,6,6,0,0,0,no,
cdc_0789,5,5,0,0,0,no,
cdc_0790,3,3,0,0,0,no,
cdc_0791,2,0,2,0,0,no,
cdc_0792,2,0,2,0,0,no,
cdc_0793,2,0,2,0,0,no,
cdc_0794,3,0,3,0,0,no,
cdc_0795,2,0,2,0,0,no,
cdc_0796,3,0,3,0,0,no,
cdc_0797,71,71,0,0,0,no,tvcc_0025|tvcc_0027
cdc_0798,2,2,0,0,0,no,
cdc_0799,2,2,0,0,0,no,
cdc_0800,2,2,0,0,0,no,
cdc_0801,5,5,0,0,0,no,
cdc_0802,2,2,0,0,0,no,
cdc_0803,51,0,51,0,0,no,tvcc_0024|tvcc_0026
cdc_0804,7,7,0,0,0,no,
cdc_0805,2,2,0,0,0,no,
cdc_0806,2,2,0,0,0,no,
cdc_0807,2,2,0,0,0,no,
cdc_0808,2,2,0,0,0,no,
cdc_0809,2,0,2,0,0,no,
cdc_0810,3,0,3,0,0,no,
cdc_0811,2,0,2,0,0,no,
cdc_0812,8,0,8,0,0,no,
cdc_0813,2,0,2,0,0,no,
cdc_0814,2,0,2,0,0,no,
cdc_0815,19,0,19,0,0,no,
cdc_0816,2,0,2,0,0,no,
cdc_0817,2,0,2,0,0,no,
cdc_0818,2,0,2,0,0,no,
cdc_0819,3,0,3,0,0,no,
cdc_0820,2,0,2,0,0,no,
cdc_0821,3,0,3,0,0,no,
cdc_0822,2,0,2,0,0,no,
cdc_0823,2,0,2,0,0,no,
cdc_0824,2,2,0,0,0,no,
cdc_0825,2,2,0,0,0,no,
cdc_0826,2,2,0,0,0,no,
cdc_0827,2,2,0,0,0,no,
cdc_0828,2,2,0,0,0,no,
cdc_0829,5,5,0,0,0,no,
cdc_0830,2,2,0,0,0,no,
cdc_0831,8,0,8,0,0,no,
cdc_0832,2,0,2,0,0,no,
cdc_0833,2,0,2,0,0,no,
cdc_0834,2,0,2,0,0,no,
cdc_0835,3,0,3,0,0,no,
cdc_0836,3,0,3,0,0,no,
cdc_0837,2,0,2,0,0,no,
cdc_0838,3,3,0,0,0,no,
cdc_0839,2,2,0,0,0,no,
cdc_0840,2,2,0,0,0,no,
cdc_0841,2,2,0,0,0,no,
cdc_0842,2,2,0,0,0,no,
cdc_0843,3,3,0,0,0,no,
cdc_0844,2,2,0,0,0,no,
cdc_0845,10,10,0,0,0,no,
cdc_0846,2,0,2,0,0,no,
cdc_0847,4,0,4,0,0,no,
cdc_0848,2,0,2,0,0,no,
cdc_0849,3,0,3,0,0,no,
cdc_0850,2,0,2,0,0,no,
cdc_0851,2,0,2,0,0,no,
cdc_0852,2,0,2,0,0,no,
cdc_0853,3,0,3,0,0,no,
cdc_0854,2,0,2,0,0,no,tvcc_0028
cdc_0855,5,0,5,0,0,no,
cdc_0856,5,0,5,0,0,no,
cdc_0857,4,4,0,0,0,no,
cdc_0858,3,3,0,0,0,no,
cdc_0859,2,2,0,0,0,no,
cdc_0860,2,2,0,0,0,no,
cdc_0861,3,3,0,0,0,no,
cdc_0862,2,2,0,0,0,no,
cdc_0863,2,2,0,0,0,no,
cdc_0864,4,4,0,0,0,no,
cdc_0865,3,3,0,0,0,no,
cdc_0866,2,2,0,0,0,no,
cdc_0867,2,0,2,0,0,no,
cdc_0868,2,0,2,0,0,no,
cdc_0869,2,0,2,0,0,no,
cdc_0870,2,0,2,0,0,no,
cdc_0871,3,0,3,0,0,no,
cdc_0872,4,0,4,0,0,no,
cdc_0873,2,0,2,0,0,no,
cdc_0874,3,0,3,0,0,no,
cdc_0875,2,0,2,0,0,no,
cdc_0876,3,0,3,0,0,no,
cdc_0877,2,0,2,0,0,no,
cdc_0878,2,0,2,0,0,no,
cdc_0879,3,0,3,0,0,no,
cdc_0880,3,0,3,0,0,no,
cdc_0881,3,0,3,0,0,no,
cdc_0882,2,2,0,0,0,no,
cdc_0883,2,2,0,0,0,no,
cdc_0884,2,2,0,0,0,no,
cdc_0885,3,3,0,0,0,no,
cdc_0886,6,6,0,0,0,no,
cdc_0887,2,2,0,0,0,no,
cdc_0888,2,2,0,0,0,no,
cdc_0889,2,2,0,0,0,no,
cdc_0890,2,2,0,0,0,no,
cdc_0891,2,2,0,0,0,no,
cdc_0892,2,2,0,0,0,no,
cdc_0893,14,14,0,0,0,no,
cdc_0894,5,5,0,0,0,no,
cdc_0895,2,2,0,0,0,no,
cdc_0896,2,2,0,0,0,no,
cdc_0897,3,3,0,0,0,no,
cdc_0898,2,2,0,0,0,no,
cdc_0899,2,2,0,0,0,no,
cdc_0900,4,4,0,0,0,no,
cdc_0901,2,2,0,0,0,no,
cdc_0902,3,3,0,0,0,no,
cdc_0903,2,2,0,0,0,no,
cdc_0904,2,2,0,0,0,no,
cdc_0905,2,2,0,0,0,no,
cdc_0906,2,2,0,0,0,no,
cdc_0907,3,3,0,0,0,no,
cdc_0908,2,2,0,0,0,no,
cdc_0909,2,2,0,0,0,no,
cdc_0910,5,5,0,0,0,no,
cdc_0911,3,3,0,0,0,no,
cdc_0912,5,5,0,0,0,no,
cdc_0913,4,4,0,0,0,no,
cdc_0914,2,2,0,0,0,no,
cdc_0915,3,3,0,0,0,no,
cdc_0916,4,4,0,0,0,no,
cdc_0917,3,3,0,0,0,no,
cdc_0918,5,5,0,0,0,no,
cdc_0919,5,5,0,0,0,no,
cdc_0920,2,2,0,0,0,no,
cdc_0921,2,2,0,0,0,no,
cdc_0922,2,2,0,0,0,no,
cdc_0923,4,4,0,0,0,no,
cdc_0924,4,4,0,0,0,no,
cdc_0925,2,2,0,0,0,no,
cdc_0926,2,2,0,0,0,no,
cdc_0927,2,2,0,0,0,no,
cdc_0928,2,2,0,0,0,no,
cdc_0929,2,0,2,0,0,no,
cdc_0930,7,0,7,0,0,no,
cdc_0931,2,0,2,0,0,no,
cdc_0932,2,0,2,0,0,no,
cdc_0933,2,0,2,0,0,no,
cdc_0934,2,2,0,0,0,no,
cdc_0935,2,2,0,0,0,no,
cdc_0936,4,4,0,0,0,no,
cdc_0937,2,2,0,0,0,no,
cdc_0938,3,3,0,0,0,no,
cdc_0939,3,3,0,0,0,no,
cdc_0940,2,2,0,0,0,no,
cdc_0941,2,0,2,0,0,no,
cdc_0942,2,0,2,0,0,no,
cdc_0943,2,0,2,0,0,no,
cdc_0944,2,0,2,0,0,no,
cdc_0945,5,0,5,0,0,no,
cdc_0946,3,0,3,0,0,no,tvcc_0029
cdc_0947,2,0,2,0,0,no,
cdc_0948,2,2,0,0,0,no,
cdc_0949,2,2,0,0,0,no,
cdc_0950,2,2,0,0,0,no,
cdc_0951,2,2,0,0,0,no,
cdc_0952,3,3,0,0,0,no,
cdc_0953,3,3,0,0,0,no,
cdc_0954,2,0,2,0,0,no,
cdc_0955,2,0,2,0,0,no,
cdc_0956,2,0,2,0,0,no,
cdc_0957,2,0,2,0,0,no,
cdc_0958,2,2,0,0,0,no,
cdc_0959,2,2,0,0,0,no,
cdc_0960,2,2,0,0,0,no,
cdc_0961,2,2,0,0,0,no,
cdc_0962,2,2,0,0,0,no,
cdc_0963,2,2,0,0,0,no,
cdc_0964,2,2,0,0,0,no,
cdc_0965,2,2,0,0,0,no,
cdc_0966,2,2,0,0,0,no,
cdc_0967,2,2,0,0,0,no,
cdc_0968,2,2,0,0,0,no,
cdc_0969,3,3,0,0,0,no,
cdc_0970,2,2,0,0,0,no,
cdc_0971,3,3,0,0,0,no,
cdc_0972,2,2,0,0,0,no,
cdc_0973,2,2,0,0,0,no,
cdc_0974,3,3,0,0,0,no,
cdc_0975,4,4,0,0,0,no,
cdc_0976,5,5,0,0,0,no,
cdc_0977,3,3,0,0,0,no,
cdc_0978,2,2,0,0,0,no,
cdc_0979,5,5,0,0,0,no,
cdc_0980,4,4,0,0,0,no,
cdc_0981,4,4,0,0,0,no,
cdc_0982,2,2,0,0,0,no,
cdc_0983,7,7,0,0,0,no,
cdc_0984,2,2,0,0,0,no,
cdc_0985,6,6,0,0,0,no,
cdc_0986,2,2,0,0,0,no,
cdc_0987,6,6,0,0,0,no,
cdc_0988,4,4,0,0,0,no,
cdc_0989,3,3,0,0,0,no,
cdc_0990,2,2,0,0,0,no,
cdc_0991,2,2,0,0,0,no,
cdc_0992,2,2,0,0,0,no,
cdc_0993,2,2,0,0,0,no,
cdc_0994,2,2,0,0,0,no,
cdc_0995,2,2,0,0,0,no,
cdc_0996,6,6,0,0,0,no,
cdc_0997,2,2,0,0,0,no,
cdc_0998,2,2,0,0,0,no,
cdc_0999,3,3,0,0,0,no,
cdc_1000,2,2,0,0,0,no,
cdc_1001,2,2,0,0,0,no,
cdc_1002,3,3,0,0,0,no,
cdc_1003,2,2,0,0,0,no,
cdc_1004,3,3,0,0,0,no,
cdc_1005,2,2,0,0,0,no,
cdc_1006,2,2,0,0,0,no,
cdc_1007,2,2,0,0,0,no,
cdc_1008,2,2,0,0,0,no,
cdc_1009,46,46,0,0,0,no,
cdc_1010,3,3,0,0,0,no,
cdc_1011,2,2,0,0,0,no,
cdc_1012,2,2,0,0,0,no,
cdc_1013,2,2,0,0,0,no,
cdc_1014,15,15,0,0,0,no,
cdc_1015,5,5,0,0,0,no,
cdc_1016,2,2,0,0,0,no,
cdc_1017,2,2,0,0,0,no,
cdc_1018,2,2,0,0,0,no,
cdc_1019,2,2,0,0,0,no,
cdc_1020,24,24,0,0,0,no,
cdc_1021,4,4,0,0,0,no,
cdc_1022,2,2,0,0,0,no,
cdc_1023,3,3,0,0,0,no,
cdc_1024,3,3,0,0,0,no,
cdc_1025,10,10,0,0,0,no,
cdc_1026,2,2,0,0,0,no,
cdc_1027,10,10,0,0,0,no,
cdc_1028,2,2,0,0,0,no,
cdc_1029,3,3,0,0,0,no,
cdc_1030,2,2,0,0,0,no,
cdc_1031,4,4,0,0,0,no,
cdc_1032,3,3,0,0,0,no,
cdc_1033,2,2,0,0,0,no,
cdc_1034,3,3,0,0,0,no,
cdc_1035,3,3,0,0,0,no,
cdc_1036,3,3,0,0,0,no,
cdc_1037,6,6,0,0,0,no,
cdc_1038,2,2,0,0,0,no,
cdc_1039,4,0,4,0,0,no,tvcc_0030
cdc_1040,6,6,0,0,0,no,
cdc_1041,2,2,0,0,0,no,
cdc_1042,2,2,0,0,0,no,
cdc_1043,2,2,0,0,0,no,
cdc_1044,2,0,2,0,0,no,
cdc_1045,2,0,2,0,0,no,
cdc_1046,2,0,2,0,0,no,
cdc_1047,2,0,2,0,0,no,
cdc_1048,2,0,2,0,0,no,
cdc_1049,2,2,0,0,0,no,
cdc_1050,2,2,0,0,0,no,
cdc_1051,2,2,0,0,0,no,
cdc_1052,2,2,0,0,0,no,
cdc_1053,2,2,0,0,0,no,
cdc_1054,2,2,0,0,0,no,
cdc_1055,3,3,0,0,0,no,
cdc_1056,4,0,4,0,0,no,tvcc_0031
cdc_1057,5,0,5,0,0,no,
cdc_1058,5,0,5,0,0,no,
cdc_1059,2,0,2,0,0,no,
cdc_1060,2,0,2,0,0,no,
cdc_1061,3,0,3,0,0,no,tvcc_0032
cdc_1062,2,0,2,0,0,no,
cdc_1063,3,0,3,0,0,no,
cdc_1064,4,0,4,0,0,no,
cdc_1065,2,0,2,0,0,no,
cdc_1066,2,0,2,0,0,no,
cdc_1067,2,0,2,0,0,no,
cdc_1068,2,2,0,0,0,no,
cdc_1069,2,2,0,0,0,no,
cdc_1070,3,3,0,0,0,no,
cdc_1071,2,2,0,0,0,no,
cdc_1072,2,2,0,0,0,no,
cdc_1073,2,2,0,0,0,no,
cdc_1074,2,2,0,0,0,no,
cdc_1075,2,2,0,0,0,no,
cdc_1076,2,2,0,0,0,no,
cdc_1077,3,3,0,0,0,no,
cdc_1078,2,2,0,0,0,no,
cdc_1079,2,2,0,0,0,no,
cdc_1080,2,2,0,0,0,no,
cdc_1081,2,2,0,0,0,no,
cdc_1082,2,2,0,0,0,no,
cdc_1083,2,2,0,0,0,no,
cdc_1084,2,2,0,0,0,no,
cdc_1085,3,3,0,0,0,no,
cdc_1086,5,5,0,0,0,no,
cdc_1087,5,0,5,0,0,no,tvcc_0033
cdc_1088,4,4,0,0,0,no,
cdc_1089,2,2,0,0,0,no,
cdc_1090,2,2,0,0,0,no,
cdc_1091,3,3,0,0,0,no,
cdc_1092,3,0,3,0,0,no,
cdc_1093,2,0,2,0,0,no,
cdc_1094,2,0,2,0,0,no,
cdc_1095,2,0,2,0,0,no,
cdc_1096,2,0,2,0,0,no,
cdc_1097,24,24,0,0,0,no,tvcc_0034
cdc_1098,2,2,0,0,0,no,
cdc_1099,2,2,0,0,0,no,
cdc_1100,2,2,0,0,0,no,
cdc_1101,2,2,0,0,0,no,
cdc_1102,2,2,0,0,0,no,
cdc_1103,2,2,0,0,0,no,
cdc_1104,2,2,0,0,0,no,
cdc_1105,2,2,0,0,0,no,
cdc_1106,2,2,0,0,0,no,
cdc_1107,2,2,0,0,0,no,
cdc_1108,2,2,0,0,0,no,
cdc_1109,2,2,0,0,0,no,
cdc_1110,2,2,0,0,0,no,
cdc_1111,2,2,0,0,0,no,
cdc_1112,3,3,0,0,0,no,
cdc_1113,4,4,0,0,0,no,
cdc_1114,8,8,0,0,0,no,
cdc_1115,2,2,0,0,0,no,
cdc_1116,2,2,0,0,0,no,
cdc_1117,2,2,0,0,0,no,
cdc_1118,2,2,0,0,0,no,
cdc_1119,3,3,0,0,0,no,
cdc_1120,6,6,0,0,0,no,
cdc_1121,4,4,0,0,0,no,
cdc_1122,2,2,0,0,0,no,
cdc_1123,2,2,0,0,0,no,
cdc_1124,2,2,0,0,0,no,
cdc_1125,2,2,0,0,0,no,
cdc_1126,2,2,0,0,0,no,
cdc_1127,2,2,0,0,0,no,
cdc_1128,2,2,0,0,0,no,
cdc_1129,3,3,0,0,0,no,
cdc_1130,2,2,0,0,0,no,
cdc_1131,2,2,0,0,0,no,
cdc_1132,2,2,0,0,0,no,
cdc_1133,3,3,0,0,0,no,
cdc_1134,3,3,0,0,0,no,
cdc_1135,3,3,0,0,0,no,
cdc_1136,3,3,0,0,0,no,
cdc_1137,2,2,0,0,0,no,
cdc_1138,6,6,0,0,0,no,
cdc_1139,2,2,0,0,0,no,
cdc_1140,3,3,0,0,0,no,
cdc_1141,3,3,0,0,0,no,
cdc_1142,5,0,5,0,0,no,
cdc_1143,3,0,3,0,0,no,tvcc_0035
cdc_1144,2,0,2,0,0,no,
cdc_1145,2,2,0,0,0,no,
cdc_1146,2,2,0,0,0,no,
cdc_1147,3,3,0,0,0,no,
cdc_1148,2,2,0,0,0,no,
cdc_1149,2,2,0,0,0,no,
cdc_1150,2,0,2,0,0,no,
cdc_1151,2,0,2,0,0,no,
cdc_1152,2,0,2,0,0,no,
cdc_1153,2,0,2,0,0,no,
cdc_1154,2,0,2,0,0,no,
cdc_1155,2,0,2,0,0,no,
cdc_1156,2,0,2,0,0,no,
cdc_1157,2,0,2,0,0,no,
cdc_1158,4,0,4,0,0,no,
cdc_1159,2,0,2,0,0,no,
cdc_1160,2,0,2,0,0,no,
cdc_1161,2,0,2,0,0,no,
cdc_1162,2,0,2,0,0,no,
cdc_1163,2,0,2,0,0,no,
cdc_1164,2,0,2,0,0,no,
cdc_1165,2,0,2,0,0,no,
cdc_1166,2,0,2,0,0,no,
cdc_1167,3,3,0,0,0,no,
cdc_1168,2,2,0,0,0,no,
cdc_1169,2,2,0,0,0,no,
cdc_1170,2,2,0,0,0,no,
cdc_1171,2,2,0,0,0,no,
cdc_1172,2,0,2,0,0,no,
cdc_1173,4,0,4,0,0,no,
cdc_1174,2,0,2,0,0,no,
cdc_1175,2,0,2,0,0,no,
cdc_1176,3,0,3,0,0,no,
cdc_1177,2,0,2,0,0,no,
cdc_1178,2,0,2,0,0,no,
cdc_1179,2,0,2,0,0,no,
cdc_1180,3,0,3,0,0,no,
cdc_1181,5,0,5,0,0,no,
cdc_1182,3,0,3,0,0,no,
cdc_1183,3,0,3,0,0,no,
cdc_1184,2,0,2,0,0,no,
cdc_1185,2,0,2,0,0,no,
cdc_1186,2,0,2,0,0,no,
cdc_1187,2,0,2,0,0,no,tvcc_0036
cdc_1188,2,2,0,0,0,no,
cdc_1189,2,2,0,0,0,no,
cdc_1190,2,2,0,0,0,no,
cdc_1191,2,2,0,0,0,no,
cdc_1192,2,0,2,0,0,no,tvcc_0037
cdc_1193,2,0,2,0,0,no,tvcc_0038
cdc_1194,2,2,0,0,0,no,
cdc_1195,2,2,0,0,0,no,
cdc_1196,2,2,0,0,0,no,
cdc_1197,2,2,0,0,0,no,
cdc_1198,15,0,15,0,0,no,tvcc_0039
cdc_1199,3,0,3,0,0,no,tvcc_0040
cdc_1200,3,3,0,0,0,no,
cdc_1201,3,3,0,0,0,no,
cdc_1202,2,2,0,0,0,no,
cdc_1203,3,3,0,0,0,no,
cdc_1204,2,2,0,0,0,no,
cdc_1205,3,3,0,0,0,no,
cdc_1206,2,2,0,0,0,no,
cdc_1207,2,2,0,0,0,no,
cdc_1208,2,2,0,0,0,no,
cdc_1209,2,0,2,0,0,no,
cdc_1210,2,0,2,0,0,no,
cdc_1211,2,0,2,0,0,no,
cdc_1212,2,0,2,0,0,no,
cdc_1213,2,0,2,0,0,no,
cdc_1214,3,3,0,0,0,no,
cdc_1215,2,2,0,0,0,no,
cdc_1216,2,2,0,0,0,no,
cdc_1217,3,3,0,0,0,no,
cdc_1218,2,2,0,0,0,no,
cdc_1219,2,2,0,0,0,no,
cdc_1220,2,2,0,0,0,no,
cdc_1221,2,2,0,0,0,no,
cdc_1222,2,2,0,0,0,no,
cdc_1223,4,4,0,0,0,no,
cdc_1224,2,2,0,0,0,no,
cdc_1225,2,2,0,0,0,no,
cdc_1226,2,2,0,0,0,no,
cdc_1227,5,5,0,0,0,no,
cdc_1228,2,2,0,0,0,no,
cdc_1229,2,2,0,0,0,no,
cdc_1230,4,4,0,0,0,no,
cdc_1231,4,4,0,0,0,no,
cdc_1232,3,3,0,0,0,no,
cdc_1233,2,2,0,0,0,no,
cdc_1234,2,2,0,0,0,no,
cdc_1235,2,2,0,0,0,no,
cdc_1236,2,2,0,0,0,no,
cdc_1237,2,2,0,0,0,no,
cdc_1238,3,3,0,0,0,no,
cdc_1239,2,2,0,0,0,no,
cdc_1240,2,2,0,0,0,no,
cdc_1241,2,2,0,0,0,no,
cdc_1242,2,2,0,0,0,no,
cdc_1243,3,3,0,0,0,no,
cdc_1244,3,3,0,0,0,no,
cdc_1245,5,5,0,0,0,no,
cdc_1246,4,4,0,0,0,no,
cdc_1247,5,5,0,0,0,no,
cdc_1248,2,2,0,0,0,no,
cdc_1249,3,3,0,0,0,no,
cdc_1250,2,2,0,0,0,no,
cdc_1251,2,2,0,0,0,no,
cdc_1252,2,2,0,0,0,no,
cdc_1253,2,2,0,0,0,no,
cdc_1254,2,2,0,0,0,no,
cdc_1255,6,6,0,0,0,no,
cdc_1256,2,2,0,0,0,no,
cdc_1257,2,2,0,0,0,no,
cdc_1258,4,4,0,0,0,no,
cdc_1259,3,3,0,0,0,no,
cdc_1260,2,2,0,0,0,no,
cdc_1261,2,2,0,0,0,no,
cdc_1262,6,6,0,0,0,no,
cdc_1263,4,4,0,0,0,no,
cdc_1264,2,2,0,0,0,no,
cdc_1265,2,2,0,0,0,no,
cdc_1266,2,2,0,0,0,no,
cdc_1267,10,10,0,0,0,no,
cdc_1268,2,2,0,0,0,no,
cdc_1269,2,2,0,0,0,no,
cdc_1270,2,2,0,0,0,no,
cdc_1271,2,2,0,0,0,no,
cdc_1272,2,2,0,0,0,no,
cdc_1273,2,2,0,0,0,no,
cdc_1274,2,2,0,0,0,no,
cdc_1275,9,9,0,0,0,no,
cdc_1276,3,3,0,0,0,no,
cdc_1277,2,2,0,0,0,no,
cdc_1278,2,2,0,0,0,no,
cdc_1279,2,2,0,0,0,no,
cdc_1280,2,2,0,0,0,no,
cdc_1281,4,4,0,0,0,no,
cdc_1282,3,3,0,0,0,no,
cdc_1283,2,2,0,0,0,no,
cdc_1284,2,2,0,0,0,no,
cdc_1285,2,2,0,0,0,no,
cdc_1286,10,10,0,0,0,no,
cdc_1287,8,8,0,0,0,no,
cdc_1288,3,3,0,0,0,no,
cdc_1289,4,4,0,0,0,no,
cdc_1290,10,10,0,0,0,no,
cdc_1291,2,2,0,0,0,no,
cdc_1292,7,7,0,0,0,no,
cdc_1293,2,2,0,0,0,no,
cdc_1294,8,8,0,0,0,no,
cdc_1295,2,2,0,0,0,no,
cdc_1296,9,9,0,0,0,no,
cdc_1297,2,2,0,0,0,no,
cdc_1298,2,2,0,0,0,no,
cdc_1299,2,2,0,0,0,no,
cdc_1300,10,10,0,0,0,no,
cdc_1301,11,11,0,0,0,no,
cdc_1302,2,2,0,0,0,no,
cdc_1303,9,9,0,0,0,no,
cdc_1304,2,2,0,0,0,no,
cdc_1305,6,6,0,0,0,no,
cdc_1306,2,2,0,0,0,no,
cdc_1307,2,2,0,0,0,no,
cdc_1308,2,2,0,0,0,no,
cdc_1309,3,3,0,0,0,no,
cdc_1310,2,2,0,0,0,no,
cdc_1311,3,3,0,0,0,no,
cdc_1312,21,21,0,0,0,no,
cdc_1313,9,9,0,0,0,no,
cdc_1314,3,3,0,0,0,no,
cdc_1315,4,4,0,0,0,no,
cdc_1316,2,2,0,0,0,no,
cdc_1317,2,2,0,0,0,no,
cdc_1318,2,2,0,0,0,no,
cdc_1319,3,3,0,0,0,no,
cdc_1320,3,3,0,0,0,no,
cdc_1321,14,14,0,0,0,no,
cdc_1322,6,6,0,0,0,no,
cdc_1323,9,9,0,0,0,no,
cdc_1324,2,2,0,0,0,no,
cdc_1325,8,8,0,0,0,no,
cdc_1326,2,2,0,0,0,no,
cdc_1327,11,11,0,0,0,no,
cdc_1328,2,2,0,0,0,no,
cdc_1329,3,3,0,0,0,no,
cdc_1330,2,2,0,0,0,no,
cdc_1331,11,11,0,0,0,no,
cdc_1332,4,4,0,0,0,no,
cdc_1333,5,5,0,0,0,no,
cdc_1334,8,8,0,0,0,no,
cdc_1335,6,6,0,0,0,no,
cdc_1336,4,4,0,0,0,no,
cdc_1337,4,4,0,0,0,no,
cdc_1338,4,4,0,0,0,no,
cdc_1339,2,2,0,0,0,no,
cdc_1340,5,5,0,0,0,no,
cdc_1341,2,2,0,0,0,no,
cdc_1342,9,9,0,0,0,no,
cdc_1343,2,2,0,0,0,no,
cdc_1344,2,2,0,0,0,no,
cdc_1345,4,4,0,0,0,no,
cdc_1346,6,6,0,0,0,no,
cdc_1347,11,11,0,0,0,no,
cdc_1348,19,19,0,0,0,no,
cdc_1349,2,2,0,0,0,no,
cdc_1350,4,4,0,0,0,no,
cdc_1351,3,3,0,0,0,no,
cdc_1352,2,2,0,0,0,no,
cdc_1353,2,2,0,0,0,no,
cdc_1354,2,2,0,0,0,no,
cdc_1355,2,2,0,0,0,no,
cdc_1356,2,2,0,0,0,no,
cdc_1357,2,2,0,0,0,no,
cdc_1358,2,2,0,0,0,no,
cdc_1359,2,2,0,0,0,no,
cdc_1360,2,2,0,0,0,no,
cdc_1361,2,2,0,0,0,no,
cdc_1362,4,4,0,0,0,no,
cdc_1363,2,2,0,0,0,no,
cdc_1364,2,2,0,0,0,no,
cdc_1365,2,2,0,0,0,no,
cdc_1366,3,3,0,0,0,no,
cdc_1367,3,3,0,0,0,no,
