variant,run_id,seed,condition,manuscript_condition,precision,recall,f1,ap50,ap75,gt_boxes,predictions,mean_confidence,detector_score_thr,metric_score_thr,nms_thresh,detections_per_img,checkpoint_path,checkpoint_sha256,split_path,split_sha256,runtime_seconds,fps,gpu,cuda,pytorch,git_commit
R4 Reliability p=0.20,R4_seed0,0,rgb_only,false,0.7388523047977422,0.6651422764227642,0.7000623941527766,0.7222901582717896,0.42420950531959534,5904,5315,0.6564958136258884,0.001,0.5,0.6,100,<LOCAL_CHECKPOINT_PATH>\R4_reliability_p020_seed0_block64g16_e50\weights\best.pt,d39d838728766fbdb857af06096f648061659097f51217125ce6fd6fb19d1f25,<LOCAL_PROJECT_ROOT>\\runs\\blocked_split_candidates\block64_guard16_seed0_val.txt,a48aff2ee29d041bd07b746947028191475a59f0df6b7b64d4882cd610746dc4,74.87309169769287,29.55667984080576,NVIDIA GeForce RTX 3090,12.4,2.5.1,693277e7691eb553312754390569482d6aaa2686
R4 Reliability p=0.20,R4_seed0,0,thermal_only,false,0.8161751721702278,0.782859078590786,0.7991700527362324,0.8255230188369751,0.6005561947822571,5904,5663,0.710431946307005,0.001,0.5,0.6,100,<LOCAL_CHECKPOINT_PATH>\R4_reliability_p020_seed0_block64g16_e50\weights\best.pt,d39d838728766fbdb857af06096f648061659097f51217125ce6fd6fb19d1f25,<LOCAL_PROJECT_ROOT>\\runs\\blocked_split_candidates\block64_guard16_seed0_val.txt,a48aff2ee29d041bd07b746947028191475a59f0df6b7b64d4882cd610746dc4,73.1514892578125,30.252289084649824,NVIDIA GeForce RTX 3090,12.4,2.5.1,693277e7691eb553312754390569482d6aaa2686
R4 Reliability p=0.20,R4_seed0,0,event_only,false,0.672544080604534,0.27134146341463417,0.386676321506155,0.314615398645401,0.16543954610824585,5904,2382,0.6312454602079768,0.001,0.5,0.6,100,<LOCAL_CHECKPOINT_PATH>\R4_reliability_p020_seed0_block64g16_e50\weights\best.pt,d39d838728766fbdb857af06096f648061659097f51217125ce6fd6fb19d1f25,<LOCAL_PROJECT_ROOT>\\runs\\blocked_split_candidates\block64_guard16_seed0_val.txt,a48aff2ee29d041bd07b746947028191475a59f0df6b7b64d4882cd610746dc4,74.64123368263245,29.648491735941413,NVIDIA GeForce RTX 3090,12.4,2.5.1,693277e7691eb553312754390569482d6aaa2686
R4 Reliability p=0.20,R4_seed2,2,full,true,0.9067626380984265,0.9175135501355014,0.9121064152214179,0.9603855013847351,0.8881215453147888,5904,5974,0.7399917012239564,0.001,0.5,0.6,100,<LOCAL_CHECKPOINT_PATH>\R4_reliability_p020_seed2_block64g16_e50\weights\best.pt,a87f80f90ffbd65bef0c47a87e07bba9a52cda3bc7fcd610d6426b36a9bce6e8,<LOCAL_PROJECT_ROOT>\\runs\\blocked_split_candidates\block64_guard16_seed0_val.txt,a48aff2ee29d041bd07b746947028191475a59f0df6b7b64d4882cd610746dc4,77.68892335891724,28.485399260536784,NVIDIA GeForce RTX 3090,12.4,2.5.1,693277e7691eb553312754390569482d6aaa2686
R4 Reliability p=0.20,R4_seed2,2,no_rgb,true,0.8151582986888392,0.8634823848238482,0.838624773811482,0.908394455909729,0.7479444146156311,5904,6254,0.6971142418589652,0.001,0.5,0.6,100,<LOCAL_CHECKPOINT_PATH>\R4_reliability_p020_seed2_block64g16_e50\weights\best.pt,a87f80f90ffbd65bef0c47a87e07bba9a52cda3bc7fcd610d6426b36a9bce6e8,<LOCAL_PROJECT_ROOT>\\runs\\blocked_split_candidates\block64_guard16_seed0_val.txt,a48aff2ee29d041bd07b746947028191475a59f0df6b7b64d4882cd610746dc4,78.3342878818512,28.250719574265982,NVIDIA GeForce RTX 3090,12.4,2.5.1,693277e7691eb553312754390569482d6aaa2686
R4 Reliability p=0.20,R4_seed2,2,no_thermal,true,0.8148233134465351,0.6014566395663956,0.6920678230364452,0.7066850066184998,0.4015817642211914,5904,4358,0.6653279291210288,0.001,0.5,0.6,100,<LOCAL_CHECKPOINT_PATH>\R4_reliability_p020_seed2_block64g16_e50\weights\best.pt,a87f80f90ffbd65bef0c47a87e07bba9a52cda3bc7fcd610d6426b36a9bce6e8,<LOCAL_PROJECT_ROOT>\\runs\\blocked_split_candidates\block64_guard16_seed0_val.txt,a48aff2ee29d041bd07b746947028191475a59f0df6b7b64d4882cd610746dc4,77.19355988502502,28.66819464338897,NVIDIA GeForce RTX 3090,12.4,2.5.1,693277e7691eb553312754390569482d6aaa2686
R4 Reliability p=0.20,R4_seed2,2,no_event,true,0.906380840730196,0.9166666666666666,0.9114947368421052,0.9594763517379761,0.8784834742546082,5904,5971,0.7361853000327503,0.001,0.5,0.6,100,<LOCAL_CHECKPOINT_PATH>\R4_reliability_p020_seed2_block64g16_e50\weights\best.pt,a87f80f90ffbd65bef0c47a87e07bba9a52cda3bc7fcd610d6426b36a9bce6e8,<LOCAL_PROJECT_ROOT>\\runs\\blocked_split_candidates\block64_guard16_seed0_val.txt,a48aff2ee29d041bd07b746947028191475a59f0df6b7b64d4882cd610746dc4,77.9100513458252,28.404550655177864,NVIDIA GeForce RTX 3090,12.4,2.5.1,693277e7691eb553312754390569482d6aaa2686
R4 Reliability p=0.20,R4_seed2,2,rgb_only,false,0.817171950937283,0.5980691056910569,0.6906601466992666,0.7068525552749634,0.4028528928756714,5904,4321,0.6632409228464157,0.001,0.5,0.6,100,<LOCAL_CHECKPOINT_PATH>\R4_reliability_p020_seed2_block64g16_e50\weights\best.pt,a87f80f90ffbd65bef0c47a87e07bba9a52cda3bc7fcd610d6426b36a9bce6e8,<LOCAL_PROJECT_ROOT>\\runs\\blocked_split_candidates\block64_guard16_seed0_val.txt,a48aff2ee29d041bd07b746947028191475a59f0df6b7b64d4882cd610746dc4,77.86170291900635,28.422188534741103,NVIDIA GeForce RTX 3090,12.4,2.5.1,693277e7691eb553312754390569482d6aaa2686
R4 Reliability p=0.20,R4_seed2,2,thermal_only,false,0.7616228452028556,0.7408536585365854,0.7510947024984974,0.7754999399185181,0.5591753721237183,5904,5743,0.6994278404784497,0.001,0.5,0.6,100,<LOCAL_CHECKPOINT_PATH>\R4_reliability_p020_seed2_block64g16_e50\weights\best.pt,a87f80f90ffbd65bef0c47a87e07bba9a52cda3bc7fcd610d6426b36a9bce6e8,<LOCAL_PROJECT_ROOT>\\runs\\blocked_split_candidates\block64_guard16_seed0_val.txt,a48aff2ee29d041bd07b746947028191475a59f0df6b7b64d4882cd610746dc4,78.36604166030884,28.23927243374919,NVIDIA GeForce RTX 3090,12.4,2.5.1,693277e7691eb553312754390569482d6aaa2686
R4 Reliability p=0.20,R4_seed2,2,event_only,false,0.695064935064935,0.2266260162601626,0.34180610550517304,0.2586073875427246,0.1435757279396057,5904,1925,0.6026387551543001,0.001,0.5,0.6,100,<LOCAL_CHECKPOINT_PATH>\R4_reliability_p020_seed2_block64g16_e50\weights\best.pt,a87f80f90ffbd65bef0c47a87e07bba9a52cda3bc7fcd610d6426b36a9bce6e8,<LOCAL_PROJECT_ROOT>\\runs\\blocked_split_candidates\block64_guard16_seed0_val.txt,a48aff2ee29d041bd07b746947028191475a59f0df6b7b64d4882cd610746dc4,77.71816396713257,28.47468194096672,NVIDIA GeForce RTX 3090,12.4,2.5.1,693277e7691eb553312754390569482d6aaa2686


