Mode,Precision,Recall,AP50,AP75,GT boxes,Predictions,Mean Confidence
full,0.026597379123361953,0.9969512195121951,0.9535278081893921,0.879147469997406,5904,221300,0.1201466182136712
no_rgb,0.021802982376863986,0.8172425474254743,0.6758414506912231,0.5684424638748169,5904,221300,0.13373890757804818
no_thermal,0.014853140533212834,0.5567411924119241,0.35564541816711426,0.2974809408187866,5904,221300,0.13146162046852677
no_event,0.017175779484862177,0.6438008130081301,0.4288625717163086,0.29254207015037537,5904,221300,0.1279745617344255
rgb_only,0.017139629462268414,0.6424457994579946,0.4286544919013977,0.2925899624824524,5904,221300,0.1277525161798594
thermal_only,0.0016854948034342521,0.06317750677506775,0.00022285246814135462,1.9299491214042064e-06,5904,221300,0.1130046326038838
event_only,0.0050112968820605515,0.18783875338753386,0.0011300499318167567,1.312899257754907e-05,5904,221300,0.12901899570867695
