Method,Best Epoch,Precision,Recall,AP50,AP75,GT boxes,Predictions,Mean Confidence,Params,GFLOPs,FPS
E0_early_repvit_fcos_e50,3,NA,NA,NA,NA,NA,NA,NA,6591609,skipped (no project-compatible detector GFLOPs helper wired yet),NA
E1_reliability_repvit_fcos_e50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E2_reliability_dropout015_repvit_fcos_e50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
