step,original_row_id,loss_total,loss_classifier,loss_box_reg,loss_centerness,learning_rate,global_gradient_norm,ir_alignment_gradient_norm,event_alignment_gradient_norm,ir_theta_mean,ir_theta_std,ir_theta_min,ir_theta_max,ir_theta_max_abs_deviation,ir_determinant_mean,ir_grid_oob_fraction,event_theta_mean,event_theta_std,event_theta_min,event_theta_max,event_theta_max_abs_deviation,event_determinant_mean,event_grid_oob_fraction,finite,cuda_allocated_bytes,cuda_reserved_bytes,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,step_time_sec
23,train:00009701,2.8620998859405518,1.046381950378418,1.1359750032424927,0.6797430515289307,0.0001,37.035155672618735,13.950306582988427,2.8084126002331065,0.3314622640609741,0.4695357084274292,-0.012887299060821533,0.9996480941772461,0.012887299060821533,0.9907993674278259,0.0014062499394640326,0.3348080813884735,0.47068092226982117,-0.0019991665612906218,1.0056090354919434,0.008354654535651207,1.0008206367492676,0.0,True,130360832,394264576,0.11002839999999736,0.10317940000000192,0.11389609999999806,0.4014084000000011,0.7299198000000047
24,train:00011236,2.580610752105713,0.8939302563667297,1.0254839658737183,0.6611965298652649,0.0001,24.027641273347676,10.004981680578952,2.0479726193919654,0.33149561285972595,0.4695490896701813,-0.012869413942098618,0.9996079206466675,0.012869413942098618,0.9909023642539978,0.0014062499394640326,0.33479225635528564,0.47052934765815735,-0.0017801884096115828,1.0050469636917114,0.008375052362680435,1.0003663301467896,0.0,True,130360832,394264576,0.1495624999999947,0.08404740000000288,0.11471710000000002,0.386144299999998,0.736493700000004
25,train:00003532,0.07813586294651031,0.07813586294651031,0.0,0.0,0.0001,6.08791962230333,0.42009146181647317,0.676024226261324,0.3315454125404358,0.4696434736251831,-0.012731227092444897,0.9997398853302002,0.012731227092444897,0.9912691712379456,0.0014062499394640326,0.3347548842430115,0.47041821479797363,-0.0017024524277076125,1.0044028759002686,0.008293510414659977,0.9999846816062927,0.0,True,130360832,394264576,0.11175259999999554,0.07851779999999309,0.12035970000000162,0.39990370000000297,0.714161500000003
26,train:00015144,2.6073505878448486,0.7351796627044678,1.158196210861206,0.71397465467453,0.0001,47.415571625261215,24.55859500308094,4.082227275317448,0.33147573471069336,0.4694908559322357,-0.01354383584111929,0.9996026754379272,0.01354383584111929,0.9906704425811768,0.0017187499906867743,0.3347153663635254,0.47031837701797485,-0.0016293032094836235,1.0038219690322876,0.008221745491027832,0.9996289014816284,0.0,True,130360832,394264576,0.11601480000000208,0.07879969999999759,0.12438590000000005,0.3959444999999988,0.7164043000000007
27,train:00033916,2.7976484298706055,0.951762855052948,1.1693559885025024,0.676529586315155,0.0001,37.54411497518975,17.254952839484474,5.844340486623543,0.3314339816570282,0.4695996642112732,-0.013514064252376556,0.9996414184570312,0.013514064252376556,0.990898609161377,0.0015624999068677425,0.3346651494503021,0.47020646929740906,-0.0011932431953027844,1.0032618045806885,0.00797002948820591,0.9992185235023499,0.0,True,130360832,394264576,0.14368240000000299,0.08188429999999869,0.11596010000000234,0.3879567000000037,0.7418685000000025
28,train:00024238,2.5751843452453613,0.8719272613525391,0.984960675239563,0.718296468257904,0.0001,38.27388914850738,28.289987289181713,8.416067674558896,0.3313450813293457,0.4695623517036438,-0.013874589465558529,0.999424159526825,0.013874589465558529,0.9906063675880432,0.0017187499906867743,0.3346676826477051,0.47022607922554016,-0.0018273188034072518,1.0032633543014526,0.007989359088242054,0.9992778897285461,0.0,True,130360832,394264576,0.1266058000000001,0.08615509999999915,0.1077410000000043,0.4202515999999932,0.7422519999999935
29,train:00012123,0.09020143747329712,0.09020143747329712,0.0,0.0,0.0001,7.8563737958859,1.3171788856516033,0.6315482776965397,0.3314954340457916,0.4697846472263336,-0.01354557927697897,0.999869167804718,0.01354557927697897,0.9915452599525452,0.0015624999068677425,0.3346359133720398,0.47013261914253235,-0.0025490918196737766,1.0029654502868652,0.008186019957065582,0.9989495873451233,0.0,True,130360832,394264576,0.0999031000000059,0.08676120000000509,0.11349799999999988,0.4292639999999963,0.7305076000000028
30,train:00021003,0.10203669965267181,0.10203669965267181,0.0,0.0,0.0001,10.192323642545505,1.904268609730332,0.7482434392959126,0.3314816951751709,0.4698343873023987,-0.014139075763523579,1.000122308731079,0.014139075763523579,0.9916408658027649,0.0018749999580904841,0.3346080482006073,0.4700464904308319,-0.003188642906025052,1.0026878118515015,0.008372270502150059,0.9986500144004822,0.0,True,130360832,394264576,0.15023639999999716,0.07941449999999861,0.1020606000000015,0.41892069999999393,0.7537682999999973
31,train:00033033,2.565066337585449,0.8966703414916992,0.9805814027786255,0.6878145933151245,0.0001,16.938597648626796,9.361863121399695,2.6078954511402244,0.33156147599220276,0.4698694348335266,-0.014275582507252693,1.0002597570419312,0.014275582507252693,0.9918954372406006,0.002031249925494194,0.33460530638694763,0.46994438767433167,-0.003868801286444068,1.0025123357772827,0.008745967410504818,0.9983522295951843,0.0,True,130360832,394264576,0.11356860000000069,0.1076174000000023,0.11308700000000016,0.398838099999999,0.7377809999999982
32,train:00034896,2.5487709045410156,0.8892977237701416,0.9694235324859619,0.6900497674942017,0.0001,26.10429846442579,21.39863933963719,5.542324865145239,0.33168068528175354,0.46993371844291687,-0.014081882312893867,1.0005139112472534,0.014081882312893867,0.9923231601715088,0.002031249925494194,0.3345821499824524,0.46992895007133484,-0.004410765133798122,1.0023101568222046,0.008840328082442284,0.9982629418373108,0.0,True,130360832,394264576,0.11824020000000246,0.09709459999999837,0.10604770000000485,0.4425038999999984,0.7659440999999987
33,train:00021613,2.8187637329101562,1.1397111415863037,0.9914383292198181,0.6876140832901001,0.0001,66.25312613704799,2.624581378320954,3.488654925805581,0.33196088671684265,0.47004184126853943,-0.012847797945141792,1.000665545463562,0.012847797945141792,0.9932236075401306,0.0017187499906867743,0.3345669209957123,0.470000684261322,-0.004868060350418091,1.0022897720336914,0.008703074418008327,0.998435914516449,0.0,True,130360832,394264576,0.16145569999999765,0.08663690000000202,0.12471249999999401,0.40449320000000455,0.7786434
34,train:00002612,0.08417224138975143,0.08417224138975143,0.0,0.0,0.0001,7.419050293145417,0.7396103841190745,0.21468785798039247,0.3319736421108246,0.47016286849975586,-0.013599018566310406,1.0013188123703003,0.013599018566310406,0.9935685992240906,0.002343749860301614,0.33456921577453613,0.4699370861053467,-0.005709679331630468,1.0021214485168457,0.00899824220687151,0.9982557892799377,0.0,True,130360832,394264576,0.17746329999999944,0.08810819999999353,0.10558930000000544,0.4261546999999979,0.799391
35,train:00021058,2.4801807403564453,0.8573982119560242,0.9850711822509766,0.6377113461494446,0.0001,39.781356521333706,19.109162327972395,29.542150806727488,0.3321100175380707,0.4700307250022888,-0.014235487207770348,1.0014679431915283,0.014235487207770348,0.9934480786323547,0.0028124998789280653,0.3345434069633484,0.46992945671081543,-0.006353266071528196,1.0019161701202393,0.009004050865769386,0.998181164264679,0.0003124999930150807,True,130360832,394264576,0.17014449999999925,0.08195979999999992,0.12292109999999923,0.4422663,0.8184916999999956
36,train:00009691,2.6689295768737793,1.0344250202178955,0.9440674781799316,0.6904371976852417,0.0001,43.454849410096536,14.801066899432028,5.604857036357451,0.3322494328022003,0.4702160060405731,-0.01382150873541832,1.0020116567611694,0.01382150873541832,0.9942579865455627,0.002968749962747097,0.3346198499202728,0.47003892064094543,-0.006303196772933006,1.0022871494293213,0.008023664355278015,0.9986491203308105,0.0012499999720603228,True,130360832,394264576,0.2536412999999982,0.0833952999999994,0.12945849999999837,0.400638899999997,0.8708998999999977
37,train:00010486,2.498375415802002,0.9238629341125488,0.932345986366272,0.6421666145324707,0.0001,57.086427813797464,43.02081355722603,2.1341792252996057,0.3325178623199463,0.4700934588909149,-0.013666590675711632,1.002180576324463,0.013666590675711632,0.9944432973861694,0.003124999813735485,0.33473682403564453,0.47014740109443665,-0.006705021020025015,1.0028284788131714,0.007495085708796978,0.9991862177848816,0.0028124998789280653,True,130360832,394264576,0.18927529999999848,0.09339680000000072,0.11443350000000407,0.40557460000000134,0.8047015000000002
38,train:00034891,2.6935853958129883,0.9015624523162842,1.1545183658599854,0.6375044584274292,0.0001,58.76270991384255,43.1664916185472,9.003553805009403,0.3324369788169861,0.4701941907405853,-0.013658443465828896,1.002585530281067,0.013658443465828896,0.9945594668388367,0.0034374999813735485,0.3347824513912201,0.47024038434028625,-0.00657322583720088,1.0030156373977661,0.006629850249737501,0.999545156955719,0.003281249897554517,True,130360832,394264576,0.18877599999999717,0.07840759999999847,0.10172850000000011,0.4072160999999994,0.7802908999999971
39,train:00029227,2.4238476753234863,0.9943815469741821,0.6837714314460754,0.745694637298584,0.0001,64.24593102524149,23.502934628544235,3.371260993311863,0.3322460353374481,0.47027119994163513,-0.013479008339345455,1.0026752948760986,0.013479008339345455,0.9943928718566895,0.003281249897554517,0.33483144640922546,0.47033530473709106,-0.007114408537745476,1.0035865306854248,0.007114408537745476,0.9999064803123474,0.0043750000186264515,True,130360832,394264576,0.1475268000000014,0.08315920000000432,0.11281040000000075,0.37138799999999605,0.7160008999999974
40,train:00002357,2.3709681034088135,0.8074668645858765,0.9355725049972534,0.6279287338256836,0.0001,31.078036657154893,15.161816984451534,3.1283746786235413,0.3320009708404541,0.47047728300094604,-0.013306772336363792,1.0029510259628296,0.013306772336363792,0.9944860935211182,0.0034374999813735485,0.33485472202301025,0.47039172053337097,-0.00728004751726985,1.003920078277588,0.00728004751726985,1.000112533569336,0.004843750037252903,True,130360832,394264576,0.16531110000000382,0.0787633999999997,0.11774770000000245,0.3638179000000008,0.732781199999998
41,train:00022853,2.4004664421081543,0.8595117926597595,0.8172094821929932,0.7237451076507568,0.0001,40.09159681370994,15.272864909423758,11.366315579213643,0.33170604705810547,0.47042474150657654,-0.014307983219623566,1.0031074285507202,0.014307983219623566,0.9937083125114441,0.004218749701976776,0.3348392844200134,0.4704676568508148,-0.007335237227380276,1.0042723417282104,0.007335237227380276,1.0002933740615845,0.005156249739229679,True,130360832,394264576,0.10869619999999713,0.08189180000000107,0.10088979999999736,0.35931470000000587,0.6537199999999999
42,train:00003644,2.4819226264953613,0.9245169758796692,0.7444410920143127,0.8129645586013794,0.0001,28.613515107383353,15.759948422053034,1.7003709286244333,0.3316188454627991,0.47076335549354553,-0.013088357634842396,1.003176212310791,0.013088357634842396,0.9945310950279236,0.0035937498323619366,0.3348771333694458,0.4704273045063019,-0.007441317196935415,1.0042469501495361,0.007465174421668053,1.000256061553955,0.0054687499068677425,True,130360832,394264576,0.1330546999999953,0.08062019999999848,0.11219619999999964,0.3792387000000019,0.7090032999999991
43,train:00009651,2.433825731277466,0.8158217668533325,0.8594430685043335,0.7585609555244446,0.0001,16.641003793393853,5.37155958722339,1.603998594963812,0.3313295841217041,0.4708182215690613,-0.013762937858700752,1.0033113956451416,0.013762937858700752,0.994084358215332,0.004218749701976776,0.3348972201347351,0.4704287648200989,-0.007298438344150782,1.0041409730911255,0.007618987467139959,1.00030517578125,0.005624999757856131,True,130360832,394264576,0.11157250000000118,0.0797841000000048,0.10530329999999566,0.3956694000000027,0.6935980000000015
44,train:00033321,2.454432725906372,0.951497495174408,0.8007110357284546,0.7022242546081543,0.0001,39.739543780421805,20.193536837693568,4.653312288562261,0.3311290740966797,0.4708186089992523,-0.01419664267450571,1.0033570528030396,0.01419664267450571,0.9936686158180237,0.0045312498696148396,0.33497154712677,0.4703565537929535,-0.007581931538879871,1.0041882991790771,0.008161290548741817,1.0002473592758179,0.006093749776482582,True,130360832,394264576,0.035589699999995617,0.08365620000000007,0.10288899999999757,0.3682259000000059,0.594766000000007
45,train:00031613,0.16122402250766754,0.16122402250766754,0.0,0.0,0.0001,14.204329047651404,1.292464560933647,0.5173429876054032,0.3309236764907837,0.4708411991596222,-0.01390102319419384,1.0030176639556885,0.01390102319419384,0.9933356642723083,0.00390625,0.33497950434684753,0.47029900550842285,-0.0077044726349413395,1.0039620399475098,0.008488797582685947,1.0001027584075928,0.006093749776482582,True,130360832,394264576,0.09943429999999864,0.08969259999999935,0.10121589999999969,0.36941519999999883,0.6609625999999977
46,train:00010234,2.3282549381256104,0.9987127780914307,0.6554052829742432,0.6741368174552917,0.0001,41.14810971882136,31.82708524406824,2.503055462741888,0.330750048160553,0.4708978831768036,-0.013400841504335403,1.002717137336731,0.013400841504335403,0.9931685328483582,0.0034374999813735485,0.33496081829071045,0.47026029229164124,-0.007696145214140415,1.003693699836731,0.008669319562613964,0.9999594688415527,0.006093749776482582,True,130360832,394264576,0.10563189999999878,0.07624429999999904,0.10922530000000563,0.4121062999999978,0.7063908000000012
47,train:00024453,0.14830482006072998,0.14830482006072998,0.0,0.0,0.0001,12.355104159918925,1.0306733548504343,0.3749606101010652,0.3308413028717041,0.47084617614746094,-0.013197346590459347,1.002713918685913,0.013197346590459347,0.9932082891464233,0.003124999813735485,0.335056871175766,0.4701630175113678,-0.008075728081166744,1.0036317110061646,0.009259110316634178,0.9998741745948792,0.006562499795109034,True,130360832,394264576,0.11893709999999658,0.0881559999999979,0.11241060000000402,0.3974607999999975,0.7189528999999979
48,train:00018203,2.242943048477173,0.8895095586776733,0.5432170629501343,0.8102164268493652,0.0001,39.98422660353752,15.478010517515964,7.314318525085588,0.330576092004776,0.4708614647388458,-0.01355349738150835,1.0028718709945679,0.01355349738150835,0.9927011132240295,0.0035937498323619366,0.33507412672042847,0.4701816439628601,-0.008095484226942062,1.003442406654358,0.009351370856165886,0.9999650716781616,0.0064062499441206455,True,130360832,394264576,0.16167500000000246,0.07872719999999589,0.10955950000000314,0.39071339999999566,0.7414353999999932
49,train:00010521,2.14680552482605,0.7684817910194397,0.7221612334251404,0.6561625003814697,0.0001,22.707242806965674,10.002014666270318,0.8628143257419172,0.330633282661438,0.4707326591014862,-0.013257576152682304,1.0026562213897705,0.013257576152682304,0.992455244064331,0.003124999813735485,0.3351846933364868,0.4700509011745453,-0.008612940087914467,1.0035301446914673,0.009952795691788197,0.9998102784156799,0.006874999962747097,True,130360832,394264576,0.14215900000000659,0.08063269999999534,0.10028840000000372,0.4156934000000021,0.7389016999999996
50,train:00034733,2.2710142135620117,0.8722752332687378,0.6975247859954834,0.7012143135070801,0.0001,19.20281406402736,6.690166112264424,2.308924052540645,0.330924928188324,0.4707397520542145,-0.011675000190734863,1.0023897886276245,0.011675000190734863,0.9931057691574097,0.0018749999580904841,0.3351607322692871,0.47001609206199646,-0.008496354334056377,1.003309726715088,0.009809626266360283,0.9996678233146667,0.006718749646097422,True,130360832,394264576,0.10881329999999423,0.08698060000000396,0.12255859999999785,0.40880320000000125,0.7288060999999999
51,train:00012739,0.11197811365127563,0.11197811365127563,0.0,0.0,0.0001,8.522000787249555,0.17377300753268632,0.06452536273355894,0.33081623911857605,0.47071218490600586,-0.012156055308878422,1.0027176141738892,0.012156055308878422,0.9927854537963867,0.002343749860301614,0.33523064851760864,0.469963401556015,-0.00859128125011921,1.0034828186035156,0.010114859789609909,0.9996547698974609,0.007031249813735485,True,130360832,394264576,0.17808579999999807,0.08417580000000413,0.11785919999999805,0.3906801999999985,0.7558503999999999
52,train:00004626,0.10571394860744476,0.10571394860744476,0.0,0.0,0.0001,7.974776317391628,0.18155102874861795,0.10958389112054574,0.3309164047241211,0.4706936776638031,-0.011478889733552933,1.0026637315750122,0.011478889733552933,0.9929487705230713,0.0018749999580904841,0.3352574110031128,0.46994632482528687,-0.008655060082674026,1.0034865140914917,0.010236029513180256,0.9996594786643982,0.007031249813735485,True,130360832,394264576,0.20125450000000455,0.07965420000000023,0.10708309999999699,0.39962750000000113,0.7899428999999998
53,train:00021563,0.09405209124088287,0.09405209124088287,0.0,0.0,0.0001,7.341796815717153,0.06616340703691496,0.0850760147563791,0.33107900619506836,0.4705827832221985,-0.011137858964502811,1.0025235414505005,0.011137858964502811,0.9929671883583069,0.0018749999580904841,0.3352620005607605,0.4699705243110657,-0.008831050246953964,1.003440499305725,0.010279066860675812,0.9997376203536987,0.007031249813735485,True,130360832,394264576,0.14173599999999453,0.08405779999999652,0.10643320000001211,0.4229014999999947,0.756442700000008
54,train:00008212,0.08343694359064102,0.08343694359064102,0.0,0.0,0.0001,6.290425056291692,0.13031544023492098,0.024789999309759527,0.33085665106773376,0.4705023765563965,-0.011939150281250477,1.0028440952301025,0.011939150281250477,0.9922558069229126,0.002343749860301614,0.33527928590774536,0.4699626564979553,-0.008760434575378895,1.0035152435302734,0.010318014770746231,0.9997491836547852,0.007187499664723873,True,130360832,394264576,0.05183029999999178,0.08609409999999684,0.10814220000000319,0.3996759999999995,0.647544400000001
